side,touchdown_time_sec,sample_count,duration_sec,sole_mean_abs,sole_std,best_match_signal,best_match_lag_ms,best_match_corr,sole_source_guess,action_to_sole_lag_ms,action_to_sole_corr,raw_to_sole_lag_ms,raw_to_sole_corr,tau_lpf_to_sole_lag_ms,tau_lpf_to_sole_corr,joint_pos_to_sole_lag_ms,joint_pos_to_sole_corr,act_left_cmd_to_state_lag_ms,act_left_cmd_to_state_corr,act_right_cmd_to_state_lag_ms,act_right_cmd_to_state_corr,act_left_state_to_joint_lag_ms,act_left_state_to_joint_corr,act_right_state_to_joint_lag_ms,act_right_state_to_joint_corr,actuator_chain_support,source
left,1777515244.4189363,15,0.13996124267578125,0.029837981994658723,0.04624471290775754,actuator_state_pos_left_ankle_left_actuator,9.15217399597168,0.708121206111477,execution_chain_dominant,9.15217399597168,0.5490154373982754,9.15217399597168,0.5490166763627213,0.0,0.4112307252572176,18.30434799194336,0.599447376927479,0.0,0.0,0.0,0.0,0.0,0.751426413116873,27.45652198791504,0.6569083548354008,1,kinematic_fk_hip
right,1777515244.758935,15,0.13997626304626465,0.07210980134433645,0.07643284496578132,actuator_state_pos_right_ankle_right_actuator,9.15217399597168,0.7414758161649682,execution_chain_dominant,36.60869598388672,0.06994092777789561,36.60869598388672,0.06994084696101496,0.0,0.2898196551319386,36.60869598388672,0.2529545311369816,0.0,0.0,0.0,0.0,0.0,0.31577097922488784,36.60869598388672,0.21372452943383796,1,kinematic_fk_hip
left,1777515245.0688696,15,0.14008855819702148,0.1166587233715521,0.1151294034776346,tau_des_lpf,9.15217399597168,0.7303555618751882,output_chain_dominant,18.30434799194336,0.413108668373033,18.30434799194336,0.4131101346968009,9.15217399597168,0.7303555618751882,27.45652198791504,0.6590935376388841,0.0,0.0,0.0,0.0,0.0,0.7045062954183513,27.45652198791504,0.8252168030806822,0,kinematic_fk_hip
right,1777515245.4290211,16,0.14990854263305664,0.06634544695179594,0.07245345386093544,tau_des_lpf,18.30434799194336,0.6372685295923178,output_chain_dominant,36.60869598388672,0.3109652425903917,36.60869598388672,0.3109648070639633,18.30434799194336,0.6372685295923178,146.43478393554688,0.0,0.0,0.0,0.0,0.0,0.0,0.8674882332898318,9.15217399597168,0.8976180721231085,0,kinematic_fk_hip
