case_label,diag_csv,window,side,touchdown_time_sec,actuator_name,lag_ms,lag_corr,raw_corr,gain,hysteresis_area,stiction_ratio,shape_flag
35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,swing,left,1777514825.8477206,left_ankle_right_actuator,199.74231719970703,0.6632593024834739,0.3654130422527631,0.1918181608607424,0.39102918972082806,0.1111111111111111,"overall_slow,backlash_like,low_realization_gain"
35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,touchdown,left,1777514825.8477206,left_ankle_left_actuator,0.0,0.7731607644690761,0.8271650489943742,0.27883701771616903,0.04901148316936293,0.4444444444444444,stick_slip_like
35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,touchdown,left,1777514825.8477206,left_ankle_right_actuator,29.577970504760742,0.07169857154118578,-0.6924974011936316,-0.18746407187173084,0.58787653698021,0.3333333333333333,"backlash_like,low_realization_gain"
35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,swing,right,1777514826.1375866,right_ankle_left_actuator,177.18029022216797,1.5974150705561878,0.9132672501233263,0.7553401691927131,0.14708992295971002,0.1111111111111111,overall_slow
35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,swing,right,1777514826.1375866,right_ankle_right_actuator,9.84334945678711,0.851530859665778,0.8590800341233243,0.2783624902094893,0.004437080002094749,0.1875,mostly_linear
35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,touchdown,right,1777514826.1375866,right_ankle_left_actuator,0.0,0.8760074720799007,0.5854968415390946,0.08858550181361413,0.15373525831453272,0.2857142857142857,low_realization_gain
35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,touchdown,right,1777514826.1375866,right_ankle_right_actuator,159.149169921875,0.0,nan,nan,nan,nan,overall_slow
35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,swing,left,1777514826.4476342,left_ankle_left_actuator,19.66381072998047,0.8471848845288568,0.5158118674071743,0.3685266640795998,0.04632827552126581,0.0,mostly_linear
35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,swing,left,1777514826.4476342,left_ankle_right_actuator,0.0,0.9255791190292502,0.6865905673167905,0.37178640507799443,0.2403274390669009,0.09090909090909091,backlash_like
35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,touchdown,left,1777514826.4476342,left_ankle_left_actuator,0.0,0.8586774641091509,0.9943453804207106,0.47222386344622114,0.10347843672936799,0.14285714285714285,mostly_linear
35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,touchdown,left,1777514826.4476342,left_ankle_right_actuator,0.0,0.5903977783127633,-0.5243172444007235,-2.43866637118651,0.025654230594435824,0.5833333333333334,stick_slip_like
35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,swing,right,1777514826.837477,right_ankle_left_actuator,0.0,0.29180123742197733,0.6909311573152157,0.20687272104325619,0.48947957794410374,0.625,"stick_slip_like,backlash_like"
35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,swing,right,1777514826.837477,right_ankle_right_actuator,0.0,0.21682508194160413,-0.5082844523587802,-0.1279583038395215,0.47344847513706756,0.2,"backlash_like,low_realization_gain"
35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,touchdown,right,1777514826.837477,right_ankle_left_actuator,0.0,0.0,nan,0.0,0.0,1.0,"stick_slip_like,low_realization_gain"
35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,touchdown,right,1777514826.837477,right_ankle_right_actuator,0.0,0.0,nan,0.0,0.0,1.0,"stick_slip_like,low_realization_gain"
40/0.8 all_ankles,t27_tracking_lag_b1_diag_20260430_101404.csv,swing,left,1777515244.4189363,left_ankle_left_actuator,0.0,0.4471812265391943,0.7453031732335279,0.22704838113524423,0.024274747833329887,0.3333333333333333,mostly_linear
40/0.8 all_ankles,t27_tracking_lag_b1_diag_20260430_101404.csv,swing,left,1777515244.4189363,left_ankle_right_actuator,170.3038215637207,0.8452592742758372,0.7727089066388915,1.0291162437509034,0.46446200777577085,0.46153846153846156,"overall_slow,stick_slip_like,backlash_like"
40/0.8 all_ankles,t27_tracking_lag_b1_diag_20260430_101404.csv,touchdown,left,1777515244.4189363,left_ankle_left_actuator,0.0,0.751426413116873,0.9722726308025316,0.26119125641534013,0.09896715738744918,0.2,mostly_linear
40/0.8 all_ankles,t27_tracking_lag_b1_diag_20260430_101404.csv,touchdown,left,1777515244.4189363,left_ankle_right_actuator,30.20167350769043,0.6569083548354008,-0.4839653550801638,-0.09778914138724945,0.5321814002855138,0.5714285714285714,"stick_slip_like,backlash_like,low_realization_gain"
40/0.8 all_ankles,t27_tracking_lag_b1_diag_20260430_101404.csv,swing,right,1777515244.758935,right_ankle_left_actuator,189.85939025878906,0.6182553650365958,0.9187353739859686,0.5463566532198061,0.5579188708214856,0.2222222222222222,"overall_slow,backlash_like"
40/0.8 all_ankles,t27_tracking_lag_b1_diag_20260430_101404.csv,swing,right,1777515244.758935,right_ankle_right_actuator,0.0,0.7419406183704995,0.87283599956898,0.18273504795203444,0.3330583556785262,0.35294117647058826,"stick_slip_like,backlash_like,low_realization_gain"
40/0.8 all_ankles,t27_tracking_lag_b1_diag_20260430_101404.csv,touchdown,right,1777515244.758935,right_ankle_left_actuator,0.0,0.31577097922488784,-0.2504522815207811,-0.02235059545495195,0.002199983799812111,0.125,low_realization_gain
40/0.8 all_ankles,t27_tracking_lag_b1_diag_20260430_101404.csv,touchdown,right,1777515244.758935,right_ankle_right_actuator,40.065765380859375,0.21372452943383796,0.21886822969592934,0.016836968694834552,0.07761542318747543,0.14285714285714285,low_realization_gain
40/0.8 all_ankles,t27_tracking_lag_b1_diag_20260430_101404.csv,swing,left,1777515245.0688696,left_ankle_left_actuator,20.032882690429688,0.6932963165007033,0.6436783911603208,0.5314059611294852,0.07459460287375788,0.09090909090909091,mostly_linear
40/0.8 all_ankles,t27_tracking_lag_b1_diag_20260430_101404.csv,swing,left,1777515245.0688696,left_ankle_right_actuator,0.0,0.8996370668087035,0.794221614639429,0.4590093836406798,0.24624596690848075,0.13043478260869565,backlash_like
40/0.8 all_ankles,t27_tracking_lag_b1_diag_20260430_101404.csv,touchdown,left,1777515245.0688696,left_ankle_left_actuator,0.0,0.7045062954183513,0.9821158269766906,0.3481443149407734,0.17155272228075288,0.125,mostly_linear
40/0.8 all_ankles,t27_tracking_lag_b1_diag_20260430_101404.csv,touchdown,left,1777515245.0688696,left_ankle_right_actuator,30.150175094604492,0.8252168030806822,-0.582958666130253,-0.7729346399208481,0.6047662841885707,0.5,"stick_slip_like,backlash_like"
40/0.8 all_ankles,t27_tracking_lag_b1_diag_20260430_101404.csv,swing,right,1777515245.4290211,right_ankle_left_actuator,0.0,0.9185147063809258,0.7472607860109284,0.6137532976265812,0.137483165665437,0.05555555555555555,mostly_linear
40/0.8 all_ankles,t27_tracking_lag_b1_diag_20260430_101404.csv,swing,right,1777515245.4290211,right_ankle_right_actuator,9.984493255615234,0.9504836510806783,0.7502726716832268,0.5922808657261408,0.26049806430432615,0.17391304347826086,backlash_like
40/0.8 all_ankles,t27_tracking_lag_b1_diag_20260430_101404.csv,touchdown,right,1777515245.4290211,right_ankle_left_actuator,0.0,0.8674882332898318,0.861840888398771,0.35619423818474105,0.11781963780522911,0.2,mostly_linear
40/0.8 all_ankles,t27_tracking_lag_b1_diag_20260430_101404.csv,touchdown,right,1777515245.4290211,right_ankle_right_actuator,10.017156600952148,0.8976180721231085,0.09046862367276513,0.08327795449275145,0.09377908542465882,0.18181818181818182,low_realization_gain
