side,touchdown_time_sec,sample_count,duration_sec,sole_mean_abs,sole_std,best_match_signal,best_match_lag_ms,best_match_corr,sole_source_guess,action_to_sole_lag_ms,action_to_sole_corr,raw_to_sole_lag_ms,raw_to_sole_corr,tau_lpf_to_sole_lag_ms,tau_lpf_to_sole_corr,joint_pos_to_sole_lag_ms,joint_pos_to_sole_corr,act_left_cmd_to_state_lag_ms,act_left_cmd_to_state_corr,act_right_cmd_to_state_lag_ms,act_right_cmd_to_state_corr,act_left_state_to_joint_lag_ms,act_left_state_to_joint_corr,act_right_state_to_joint_lag_ms,act_right_state_to_joint_corr,actuator_chain_support,source
left,1777450368.9322147,15,0.13992905616760254,1.915351862300984,0.05837214088911311,actuator_state_pos_left_ankle_right_actuator,0.0,0.8504351426073337,execution_chain_dominant,17.35973358154297,0.4221340934897406,17.35973358154297,0.42213402003932393,130.19800186157227,0.0,0.0,0.7630320170772625,0.0,0.0,0.0,0.0,34.71946716308594,0.3825449388317878,0.0,0.8847264671996325,1,contact_refined
left,1777450369.1622047,14,0.13003325462341309,1.624773235140221,0.03299255831611398,actuator_state_pos_left_ankle_left_actuator,0.0,0.887150365508085,execution_chain_dominant,0.0,0.18878326721689698,0.0,0.1887829214879324,0.0,0.683309826784083,0.0,0.5864425647740172,0.0,0.0,0.0,0.0,0.0,0.5517044325953714,26.039600372314453,0.3765443392029039,1,contact_refined
left,1777450369.5421684,15,0.13998889923095703,1.8468502486829783,0.07785702697443407,actuator_state_pos_left_ankle_left_actuator,34.71946716308594,1.004812167762115,execution_chain_dominant,17.35973358154297,0.27835748440773006,17.35973358154297,0.27835789036107883,8.679866790771484,0.861142552223095,130.19800186157227,0.0,0.0,0.0,0.0,0.0,130.19800186157227,0.0,8.679866790771484,0.8626613668643972,1,contact_refined
right,1777450369.582157,15,0.13996124267578125,1.5983926351786797,0.00858156704026431,actuator_state_pos_right_ankle_right_actuator,0.0,0.7809132626833826,execution_chain_dominant,0.0,0.38502922237470166,0.0,0.3850264781434968,26.039600372314453,0.36783850117750316,0.0,0.45992833536209915,0.0,0.0,0.0,0.0,34.71946716308594,0.2813725194032081,0.0,0.7845262931939668,1,contact_refined
