group,joint_count,mean_action_to_target_lag_ms,mean_target_to_pos_lag_ms,mean_target_to_current_lag_ms,mean_current_to_pos_lag_ms,mean_target_dominant_freq_hz,mean_current_dominant_freq_hz,mean_pos_dominant_freq_hz
ankle,4,0.0,75.00171661376953,25.000572204589844,102.50234603881836,1.4285387319146616,6.9801174232919765,2.3772429994179296
hip,6,0.0,121.66945139567058,25.000572204589844,81.66853586832683,1.4319893085617987,1.456346320188647,8.80596880283545
knee,2,0.0,135.00308990478516,20.000457763671875,145.0033187866211,1.4285387319146616,1.4388904618560723,1.4388904618560723
