case_label,diag_csv,window,events,mean_state_joint_lag_ms,mean_joint_sole_lag_ms,mean_abs_sole_roll,mean_cmd_state_left_lag_ms,mean_cmd_state_right_lag_ms,lag_gap_ms,gain_gap,left_shape,right_shape,separation_label,rationale
25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,swing,4,71.80595397949219,94.2453145980835,0.21582111172345056,0.0,0.0,-19.49840784072876,-0.07366696398779454,"backlash_like,low_realization_gain","overall_slow,backlash_like",mixed_with_geometry_residual,state->joint=71.8ms and joint->sole=94.2ms are both risky; abs_sole_roll=0.216; lag_gap=19.5ms; gain_gap=0.074
25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,touchdown,4,41.51281714439392,35.902976989746094,0.0776404388711276,0.0,0.0,2.7631521224975586,-0.2982074345851133,backlash_like,"backlash_like,low_realization_gain",mixed_with_geometry_residual,state->joint=41.5ms and joint->sole=35.9ms are both risky; abs_sole_roll=0.078; lag_gap=2.8ms; gain_gap=0.298
30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,swing,4,75.78468322753906,80.52122592926025,0.16022462025293674,0.0,0.0,-34.65306758880615,0.0008081607555278925,mostly_linear,backlash_like,mixed_with_geometry_residual,state->joint=75.8ms and joint->sole=80.5ms are both risky; abs_sole_roll=0.160; lag_gap=34.7ms; gain_gap=0.001
30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,touchdown,4,7.104814052581787,49.73369836807251,0.056489384618572516,0.0,0.0,5.0307512283325195,0.1453175391152914,"backlash_like,low_realization_gain","stick_slip_like,backlash_like,low_realization_gain",geometry_residual_dominant,"state->joint=7.1ms is low but joint->sole=49.7ms remains high; abs_sole_roll=0.056; shape=backlash_like,low_realization_gain,stick_slip_like,backlash_like,low_realization_gain"
35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,swing,4,49.82343316078186,71.83843851089478,0.21480840112652344,0.0,0.0,8.095622062683105,-0.022934525481167756,"backlash_like,low_realization_gain",overall_slow,mixed_with_geometry_residual,state->joint=49.8ms and joint->sole=71.8ms are both risky; abs_sole_roll=0.215; lag_gap=8.1ms; gain_gap=0.023
35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,touchdown,4,22.015005350112915,13.904213905334473,0.1484211683107036,0.0,0.0,-32.392799854278564,-0.4982958910785007,stick_slip_like,"stick_slip_like,low_realization_gain",mixed_with_geometry_residual,"state->joint=22.0ms is not enough to fully explain abs_sole_roll=0.148; lag_gap=32.4ms; shape=stick_slip_like,stick_slip_like,low_realization_gain"
40/0.8 all_ankles,t27_tracking_lag_b1_diag_20260430_101404.csv,swing,4,44.61684823036194,116.69021844863892,0.14942530642950352,0.0,0.0,-2.3767948150634766,0.07786352628293758,mostly_linear,"overall_slow,backlash_like",mixed_with_geometry_residual,state->joint=44.6ms and joint->sole=116.7ms are both risky; abs_sole_roll=0.149; lag_gap=2.4ms; gain_gap=0.078
40/0.8 all_ankles,t27_tracking_lag_b1_diag_20260430_101404.csv,touchdown,4,12.58423924446106,57.201087474823,0.0712379884155858,0.0,0.0,2.5672316551208496,-0.17383669396733975,mostly_linear,low_realization_gain,geometry_residual_dominant,"state->joint=12.6ms is low but joint->sole=57.2ms remains high; abs_sole_roll=0.071; shape=mostly_linear,low_realization_gain"
