side,first_contact_time_sec,first_contact_index,touchdown_time_sec,touchdown_index,touchdown_source,primary_flag,all_flags,has_severe_foot_flat_touchdown,has_foot_clearance_deficit,has_hip_knee_tracking_lag,has_early_knee_extension,has_tracking_lag,has_command_not_flat,max_swing_clearance_m,clearance_at_minus_50ms_m,clearance_peak_phase,foot_flat_error_touch_rad,sole_pitch_touch_rad,sole_roll_touch_rad,hip_err_minus_50ms_rad,knee_err_minus_50ms_rad,ankle_pitch_err_touch_rad,ankle_roll_err_touch_rad,knee_peak_to_touchdown_sec,cmd_linear_x,cmd_linear_y,cmd_angular_z,clearance_at_minus_100ms_m,clearance_at_minus_20ms_m
right,1777360960.6691914,60,1777360960.719342,65,contact_refined,severe_foot_flat_touchdown,severe_foot_flat_touchdown|foot_clearance_deficit|hip_knee_tracking_lag|early_knee_extension|tracking_lag,1,1,1,1,1,0,0.041989286637372114,-0.06691365658882259,0.38435438563999474,1.6023915828228277,-0.0651939960379563,-1.6010648105501692,0.2312293,0.033463999999999994,-0.037712999999999997,-0.395136,0.2501671314239502,0.4,0.0,0.0,-0.02215829552159504,-0.0941295752377414
right,1777360961.4091651,134,1777360961.4091651,134,contact_refined,severe_foot_flat_touchdown,severe_foot_flat_touchdown|foot_clearance_deficit|hip_knee_tracking_lag|early_knee_extension|tracking_lag,1,1,1,1,1,0,0.10449139302666588,-0.046304902911967205,0.2557681483737631,1.580916691900299,-0.08138480967738586,-1.5788204772813026,0.295211,0.24711899999999998,-0.4354384,-0.3963541,0.32004761695861816,0.4,0.0,0.0,-0.017488131763654213,-0.06131670264458422
left,1777360961.6891637,162,1777360961.6990945,163,contact_refined,severe_foot_flat_touchdown,severe_foot_flat_touchdown|foot_clearance_deficit|hip_knee_tracking_lag|early_knee_extension|tracking_lag,1,1,1,1,1,0,0.0796518476698943,-0.02569095523799908,0.7699885667419158,1.5413531156286897,-0.05604956241639007,1.5403336890463704,-0.08318399999999998,0.09632400000000002,-0.29999299999999995,0.3956162,0.2599976062774658,0.4,0.0,0.0,-0.005886419952039035,-0.045150490351150596
left,1777360963.189115,312,1777360963.24914,318,contact_refined,severe_foot_flat_touchdown,severe_foot_flat_touchdown|foot_clearance_deficit|hip_knee_tracking_lag|early_knee_extension|tracking_lag,1,1,1,1,1,0,0.050230596581332776,-0.1039533537920605,0.8415806742692962,1.97645203869982,-0.2437196435134719,1.961367736210204,0.09116399999999997,0.20302599999999993,0.377528,0.102897,0.3599364757537842,0.4,0.0,0.0,-0.14653716598268962,-0.03703595565072154
right,1777360963.3891053,332,1777360963.3891053,332,contact_refined,severe_foot_flat_touchdown,severe_foot_flat_touchdown|foot_clearance_deficit|hip_knee_tracking_lag|early_knee_extension|tracking_lag,1,1,1,1,1,0,0.1469331398924713,-0.06999632079184231,0.18430078795567492,1.6299504799866613,-0.17427163915269483,-1.6206072821617767,0.7156264,0.18867699999999998,0.31829719999999995,-0.200304,0.22985339164733887,0.4,0.0,0.0,-0.03314331270100268,-0.07818711194144473
left,1777360963.5591311,349,1777360963.639101,357,contact_refined,severe_foot_flat_touchdown,severe_foot_flat_touchdown|hip_knee_tracking_lag|tracking_lag,1,0,1,0,1,0,0.10204340309518017,0.014182234817550377,0.6414087345120916,1.497050868167076,0.07233440623568216,1.4953023224600193,-0.5355300000000001,-0.34481300000000004,0.2586518,0.037710400000000005,0.17003607749938965,0.4,0.0,0.0,0.05031330848579402,0.006518770707967414
