dataset,case_label,kp_case,ankle_kp,ankle_kd,diag_csv,step_index,touchdown_side,phase,role,side,start_time_sec,end_time_sec,duration_sec,sample_count,start_event_side,end_event_side,joint,target_direction_change_rate_hz,joint_direction_change_rate_hz,target_extrema_rate_hz,joint_extrema_rate_hz,target_dominant_freq_hz,joint_dominant_freq_hz,target_range_rad,joint_range_rad,target_path_rad,joint_path_rad,target_path_rate_radps,joint_path_rate_radps,tracking_err_rms_rad
sim,4005.0,kp40_kd0.5,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,5,left,complete_swing,swing_leg,left,1778046115.0719929,1778046115.4221342,0.3501412868499756,36,right,left,hip_pitch,28.55989960499769,2.8559899604997687,28.55989960499769,0.0,2.776656906041442,2.776656906041442,0.532359,0.19007999999999997,1.1903700000000002,0.22668799999999995,3.3996847692801104,0.6474186521657714,0.12353347737185792
sim,4005.0,kp40_kd0.5,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,5,left,complete_swing,swing_leg,left,1778046115.0719929,1778046115.4221342,0.3501412868499756,36,right,left,hip_roll,19.99192972349838,8.567969881499307,17.135939762998614,5.711979920999537,2.776656906041442,2.776656906041442,1.67224,0.10151890000000001,2.9200630000000003,0.1877271,8.339670612026838,0.5361467129137362,0.5487386060337235
sim,4005.0,kp40_kd0.5,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,5,left,complete_support,support_leg,left,1778046115.4221342,1778046115.7920072,0.369873046875,38,left,right,ankle_pitch,10.814521452145215,10.814521452145215,5.407260726072607,10.814521452145215,2.63248219558798,5.26496439117596,0.76,0.121776,1.693325,0.388489,4.578124884488449,1.0503306561056105,0.33719664558910906
sim,4005.0,kp40_kd0.5,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,5,left,complete_support,support_leg,left,1778046115.4221342,1778046115.7920072,0.369873046875,38,left,right,ankle_roll,37.85082508250825,16.221782178217822,35.14719471947195,10.814521452145215,2.63248219558798,2.63248219558798,0.456032,0.3099158,0.5483327200000001,0.54340782,1.4824889908382841,1.4691738816633664,0.13622865695740308
sim,4005.0,kp40_kd0.5,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,5,left,complete_support,support_leg,left,1778046115.4221342,1778046115.7920072,0.369873046875,38,left,right,knee_pitch,13.518151815181518,5.407260726072607,13.518151815181518,2.7036303630363037,2.63248219558798,2.63248219558798,1.165853,0.474695,1.762968,0.492039,4.766413813861386,1.3302915801980197,0.24889490514197266
sim,4005.0,kp40_kd0.5,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,5,left,complete_support,support_leg,left,1778046115.4221342,1778046115.7920072,0.369873046875,38,left,right,hip_pitch,32.443564356435644,2.7036303630363037,32.443564356435644,2.7036303630363037,2.63248219558798,2.63248219558798,0.568935,0.256696,1.2754119999999998,0.348944,3.4482426085808573,0.9434155933993399,0.18162379215565344
sim,4005.0,kp40_kd0.5,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,5,left,complete_support,support_leg,left,1778046115.4221342,1778046115.7920072,0.369873046875,38,left,right,hip_roll,24.332673267326733,2.7036303630363037,21.62904290429043,2.7036303630363037,2.63248219558798,2.63248219558798,0.880511,0.1212772,2.0768603999999997,0.22214071000000002,5.615062837227722,0.6005863684224423,0.3770091203703265
sim,4005.0,kp40_kd0.5,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,6,right,complete_swing,swing_leg,right,1778046115.4221342,1778046115.7920072,0.369873046875,38,left,right,ankle_pitch,29.73993399339934,8.110891089108911,29.73993399339934,8.110891089108911,2.63248219558798,2.63248219558798,0.4213704,0.2787452,0.9612922,0.42764440000000004,2.598978779669967,1.1561923844224424,0.08422686377337976
sim,4005.0,kp40_kd0.5,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,6,right,complete_swing,swing_leg,right,1778046115.4221342,1778046115.7920072,0.369873046875,38,left,right,ankle_roll,43.25808580858086,16.221782178217822,40.554455445544555,8.110891089108911,2.63248219558798,2.63248219558798,0.3451784,0.055658200000000005,0.9214269,0.11075358,2.491197744158416,0.2994367417029703,0.07892331746787083
sim,4005.0,kp40_kd0.5,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,6,right,complete_swing,swing_leg,right,1778046115.4221342,1778046115.7920072,0.369873046875,38,left,right,knee_pitch,21.62904290429043,5.407260726072607,18.925412541254126,5.407260726072607,2.63248219558798,2.63248219558798,0.607205,0.383814,0.8131839999999999,0.43738999999999995,2.198548953135313,1.1825408844884486,0.23666574449782657
sim,4005.0,kp40_kd0.5,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,6,right,complete_swing,swing_leg,right,1778046115.4221342,1778046115.7920072,0.369873046875,38,left,right,hip_pitch,18.925412541254126,2.7036303630363037,18.925412541254126,0.0,10.52992878235192,2.63248219558798,0.648493,0.18273999999999996,2.242716,0.2848229999999999,6.063475073267327,0.7700561108910888,0.20438190037815043
sim,4005.0,kp40_kd0.5,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,6,right,complete_swing,swing_leg,right,1778046115.4221342,1778046115.7920072,0.369873046875,38,left,right,hip_roll,35.14719471947195,8.110891089108911,32.443564356435644,5.407260726072607,2.63248219558798,2.63248219558798,1.7,0.0898951,3.3344737999999996,0.1656209,9.015184610429042,0.4477776939933993,0.5910926795340466
