kp_case,dataset,phase,role,joint,case_count,curve_count,mean_duration_sec,mean_target_direction_change_rate_hz,mean_joint_direction_change_rate_hz,mean_target_extrema_rate_hz,mean_joint_extrema_rate_hz,mean_target_dominant_freq_hz,mean_joint_dominant_freq_hz,mean_target_range_rad,mean_joint_range_rad,mean_target_path_rate_radps,mean_joint_path_rate_radps,mean_tracking_err_rms_rad
kp35_kd0.5,sim,complete_support,support_leg,ankle_pitch,1,6,0.34167786439259845,20.378547356739215,10.299753744614234,17.448237901532938,8.044843159893462,3.3225055737217457,2.8595462690043703,0.69809475,0.14876866666666666,3.647283190424766,0.8841046843452869,0.36978418320640566
kp35_kd0.5,sim,complete_support,support_leg,ankle_roll,1,6,0.34167786439259845,21.81617816551896,12.83873004609928,18.518372575596135,9.79145791364151,2.8595462690043703,2.8595462690043703,0.39230707333333337,0.14475705133333333,1.6457573299881594,0.7497705242541062,0.16274938426382338
kp35_kd0.5,sim,complete_support,support_leg,hip_pitch,1,6,0.34167786439259845,31.11023428342987,2.9442392090399303,31.11023428342987,1.56650042920043,2.8595462690043703,2.8595462690043703,0.8076271566666667,0.25604133333333334,4.47047871914992,1.1955250990756656,0.28864679659881715
kp35_kd0.5,sim,complete_support,support_leg,hip_roll,1,6,0.34167786439259845,21.743552417229626,5.521691487748659,18.323126494766107,2.43333929817527,2.8595462690043703,2.8595462690043703,0.8865448333333333,0.12611248333333333,5.110280809323696,0.6299528990734501,0.366057556610506
kp35_kd0.5,sim,complete_support,support_leg,knee_pitch,1,6,0.34167786439259845,13.47923466094561,3.8457912754558445,12.989118193688368,0.9015520664159138,2.8595462690043703,2.8595462690043703,1.0224453333333334,0.45873733333333333,4.4938649188512025,1.429161110611519,0.2795078282287455
kp35_kd0.5,sim,complete_swing,swing_leg,ankle_pitch,1,5,0.34200239181518555,15.63651044642783,7.823891541489443,13.842868697918632,7.157233245858885,4.717398925091108,3.9712220865813626,0.44152687999999995,0.22522196,2.661058696197368,1.1544039458890183,0.19534401278331837
kp35_kd0.5,sim,complete_swing,swing_leg,ankle_roll,1,5,0.34200239181518555,29.666801376491758,14.453952543545896,29.0001430808612,8.22223893480413,2.8601197552596602,3.5052729445795547,0.41945208,0.06713491608,2.2821488260543203,0.37751042214278385,0.14672367116209134
kp35_kd0.5,sim,complete_swing,swing_leg,hip_pitch,1,5,0.34200239181518555,23.490135259182882,4.087795402355835,22.918711203074576,2.3650658046174984,6.618471184566343,2.8601197552596602,0.6606032,0.20363920000000002,5.022893856920076,0.8482653698644965,0.19637888079913596
kp35_kd0.5,sim,complete_swing,swing_leg,hip_roll,1,5,0.34200239181518555,26.827510420526956,9.406265926525986,23.927684103567266,6.532230787157616,2.8601197552596602,2.8601197552596602,1.611252,0.096210978,8.776965313781599,0.5089490611599381,0.6285325506679598
kp35_kd0.5,sim,complete_swing,swing_leg,knee_pitch,1,5,0.34200239181518555,18.573477264577672,9.135482019375745,17.9484748058764,7.3869612440460894,2.8601197552596602,2.8601197552596602,0.6277466,0.4004968,2.9511201221630428,1.3521654623945378,0.25897103225590595
