dataset,case_label,diag_csv,step_index,touchdown_side,window,role,joint,phase_bin,norm_phase,pos_target_rad,joint_pos_rad
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,knee_pitch,12,0.6,1.04138,0.638241
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,knee_pitch,13,0.65,1.173005,0.650322
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,knee_pitch,14,0.7,1.171685,0.664128
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,knee_pitch,15,0.75,1.089761,0.679228
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,knee_pitch,16,0.8,0.979574,0.695191
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,knee_pitch,17,0.85,0.89146925,0.718633
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,knee_pitch,18,0.9,0.8450595000000001,0.7437045
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,knee_pitch,19,0.95,0.8402005,0.770262
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,knee_pitch,20,1.0,0.876748,0.798162
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_pitch,0,0.0,-0.41,-0.177851
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_pitch,1,0.05,-0.41,-0.17157124999999998
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_pitch,2,0.1,-0.39055949999999995,-0.1652655
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_pitch,3,0.15,-0.335813,-0.1578345
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_pitch,4,0.2,-0.229895,-0.148179
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_pitch,5,0.25,-0.17504825,-0.139593
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_pitch,6,0.3,-0.2406835,-0.129627
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_pitch,7,0.35,-0.309783,-0.119869
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_pitch,8,0.4,-0.265329,-0.111907
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_pitch,9,0.45,-0.2824005,-0.10066630000000001
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_pitch,10,0.5,-0.2819985,-0.09255350000000001
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_pitch,11,0.55,-0.2545735,-0.088602475
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_pitch,12,0.6,-0.190576,-0.0898471
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_pitch,13,0.65,-0.23841925,-0.094463125
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_pitch,14,0.7,-0.2617205,-0.1022489
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_pitch,15,0.75,-0.27250749999999996,-0.11326225000000001
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_pitch,16,0.8,-0.282808,-0.127561
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_pitch,17,0.85,-0.27934149999999996,-0.14193925000000002
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_pitch,18,0.9,-0.26448499999999997,-0.159442
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_pitch,19,0.95,-0.26414525,-0.1788725
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_pitch,20,1.0,-0.304229,-0.199034
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_roll,0,0.0,0.201492,0.267171
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_roll,1,0.05,0.1383645,0.23627625000000002
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_roll,2,0.1,0.09815499999999999,0.2031495
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_roll,3,0.15,0.06393225,0.16581625000000003
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_roll,4,0.2,0.018765,0.122302
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_roll,5,0.25,0.00379311,0.07593744999999999
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_roll,6,0.3,-0.02714696,0.024772549999999997
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_roll,7,0.35,-0.04242657500000001,-0.026508124999999997
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_roll,8,0.4,-0.0104171,-0.07322
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_roll,9,0.45,-0.00302083475,-0.12163625000000002
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_roll,10,0.5,0.0284137435,-0.1616495
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_roll,11,0.55,0.05202835,-0.18974275
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_roll,12,0.6,0.0359647,-0.202399
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_roll,13,0.65,0.006238225,-0.1973665
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_roll,14,0.7,0.00974655,-0.1839675
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_roll,15,0.75,0.0185526,-0.161877
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_roll,16,0.8,0.0047193,-0.13077
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_roll,17,0.85,-0.004009125,-0.09725070000000001
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_roll,18,0.9,-0.01467045,-0.0544416
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_roll,19,0.95,-0.024687749999999998,-0.0076447500000000005
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,stance_leg,ankle_roll,20,1.0,-0.0314841,0.0378378
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,hip_pitch,0,0.0,0.795083,0.566719
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,hip_pitch,1,0.05,0.55832725,0.5923074
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,hip_pitch,2,0.1,0.5989555999999999,0.6136592000000001
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,hip_pitch,3,0.15,0.5978403499999998,0.6322685
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,hip_pitch,4,0.2,0.8696214,0.6470624
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,hip_pitch,5,0.25,0.573031,0.65597875
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,hip_pitch,6,0.3,0.8976518,0.6673689
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,hip_pitch,7,0.35,0.9571809,0.6840990499999999
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,hip_pitch,8,0.4,0.7135819999999999,0.7001382
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,hip_pitch,9,0.45,0.63501085,0.7144434
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,hip_pitch,10,0.5,0.654684,0.7262550000000001
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,hip_pitch,11,0.55,0.6122679,0.73558365
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,hip_pitch,12,0.6,0.5705345999999999,0.7374917999999999
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,hip_pitch,13,0.65,0.5349878499999999,0.7341167500000001
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,hip_pitch,14,0.7,0.4485526,0.7265618
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,hip_pitch,15,0.75,0.375248,0.715805
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,hip_pitch,16,0.8,0.2861286,0.7015572
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,hip_pitch,17,0.85,0.23217570000000015,0.68330325
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,hip_pitch,18,0.9,0.1090269399999998,0.6628812
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,hip_pitch,19,0.95,0.04541042499999999,0.63644905
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,hip_pitch,20,1.0,0.0579877,0.607753
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,knee_pitch,0,0.0,0.355119,0.609287
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,knee_pitch,1,0.05,0.6313699,0.6227105
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,knee_pitch,2,0.1,0.6986273000000001,0.6325274
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,knee_pitch,3,0.15,1.201755,0.6323738
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,knee_pitch,4,0.2,1.0696519999999998,0.633793
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,knee_pitch,5,0.25,1.173005,0.650322
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,knee_pitch,6,0.3,1.0824152000000002,0.6802922
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,knee_pitch,7,0.35,0.8797219500000001,0.7217585999999999
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,knee_pitch,8,0.4,0.84751,0.775842
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,knee_pitch,9,0.45,0.8996031,0.838784
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,knee_pitch,10,0.5,0.81372,0.893078
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,knee_pitch,11,0.55,0.70795895,0.94602975
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,knee_pitch,12,0.6,0.6496396000000001,0.9932108
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,knee_pitch,13,0.65,0.6291116499999999,1.0277720000000001
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,knee_pitch,14,0.7,0.5567146000000001,1.044347
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,knee_pitch,15,0.75,0.53097875,1.0446075
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,knee_pitch,16,0.8,0.5133416,1.0264980000000001
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,knee_pitch,17,0.85,0.43286515000000014,0.9884358500000001
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,knee_pitch,18,0.9,0.3639965999999999,0.9374298
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,knee_pitch,19,0.95,0.26946995000000007,0.8713241
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,knee_pitch,20,1.0,0.239745,0.78704
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_pitch,0,0.0,-0.371119,-0.161053
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_pitch,1,0.05,-0.18967404999999998,-0.1418826
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_pitch,2,0.1,-0.31867379999999995,-0.12146140000000001
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_pitch,3,0.15,-0.2801243,-0.10216506000000002
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_pitch,4,0.2,-0.25883999999999996,-0.0885195
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_pitch,5,0.25,-0.23841925,-0.094463125
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_pitch,6,0.3,-0.27319419999999994,-0.11421549999999998
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_pitch,7,0.35,-0.2788793,-0.14385635
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_pitch,8,0.4,-0.272162,-0.1829048
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_pitch,9,0.45,-0.33096865000000003,-0.22957650000000004
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_pitch,10,0.5,-0.3242745,-0.276536
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_pitch,11,0.55,-0.31382645000000003,-0.32372085
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_pitch,12,0.6,-0.32747899999999996,-0.3682287999999999
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_pitch,13,0.65,-0.32718875000000003,-0.40949835000000007
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_pitch,14,0.7,-0.3176862,-0.44354899999999997
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_pitch,15,0.75,-0.320561,-0.46748874999999995
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_pitch,16,0.8,-0.3168118,-0.47545319999999996
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_pitch,17,0.85,-0.32579094999999997,-0.46027605000000005
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_pitch,18,0.9,-0.37354280000000006,-0.43100049999999995
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_pitch,19,0.95,-0.41,-0.3910842
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_pitch,20,1.0,-0.41,-0.357864
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_roll,0,0.0,0.078988,0.180321
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_roll,1,0.05,0.007785613999999999,0.08830132999999998
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_roll,2,0.1,-0.04882847,-0.017165750000000004
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_roll,3,0.15,-0.0040070034500000054,-0.11518074999999997
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_roll,4,0.2,0.05309926,-0.188899
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_roll,5,0.25,0.006238225,-0.1973665
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_roll,6,0.3,0.017630380000000022,-0.15980320000000003
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_roll,7,0.35,-0.005172914999999996,-0.09278146000000002
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_roll,8,0.4,-0.026047020000000004,0.0014517600000000207
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_roll,9,0.45,-0.026555784999999995,0.10337279000000008
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_roll,10,0.5,-0.0354966,0.1930355
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_roll,11,0.55,-0.032541579999999994,0.2597319
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_roll,12,0.6,-0.0265975,0.2770182
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_roll,13,0.65,-0.03525132500000001,0.2550500499999999
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_roll,14,0.7,-0.03528507,0.18476020000000004
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_roll,15,0.75,-0.0269106,0.091380075
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_roll,16,0.8,-0.02143942,-0.013475220000000043
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_roll,17,0.85,-0.007482733150000025,-0.12452589999999988
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_roll,18,0.9,0.005288974100000012,-0.21483160000000012
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_roll,19,0.95,0.02646926499999999,-0.28069265
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,event_leg,ankle_roll,20,1.0,0.0609304,-0.308253
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,hip_pitch,0,0.0,-0.373518,-0.576882
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,hip_pitch,1,0.05,-0.6807646,-0.5638425
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,hip_pitch,2,0.1,-0.9267732299999999,-0.5460485
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,hip_pitch,3,0.15,-0.2204868049999999,-0.5161541000000001
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,hip_pitch,4,0.2,-0.7433814000000001,-0.4889832
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,hip_pitch,5,0.25,-0.61721575,-0.47170650000000003
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,hip_pitch,6,0.3,-0.4733647000000001,-0.4585329
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,hip_pitch,7,0.35,-0.42628925,-0.4472482
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,hip_pitch,8,0.4,-0.3587116,-0.442426
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,hip_pitch,9,0.45,-0.31505789999999995,-0.442081
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,hip_pitch,10,0.5,-0.08324075,-0.4412175
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,hip_pitch,11,0.55,-0.10232240000000002,-0.44098755
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,hip_pitch,12,0.6,-0.1870413999999998,-0.4434616
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,hip_pitch,13,0.65,-0.3344487000000002,-0.4482452
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,hip_pitch,14,0.7,-0.3422259000000001,-0.4560979
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,hip_pitch,15,0.75,-0.41325375,-0.46624125
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,hip_pitch,16,0.8,-0.4206714,-0.478245
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,hip_pitch,17,0.85,-0.5084070999999999,-0.49096724999999997
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,hip_pitch,18,0.9,-0.6087313000000002,-0.5026548000000001
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,hip_pitch,19,0.95,-0.6826333499999999,-0.51554985
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,hip_pitch,20,1.0,-0.718747,-0.52856
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,knee_pitch,0,0.0,0.183039,0.717243
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,knee_pitch,1,0.05,0.09739014499999998,0.5974854
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,knee_pitch,2,0.1,0.11706658000000002,0.5196822
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,knee_pitch,3,0.15,0.31028505,0.4557145
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,knee_pitch,4,0.2,0.2455704,0.3865122
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,knee_pitch,5,0.25,0.2388675,0.32520875
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,knee_pitch,6,0.3,0.24742009999999995,0.27504690000000004
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,knee_pitch,7,0.35,0.30784504999999995,0.22305385
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,knee_pitch,8,0.4,0.3327722,0.1760078
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,knee_pitch,9,0.45,0.2691209,0.13860659999999997
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,knee_pitch,10,0.5,0.3113935,0.11716
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,knee_pitch,11,0.55,0.30343194999999995,0.1049159
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,knee_pitch,12,0.6,0.24687940000000003,0.10525199999999998
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,knee_pitch,13,0.65,0.21895619999999996,0.11074555000000001
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,opposite_leg,knee_pitch,14,0.7,0.2037083,0.11890429999999999
