dataset,kp_case,window,role,step_index,joint,case_count,curve_count,mean_target_direction_change_rate_hz,mean_joint_direction_change_rate_hz,mean_target_dominant_freq_hz,mean_joint_dominant_freq_hz,mean_target_extrema_rate_hz,mean_joint_extrema_rate_hz,mean_target_range_rad,mean_joint_range_rad,mean_target_path_rate_radps,mean_joint_path_rate_radps,mean_tracking_err_rms_rad
sim,kp25_kd0.4,touchdown,landing_leg,4,hip_roll,1,1,50.000047683761295,0.0,6.666673024501506,6.666673024501506,50.000047683761295,0.0,0.19665699999999997,0.11575909999999999,4.217754022363683,0.826851502832756,0.6449282570533166
sim,kp25_kd0.4,touchdown,landing_leg,4,knee_pitch,1,1,7.142863954823042,7.142863954823042,6.666673024501506,6.666673024501506,7.142863954823042,0.0,0.20486899999999997,0.028199000000000085,1.6051515307917885,0.2471930928845622,0.160609058534069
sim,kp25_kd0.4,touchdown,landing_leg,5,ankle_pitch,1,1,7.142863954823042,0.0,6.666673024501506,6.666673024501506,7.142863954823042,0.0,0.08615699999999998,0.07653399999999999,0.7223721174791639,0.5466719499184266,0.6289455397517341
sim,kp25_kd0.4,touchdown,landing_leg,5,ankle_roll,1,1,42.85718372893825,7.142863954823042,6.666673024501506,6.666673024501506,42.85718372893825,7.142863954823042,0.09880099999999997,0.0323059,1.6123729662501136,0.2838531278462948,0.3618807042343095
sim,kp25_kd0.4,touchdown,landing_leg,5,hip_pitch,1,1,28.57145581929217,0.0,6.666673024501506,6.666673024501506,28.57145581929217,0.0,0.31687689999999996,0.14432300000000003,3.251593100960828,1.0308795545519263,0.36162183413901067
sim,kp25_kd0.4,touchdown,landing_leg,5,hip_roll,1,1,28.57145581929217,0.0,6.666673024501506,6.666673024501506,28.57145581929217,0.0,0.673227,0.1395958,6.1434987160397965,0.9971138080646865,0.7081319629707311
sim,kp25_kd0.4,touchdown,landing_leg,5,knee_pitch,1,1,28.57145581929217,0.0,6.666673024501506,6.666673024501506,28.57145581929217,0.0,0.07784600000000003,0.07505499999999998,0.7171292553363241,0.5361076541292433,0.14190976082731827
sim,kp25_kd0.4,touchdown,landing_leg,6,ankle_pitch,1,1,20.000019073504518,0.0,6.250005960470162,6.250005960470162,20.000019073504518,0.0,0.32023650000000004,0.095723,2.867741068224337,0.6381539419243577,0.3976567723498599
sim,kp25_kd0.4,touchdown,landing_leg,6,ankle_roll,1,1,20.000019073504518,6.666673024501506,6.250005960470162,6.250005960470162,20.000019073504518,6.666673024501506,0.12059499999999995,0.0721441,1.0509476689284665,0.5661058732139651,0.44368804825475183
sim,kp25_kd0.4,touchdown,landing_leg,6,hip_pitch,1,1,40.000038147009036,0.0,6.250005960470162,6.250005960470162,40.000038147009036,0.0,0.34553646,0.16475100000000004,4.710042625180013,1.0983410474596478,0.2727406052630283
sim,kp25_kd0.4,touchdown,landing_leg,6,hip_roll,1,1,40.000038147009036,0.0,6.250005960470162,6.250005960470162,40.000038147009036,0.0,0.203268,0.1321183,3.2493164321229604,0.8807895066529975,0.6908499890527157
sim,kp25_kd0.4,touchdown,landing_leg,6,knee_pitch,1,1,6.666673024501506,6.666673024501506,6.250005960470162,6.250005960470162,6.666673024501506,0.0,0.24179700000000004,0.068361,1.735821655408531,0.47942712388400077,0.18577205015068202
sim,kp25_kd0.4,touchdown,stance_leg,1,ankle_pitch,1,1,6.666673024501506,6.666673024501506,6.250005960470162,6.250005960470162,6.666673024501506,6.666673024501506,0.07566600000000001,0.049738000000000004,0.5765405498319147,0.340200324440312,0.025247927273837744
sim,kp25_kd0.4,touchdown,stance_leg,1,ankle_roll,1,1,33.33336512250753,6.666673024501506,6.250005960470162,6.250005960470162,33.33336512250753,0.0,0.03309388,0.014470499999999999,0.33297285088098927,0.16478282381581352,0.01242629717984027
sim,kp25_kd0.4,touchdown,stance_leg,1,hip_pitch,1,1,0.0,6.666673024501506,6.250005960470162,6.250005960470162,0.0,6.666673024501506,0.5091060000000001,0.083403,3.3940432368118643,0.7784474090519671,0.19160960945027647
sim,kp25_kd0.4,touchdown,stance_leg,1,hip_roll,1,1,40.000038147009036,0.0,18.750017881410486,6.250005960470162,40.000038147009036,0.0,0.23598950000000002,0.07255049999999999,2.91287944460498,0.48367046126409646,0.06848249770086333
sim,kp25_kd0.4,touchdown,stance_leg,1,knee_pitch,1,1,13.333346049003012,6.666673024501506,6.250005960470162,6.250005960470162,13.333346049003012,6.666673024501506,0.398111,0.099132,2.7419292815741994,0.8947075199262486,0.1293286973193208
sim,kp25_kd0.4,touchdown,stance_leg,2,ankle_pitch,1,1,13.333346049003012,0.0,6.250005960470162,6.250005960470162,13.333346049003012,0.0,0.10628500000000002,0.06668299999999999,0.7160606828886825,0.44455375729283386,0.03457809312086194
sim,kp25_kd0.4,touchdown,stance_leg,2,ankle_roll,1,1,20.000019073504518,6.666673024501506,6.250005960470162,6.250005960470162,6.666673024501506,0.0,0.03986099,0.0184975,0.329789847845441,0.19862418942278806,0.013824489450748434
sim,kp25_kd0.4,touchdown,stance_leg,2,hip_pitch,1,1,13.333346049003012,6.666673024501506,6.250005960470162,6.250005960470162,13.333346049003012,6.666673024501506,0.419663,0.12032699999999996,2.869889403606481,0.8747675009099649,0.19035654669182644
