dataset,window,role,step_index,joint,case_count,curve_count,mean_target_direction_change_rate_hz,mean_joint_direction_change_rate_hz,mean_target_dominant_freq_hz,mean_joint_dominant_freq_hz,mean_target_extrema_rate_hz,mean_joint_extrema_rate_hz,mean_target_range_rad,mean_joint_range_rad,mean_target_path_rate_radps,mean_joint_path_rate_radps,mean_tracking_err_rms_rad
real,touchdown,stance_leg,5,ankle_pitch,4,4,27.26381413665321,1.7858224321189713,8.02126321258408,6.389325492207331,25.597145880527833,1.7858224321189713,0.36758599999999997,0.22100525,5.910566362376704,1.6101927741141884,0.30344245243225254
real,touchdown,stance_leg,5,ankle_roll,4,4,32.02551054546192,8.571967547398444,7.91699709939058,6.389325492207331,30.23968811334295,8.571967547398444,0.19236581749999998,0.21477037499999999,2.849978375062203,1.8548695823493921,0.11959377428947035
real,touchdown,stance_leg,5,hip_pitch,4,4,33.81125349319963,8.452892855786114,6.354495609273039,6.354495609273039,32.14458523707425,5.119476866734326,1.0358926,0.18019799999999997,15.906325923716656,1.3268153371221287,0.71329166503094
real,touchdown,stance_leg,5,hip_roll,4,4,32.38265515865833,11.667552068009947,6.354495609273039,6.354495609273039,27.263257776305274,6.667229384849444,0.34521467250000004,0.038302249999999996,5.172093249829061,0.33610697804185113,0.1362046464757547
real,touchdown,stance_leg,5,knee_pitch,4,4,25.835056833349384,1.7858224321189713,6.354495609273039,6.354495609273039,24.049234401230414,0.0,0.7341832500000001,0.43081624999999996,6.833067960956168,3.083242106347956,0.4815295944422511
real,touchdown,stance_leg,6,ankle_pitch,4,4,37.50210079549419,5.357509878798353,13.334041489725639,6.667010809670506,37.50210079549419,3.5716235745401272,0.27988703724999997,0.14633327000000002,5.015471051436604,1.3488767927393206,0.22191790794535662
real,touchdown,stance_leg,6,ankle_roll,4,4,46.431063941401874,12.50075703600028,8.333778412981546,8.333778412981546,44.64526279898072,12.50075703600028,0.258017875,0.15735125,4.145341529493296,1.4614056175074608,0.10095683075862044
real,touchdown,stance_leg,6,hip_pitch,4,4,33.9306262437629,7.143417472754393,8.333679065795883,8.333778412981546,33.9306262437629,3.5717087363771967,1.27029285,0.10412074999999998,21.313968537673198,0.7663530251298429,0.4441177300903073
real,touchdown,stance_leg,6,hip_roll,4,4,28.572967334034033,10.71455139338075,11.6672738864146,6.667010809670506,21.42974146652992,7.143119415969229,0.49716525,0.06097658,10.623202370061694,0.5174064523796476,0.16856999085856844
real,touchdown,stance_leg,6,knee_pitch,4,4,35.715767416717824,5.357424725082957,6.667010809670506,6.667010809670506,35.715767416717824,3.571602292963986,0.848614,0.348651,11.47496348012066,2.5778049076289924,0.3966479522034025
sim,swing,event_leg,1,ankle_pitch,4,4,3.1014946757231368,12.405978702892547,3.0081852387315946,3.0081852387315946,3.1014946757231368,10.085753399159302,0.15852649999999996,0.24199092499999997,0.7134281824692552,1.285651439790915,0.17530086924215502
sim,swing,event_leg,1,ankle_roll,4,4,18.632625383182805,20.147942613013292,3.0081852387315946,3.0081852387315946,13.210905403726427,11.624709330902656,0.62541195,0.155105225,2.7427241883264646,0.6607644247155975,0.2660560730505244
sim,swing,event_leg,1,hip_pitch,4,4,18.6089494274077,6.9606013945921745,3.765761718788584,3.0081852387315946,18.6089494274077,3.8828199373894696,0.5378590000000001,0.20077349999999997,4.1654818360872135,0.6947985538052659,0.1323691474690998
sim,swing,event_leg,1,hip_roll,4,4,26.303561417095146,7.741945283189628,3.0081852387315946,3.0081852387315946,21.663092182697532,4.640376090858929,1.67552,0.0658597875,9.486876747074042,0.37539500735948067,0.6076789982582456
sim,swing,event_leg,1,knee_pitch,4,4,21.663390240244702,7.765509468494934,3.0081852387315946,3.0081852387315946,20.88204635164725,5.421719979456382,0.76734045,0.4398322499999999,3.413449735132362,1.5506122259725097,0.29108027277066173
sim,swing,event_leg,2,ankle_pitch,4,4,14.981572249177834,8.627076257698471,3.033257686101358,3.033257686101358,14.175062181031326,8.627076257698471,0.295774525,0.17627330000000002,1.780326268720147,1.1233877249391369,0.15838721436885142
sim,swing,event_leg,2,ankle_roll,4,4,27.29856407034378,14.785740573242606,3.033257686101358,3.033257686101358,24.976862580064683,10.191255455356561,0.3901428,0.09460660000000001,2.409409291674706,0.5423847988936676,0.11562272095084176
sim,swing,event_leg,2,hip_pitch,4,4,29.571350035012017,9.38465273775546,3.814564314618287,3.033257686101358,27.958291436700392,5.449892649164748,0.5649873000000001,0.19389699999999999,4.892301332316173,0.7300736591316749,0.18365653159815185
sim,swing,event_leg,2,hip_roll,4,4,32.94440144443829,10.997747461024407,3.033257686101358,3.033257686101358,30.671653941788662,6.305392829898041,1.57033675,0.069302,9.014561196300525,0.3943727981663109,0.5995934456832767
sim,swing,event_leg,2,knee_pitch,4,4,19.526933805942615,7.014035721865513,3.033257686101358,3.033257686101358,19.526933805942615,6.256459241808523,0.585707775,0.35812625,2.7468174483598324,1.3081699576747683,0.24904231500532178
sim,swing,event_leg,3,ankle_pitch,4,4,20.791450787313725,11.65451440497335,5.283862127755681,3.0095784733172617,16.881827676902425,9.332761055705655,0.2108285,0.18291675000000002,2.2366419049858797,0.9838812437742332,0.08595088864832799
sim,swing,event_leg,3,ankle_roll,4,4,23.236492650931485,12.412090885030338,3.0095784733172617,4.502555499238752,17.788114009480516,9.358001751862272,0.4130568725,0.08497671500000001,1.879715174615683,0.4059552538862197,0.15899413391285425
sim,swing,event_leg,3,hip_pitch,4,4,23.21261911698417,3.1030227212575845,3.0095784733172617,3.0095784733172617,23.21261911698417,1.5640865482034965,0.67824775,0.20858274999999998,3.694869622411394,0.8249035724582209,0.1839285243036054
sim,swing,event_leg,3,hip_roll,4,4,16.127437126300073,10.066644643829743,5.950757748832632,3.7448732921961043,13.781990885099477,7.012555510661676,1.39795125,0.08556420249999999,7.624385743562808,0.4372754126140494,0.46056892475055544
sim,swing,event_leg,3,knee_pitch,4,4,16.175003552180293,6.987405135512267,3.0095784733172617,3.0095784733172617,16.175003552180293,3.860689522321782,0.8330792499999999,0.42248600000000003,3.2433609337090115,1.701553649959565,0.2828848012562708
sim,swing,event_leg,4,ankle_pitch,4,4,22.65731478413435,5.469034636255671,3.7880449737908495,3.03046849373386,18.750818888304973,4.687783891196902,0.5706242499999999,0.2689178,3.5899892284539683,1.4301572760790406,0.2733388674081944
sim,swing,event_leg,4,ankle_roll,4,4,28.126591590925546,16.40734608640951,3.03046849373386,3.03046849373386,27.345322218935657,6.250378528406611,0.335673375,0.0349498001,2.0348463189506587,0.22675628024589603,0.12239113149151978
sim,swing,event_leg,4,hip_pitch,4,4,24.219965301248735,3.1251706341630436,3.7880630362695116,3.03046849373386,23.438714556189964,2.34382674556559,0.72869225,0.20138900000000004,6.174335570997168,0.9366499543727602,0.20250095244262883
sim,swing,event_leg,4,hip_roll,4,4,31.251855368627275,7.812824125294223,3.03046849373386,3.03046849373386,27.34541536247434,6.2502108647068795,1.5986275,0.09346825,9.008096668192504,0.49023988176792566,0.6758320557271124
sim,swing,event_leg,4,knee_pitch,4,4,19.532330437048675,10.156744014398496,3.03046849373386,3.03046849373386,19.532330437048675,9.375437385881566,0.6267625,0.37837575,3.393520331606735,1.3006564713760278,0.2500255106782187
sim,swing,event_leg,5,ankle_pitch,4,4,18.785514065509226,8.62104965869938,4.570836220576747,3.0318627909956204,17.222900804921878,7.839780286709489,0.404850825,0.19870875,2.9221444356932333,1.0558881035998664,0.17047260361512065
sim,swing,event_leg,5,ankle_roll,4,4,32.0512140351306,14.045719603817806,3.0318627909956204,4.547124134595469,30.512293666476157,4.689313069378185,0.483248575,0.084921095,2.663488226598444,0.44395554570891294,0.18758964141094725
sim,swing,event_leg,5,hip_pitch,4,4,21.055073380625203,3.126699808790841,3.0318627909956204,3.0318627909956204,21.055073380625203,0.7575764800569893,0.6547105,0.17434850000000002,5.006282491720592,0.7586640015861336,0.1705729876353042
sim,swing,event_leg,5,hip_roll,4,4,21.692637596793965,7.8649464662585435,3.0318627909956204,3.0318627909956204,18.565937788003126,4.689313069378185,1.6225999999999998,0.112627965,10.313961472534842,0.5830095977060783,0.6011536711170233
sim,swing,event_leg,5,knee_pitch,4,4,21.763790789200232,7.059909685728189,3.0318627909956204,3.0318627909956204,21.763790789200232,6.278565797130735,0.69299925,0.45970450000000007,3.38659050614499,1.6156178979356248,0.2890289072415557
sim,swing,event_leg,6,ankle_pitch,4,4,25.202903655749306,5.519363397076354,3.054142758735641,3.054142758735641,25.202903655749306,4.712911015080204,0.5423351000000001,0.27552327249999997,3.541298959326495,1.3749397024975403,0.16890768113825166
sim,swing,event_leg,6,ankle_roll,4,4,32.18433455957665,15.701644365151237,3.054142758735641,3.054142758735641,29.790160423594457,9.42604557642961,0.39086115,0.04118843325,2.5991653088746856,0.28151796592065226,0.10652633134484249
sim,swing,event_leg,6,hip_pitch,4,4,18.14599823140378,3.150372271100423,5.327034772412512,3.054142758735641,18.14599823140378,0.0,0.6947566500000001,0.17435299999999998,6.395623188080006,0.8370542229674757,0.20408562460848761
sim,swing,event_leg,6,hip_roll,4,4,32.94071898799053,9.451116813301269,3.054142758735641,3.054142758735641,29.790346716890106,4.712985531687767,1.6705425,0.088787575,9.872964027341478,0.5140477912356133,0.6152346178494595
sim,swing,event_leg,6,knee_pitch,4,4,22.052605897702964,10.23249795842576,3.054142758735641,3.054142758735641,21.27133652571307,10.23249795842576,0.60163275,0.40907875,3.120534175850325,1.4452082648780968,0.2660149817600164
sim,swing,opposite_leg,1,ankle_pitch,4,4,13.968666480087453,7.007971941956595,3.0081852387315946,3.0081852387315946,12.406146363038792,3.906477266233459,0.582976575,0.15462199999999998,3.8229434635843185,0.6262364871163864,0.2041393187810129
