dataset,case_label,kp_case,ankle_kp,ankle_kd,diag_csv,step_index,window,role,touchdown_side,side,joint,sample_count,duration_sec,target_dominant_freq_hz,target_direction_change_rate_hz,target_dir_chg_half_hz,joint_dominant_freq_hz,target_range_rad,joint_range_rad,amplitude_gain,target_path_rate_radps,joint_path_rate_radps,tracking_err_rms_rad,frequency_source,f_modal_candidate_hz,f_residual_peak_hz,full_log_target_peak_hz,freq_gap_hz,freq_ratio,residual_target_power_ratio,residual_target_power_ratio_db,closed_loop_dominant_full_log,alignment_lag_ms_full_log,alignment_corr_full_log,freq_close,amplitude_gain_gt_1,residual_target_ratio_ge_3,resonance_candidate
real,25/0.4 all_ankles,kp25_kd0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,2,swing,opposite_leg,right,left,ankle_pitch,33,0.3198714256286621,6.060900847005136,31.251519992370234,15.625759996185117,3.030450423502568,0.668166,0.3351678,0.5016235486391106,7.471790908409435,1.2594943835197066,0.22540021834807256,walking_residual_candidate,7.027223313396753,7.027223313396753,7.040718094544542,0.9663224663916168,0.8624887208935836,1.1061650891192178,0.43819947893649597,false,0.0,0.020750123743481067,true,false,false,false
real,25/0.4 all_ankles,kp25_kd0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,2,swing,opposite_leg,right,left,ankle_roll,33,0.3198714256286621,3.030450423502568,34.37667199160726,17.18833599580363,3.030450423502568,0.6054452,0.1800893,0.29744938105050633,3.6056204304675608,0.9066303461338547,0.38926530448260505,walking_residual_candidate,5.451798399916057,5.451798399916057,6.9550229279789235,2.4213479764134886,0.5558625248412027,1.643479594884549,2.157643163372927,false,0.0,0.09916337368228591,false,false,false,false
real,25/0.4 all_ankles,kp25_kd0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,2,touchdown,landing_leg,right,right,ankle_pitch,15,0.14003396034240723,6.66699093170565,35.71602284842312,17.85801142421156,6.66699093170565,0.3270229,0.0425517,0.13011841066787677,4.177744623166557,0.3919397772135687,0.2702355249981653,walking_residual_candidate,5.4865011337713385,5.4865011337713385,5.49563901422436,1.1804897979343112,1.2151625907207022,1.095852333294269,0.39752036670158303,false,0.0,0.030903923306196686,false,false,false,false
real,25/0.4 all_ankles,kp25_kd0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,2,touchdown,landing_leg,right,right,ankle_roll,15,0.14003396034240723,6.66699093170565,42.85922741810775,21.429613709053875,6.66699093170565,0.305897,0.0376371,0.12303847373462311,5.781824069975849,0.5362882265168416,0.289622309526246,walking_residual_candidate,5.0003144128335375,5.0003144128335375,7.068353016578409,1.6666765188721122,1.3333143441129442,4.564010849051701,6.593466681032513,true,0.0,0.0498289160983618,false,false,true,false
real,25/0.4 all_ankles,kp25_kd0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,2,touchdown,stance_leg,right,left,ankle_pitch,15,0.14003396034240723,6.66699093170565,42.85922741810775,21.429613709053875,6.66699093170565,0.09504000000000001,0.1576,1.6582491582491579,2.478856279385667,1.1853933687254543,0.1147844767687106,walking_residual_candidate,7.027223313396753,7.027223313396753,7.040718094544542,0.3602323816911035,0.948737592982942,1.1061650891192178,0.43819947893649597,false,0.0,0.020750123743481067,true,true,false,false
real,25/0.4 all_ankles,kp25_kd0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,2,touchdown,stance_leg,right,left,ankle_roll,15,0.14003396034240723,6.66699093170565,57.145636557477,28.5728182787385,6.66699093170565,0.03155242,0.1721317,5.455419901231031,0.7186918124369268,1.2858811133299504,0.07380229801540215,walking_residual_candidate,5.451798399916057,5.451798399916057,6.9550229279789235,1.2151925317895929,1.2228975546506458,1.643479594884549,2.157643163372927,false,0.0,0.09916337368228591,false,true,false,false
real,25/0.4 all_ankles,kp25_kd0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,3,swing,event_leg,left,left,ankle_pitch,33,0.31997132301330566,15.152252117512841,34.37667199160726,17.18833599580363,3.030450423502568,0.35604719999999995,0.3444693,0.9674821203480888,3.4648228949428956,1.801551060241768,0.1574778574624671,walking_residual_candidate,7.027223313396753,7.027223313396753,7.040718094544542,8.125028804116088,2.156221802233959,1.1061650891192178,0.43819947893649597,false,0.0,0.020750123743481067,false,false,false,false
real,25/0.4 all_ankles,kp25_kd0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,3,swing,event_leg,left,left,ankle_roll,33,0.31997132301330566,3.030450423502568,40.626975990081306,20.313487995040653,3.030450423502568,0.4595439,0.374813,0.8156195741038016,2.153343170491881,2.237067242612241,0.18719362688512234,walking_residual_candidate,5.451798399916057,5.451798399916057,6.9550229279789235,2.4213479764134886,0.5558625248412027,1.643479594884549,2.157643163372927,false,0.0,0.09916337368228591,false,false,false,false
real,25/0.4 all_ankles,kp25_kd0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,3,swing,opposite_leg,left,right,ankle_pitch,33,0.31997132301330566,3.030450423502568,21.876063994659162,10.938031997329581,3.030450423502568,0.76,0.1356724,0.1785163157894737,4.709775633694952,0.4561024961350467,0.3109532815758244,walking_residual_candidate,5.4865011337713385,5.4865011337713385,5.49563901422436,2.4560507102687703,0.5523466321457737,1.095852333294269,0.39752036670158303,false,0.0,0.030903923306196686,false,false,false,false
real,25/0.4 all_ankles,kp25_kd0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,3,swing,opposite_leg,left,right,ankle_roll,33,0.31997132301330566,3.030450423502568,34.37667199160726,17.18833599580363,3.030450423502568,0.6513789999999999,0.0649685,0.09973993635041965,3.929818323606972,0.4870811903578837,0.2697866588580171,walking_residual_candidate,5.0003144128335375,5.0003144128335375,7.068353016578409,1.9698639893309693,0.6060519745967928,4.564010849051701,6.593466681032513,true,0.0,0.0498289160983618,false,false,true,false
