dataset,case_label,step_index,window,side,axis,hist_type,bin_label,count,bar,mean_joint_amplitude_rad,mean_amplitude_gain,mean_tracking_err_rms_rad
real,35/0.5 all_ankles,1,swing,right,roll,frequency,"[5.00,8.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,swing,right,roll,frequency,"[8.00,12.00)",1,########################,0.0971939,0.2922649277215346,0.1626467824702747
real,35/0.5 all_ankles,1,swing,right,roll,frequency,"[12.00,20.00)",1,########################,0.0396073,1.0395616797900271,0.30003717001002145
real,35/0.5 all_ankles,1,swing,right,roll,frequency,"[20.00,1000.00)",1,########################,0.010167550000000001,0.2848053221288515,0.38361296882372065
real,35/0.5 all_ankles,1,swing,right,roll,amplitude,"[0.000,0.005)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,swing,right,roll,amplitude,"[0.005,0.010)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,swing,right,roll,amplitude,"[0.010,0.020)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,swing,right,roll,amplitude,"[0.020,0.040)",2,########################,0.024887424999999998,0.6621835009594393,0.3418250694168711
real,35/0.5 all_ankles,1,swing,right,roll,amplitude,"[0.040,0.080)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,swing,right,roll,amplitude,"[0.080,1.000)",1,############,0.0971939,0.2922649277215346,0.1626467824702747
real,35/0.5 all_ankles,1,touchdown,left,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,left,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,left,pitch,frequency,"[2.50,5.00)",1,########################,0.12943500000000002,nan,0.2629973757803171
real,35/0.5 all_ankles,1,touchdown,left,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,left,pitch,frequency,"[8.00,12.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,left,pitch,frequency,"[12.00,20.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,left,pitch,frequency,"[20.00,1000.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,left,pitch,amplitude,"[0.000,0.005)",1,########################,0.12943500000000002,nan,0.2629973757803171
real,35/0.5 all_ankles,1,touchdown,left,pitch,amplitude,"[0.005,0.010)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,left,pitch,amplitude,"[0.010,0.020)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,left,pitch,amplitude,"[0.020,0.040)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,left,pitch,amplitude,"[0.040,0.080)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,left,pitch,amplitude,"[0.080,1.000)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,left,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,left,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,left,roll,frequency,"[2.50,5.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,left,roll,frequency,"[5.00,8.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,left,roll,frequency,"[8.00,12.00)",1,########################,0.06551400000000002,0.3423492156391418,0.0967035833867253
real,35/0.5 all_ankles,1,touchdown,left,roll,frequency,"[12.00,20.00)",1,########################,0.055758,3.4503712871287116,0.3130838054590975
real,35/0.5 all_ankles,1,touchdown,left,roll,frequency,"[20.00,1000.00)",1,########################,0.06941900000000001,nan,0.18281909466099724
real,35/0.5 all_ankles,1,touchdown,left,roll,amplitude,"[0.000,0.005)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,left,roll,amplitude,"[0.005,0.010)",1,########################,0.06941900000000001,nan,0.18281909466099724
real,35/0.5 all_ankles,1,touchdown,left,roll,amplitude,"[0.010,0.020)",1,########################,0.055758,3.4503712871287116,0.3130838054590975
real,35/0.5 all_ankles,1,touchdown,left,roll,amplitude,"[0.020,0.040)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,left,roll,amplitude,"[0.040,0.080)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,left,roll,amplitude,"[0.080,1.000)",1,########################,0.06551400000000002,0.3423492156391418,0.0967035833867253
real,35/0.5 all_ankles,1,touchdown,right,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,right,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,right,pitch,frequency,"[2.50,5.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,right,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,right,pitch,frequency,"[8.00,12.00)",1,########################,0.04154800000000003,0.5307274701411512,0.13329079008631214
real,35/0.5 all_ankles,1,touchdown,right,pitch,frequency,"[12.00,20.00)",1,########################,0.02930100000000002,0.7573274747996898,0.1853113456715481
real,35/0.5 all_ankles,1,touchdown,right,pitch,frequency,"[20.00,1000.00)",1,########################,0.02934099999999995,1.6736637955621425,0.07366473132148563
real,35/0.5 all_ankles,1,touchdown,right,pitch,amplitude,"[0.000,0.005)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,right,pitch,amplitude,"[0.005,0.010)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,right,pitch,amplitude,"[0.010,0.020)",1,########################,0.02934099999999995,1.6736637955621425,0.07366473132148563
real,35/0.5 all_ankles,1,touchdown,right,pitch,amplitude,"[0.020,0.040)",1,########################,0.02930100000000002,0.7573274747996898,0.1853113456715481
real,35/0.5 all_ankles,1,touchdown,right,pitch,amplitude,"[0.040,0.080)",1,########################,0.04154800000000003,0.5307274701411512,0.13329079008631214
real,35/0.5 all_ankles,1,touchdown,right,pitch,amplitude,"[0.080,1.000)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,right,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,right,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,right,roll,frequency,"[2.50,5.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,right,roll,frequency,"[5.00,8.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,right,roll,frequency,"[8.00,12.00)",2,########################,0.11944245,3.5755370846266055,0.11162909032469984
real,35/0.5 all_ankles,1,touchdown,right,roll,frequency,"[12.00,20.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,right,roll,frequency,"[20.00,1000.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,right,roll,amplitude,"[0.000,0.005)",1,########################,0.0862262,nan,0.10824299394324943
real,35/0.5 all_ankles,1,touchdown,right,roll,amplitude,"[0.005,0.010)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,right,roll,amplitude,"[0.010,0.020)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,right,roll,amplitude,"[0.020,0.040)",0,,nan,nan,nan
real,35/0.5 all_ankles,1,touchdown,right,roll,amplitude,"[0.040,0.080)",1,########################,0.1526587,3.5755370846266055,0.11501518670615025
real,35/0.5 all_ankles,1,touchdown,right,roll,amplitude,"[0.080,1.000)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,swing,left,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,swing,left,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,swing,left,pitch,frequency,"[2.50,5.00)",1,############,0.086446,nan,0.25330277673751916
real,35/0.5 all_ankles,2,swing,left,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,swing,left,pitch,frequency,"[8.00,12.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,swing,left,pitch,frequency,"[12.00,20.00)",2,########################,0.12245690000000001,0.6245073924066934,0.3532048160952177
real,35/0.5 all_ankles,2,swing,left,pitch,frequency,"[20.00,1000.00)",1,############,0.02745700000000001,0.2819900029475592,0.2142423003576791
real,35/0.5 all_ankles,2,swing,left,pitch,amplitude,"[0.000,0.005)",1,########,0.086446,nan,0.25330277673751916
real,35/0.5 all_ankles,2,swing,left,pitch,amplitude,"[0.005,0.010)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,swing,left,pitch,amplitude,"[0.010,0.020)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,swing,left,pitch,amplitude,"[0.020,0.040)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,swing,left,pitch,amplitude,"[0.040,0.080)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,swing,left,pitch,amplitude,"[0.080,1.000)",3,########################,0.09079026666666667,0.5103349292536487,0.3068839775160382
real,35/0.5 all_ankles,2,swing,left,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,swing,left,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,swing,left,roll,frequency,"[2.50,5.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,swing,left,roll,frequency,"[5.00,8.00)",1,######,0.12054799999999999,0.33206894366992534,0.0882805337546166
real,35/0.5 all_ankles,2,swing,left,roll,frequency,"[8.00,12.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,swing,left,roll,frequency,"[12.00,20.00)",3,##################,0.02056533333333334,0.5859409662666963,0.28227363396871236
real,35/0.5 all_ankles,2,swing,left,roll,frequency,"[20.00,1000.00)",4,########################,0.0606387,1.0276619600622106,0.27751101000271194
real,35/0.5 all_ankles,2,swing,left,roll,amplitude,"[0.000,0.005)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,swing,left,roll,amplitude,"[0.005,0.010)",2,############,0.042572999999999986,nan,0.24262455466483682
real,35/0.5 all_ankles,2,swing,left,roll,amplitude,"[0.010,0.020)",1,######,0.021581000000000017,1.3354579207920796,0.32500528669969353
real,35/0.5 all_ankles,2,swing,left,roll,amplitude,"[0.020,0.040)",1,######,0.03598600000000002,1.2795932155175482,0.31751962233642617
real,35/0.5 all_ankles,2,swing,left,roll,amplitude,"[0.040,0.080)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,swing,left,roll,amplitude,"[0.080,1.000)",4,########################,0.07052145,0.3825411565712019,0.22934286432645207
real,35/0.5 all_ankles,2,swing,right,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,swing,right,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,swing,right,pitch,frequency,"[2.50,5.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,swing,right,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,swing,right,pitch,frequency,"[8.00,12.00)",1,############,0.11021399999999998,0.25125909957624215,0.20714129799456538
real,35/0.5 all_ankles,2,swing,right,pitch,frequency,"[12.00,20.00)",1,############,0.06739499999999998,1.2319264445134988,0.08159266149722043
real,35/0.5 all_ankles,2,swing,right,pitch,frequency,"[20.00,1000.00)",2,########################,0.013510000000000022,0.7441359396781341,0.11847319292871897
real,35/0.5 all_ankles,2,swing,right,pitch,amplitude,"[0.000,0.005)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,swing,right,pitch,amplitude,"[0.005,0.010)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,swing,right,pitch,amplitude,"[0.010,0.020)",1,########################,0.016120000000000023,1.0176125244618415,0.10804157206834784
real,35/0.5 all_ankles,2,swing,right,pitch,amplitude,"[0.020,0.040)",1,########################,0.01090000000000002,0.4706593548944267,0.1289048137890901
real,35/0.5 all_ankles,2,swing,right,pitch,amplitude,"[0.040,0.080)",1,########################,0.06739499999999998,1.2319264445134988,0.08159266149722043
real,35/0.5 all_ankles,2,swing,right,pitch,amplitude,"[0.080,1.000)",1,########################,0.11021399999999998,0.25125909957624215,0.20714129799456538
real,35/0.5 all_ankles,2,swing,right,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,swing,right,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,swing,right,roll,frequency,"[2.50,5.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,swing,right,roll,frequency,"[5.00,8.00)",1,############,0.18838080000000001,2.494142008465589,0.04670468217431537
real,35/0.5 all_ankles,2,swing,right,roll,frequency,"[8.00,12.00)",1,############,0.15209170000000002,8.591440853655092,0.1067015701897386
real,35/0.5 all_ankles,2,swing,right,roll,frequency,"[12.00,20.00)",2,########################,0.03214680000000001,0.4598154796146483,0.07628804138024854
real,35/0.5 all_ankles,2,swing,right,roll,frequency,"[20.00,1000.00)",2,########################,0.06738965,2.3281654745764864,0.058349383319764414
real,35/0.5 all_ankles,2,swing,right,roll,amplitude,"[0.000,0.005)",1,############,0.05797900000000002,nan,0.13349082665336034
real,35/0.5 all_ankles,2,swing,right,roll,amplitude,"[0.005,0.010)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,swing,right,roll,amplitude,"[0.010,0.020)",2,########################,0.07920315000000001,4.5256281666348706,0.06289341314843766
real,35/0.5 all_ankles,2,swing,right,roll,amplitude,"[0.020,0.040)",2,########################,0.06738965,2.3281654745764864,0.058349383319764414
real,35/0.5 all_ankles,2,swing,right,roll,amplitude,"[0.040,0.080)",1,############,0.18838080000000001,2.494142008465589,0.04670468217431537
real,35/0.5 all_ankles,2,swing,right,roll,amplitude,"[0.080,1.000)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,left,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,left,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,left,pitch,frequency,"[2.50,5.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,left,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,left,pitch,frequency,"[8.00,12.00)",1,########################,0.04688389999999999,0.5489982318294124,0.22435267383486873
real,35/0.5 all_ankles,2,touchdown,left,pitch,frequency,"[12.00,20.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,left,pitch,frequency,"[20.00,1000.00)",1,########################,0.04459099999999999,2.0702446724546193,0.10113990571810251
real,35/0.5 all_ankles,2,touchdown,left,pitch,amplitude,"[0.000,0.005)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,left,pitch,amplitude,"[0.005,0.010)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,left,pitch,amplitude,"[0.010,0.020)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,left,pitch,amplitude,"[0.020,0.040)",1,########################,0.04459099999999999,2.0702446724546193,0.10113990571810251
real,35/0.5 all_ankles,2,touchdown,left,pitch,amplitude,"[0.040,0.080)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,left,pitch,amplitude,"[0.080,1.000)",1,########################,0.04688389999999999,0.5489982318294124,0.22435267383486873
real,35/0.5 all_ankles,2,touchdown,left,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,left,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,left,roll,frequency,"[2.50,5.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,left,roll,frequency,"[5.00,8.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,left,roll,frequency,"[8.00,12.00)",1,########################,0.2561716,1.2088749374142025,0.15793280289783754
real,35/0.5 all_ankles,2,touchdown,left,roll,frequency,"[12.00,20.00)",1,########################,0.1096114,2.363241616323644,0.16889284425465942
real,35/0.5 all_ankles,2,touchdown,left,roll,frequency,"[20.00,1000.00)",1,########################,0.12391540000000001,9.680134364502772,0.07182339550383288
real,35/0.5 all_ankles,2,touchdown,left,roll,amplitude,"[0.000,0.005)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,left,roll,amplitude,"[0.005,0.010)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,left,roll,amplitude,"[0.010,0.020)",1,########################,0.12391540000000001,9.680134364502772,0.07182339550383288
real,35/0.5 all_ankles,2,touchdown,left,roll,amplitude,"[0.020,0.040)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,left,roll,amplitude,"[0.040,0.080)",1,########################,0.1096114,2.363241616323644,0.16889284425465942
real,35/0.5 all_ankles,2,touchdown,left,roll,amplitude,"[0.080,1.000)",1,########################,0.2561716,1.2088749374142025,0.15793280289783754
real,35/0.5 all_ankles,2,touchdown,right,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,right,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,right,pitch,frequency,"[2.50,5.00)",1,########################,0.5873360000000001,nan,0.4328943443884929
real,35/0.5 all_ankles,2,touchdown,right,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,right,pitch,frequency,"[8.00,12.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,right,pitch,frequency,"[12.00,20.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,right,pitch,frequency,"[20.00,1000.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,right,pitch,amplitude,"[0.000,0.005)",1,########################,0.5873360000000001,nan,0.4328943443884929
real,35/0.5 all_ankles,2,touchdown,right,pitch,amplitude,"[0.005,0.010)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,right,pitch,amplitude,"[0.010,0.020)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,right,pitch,amplitude,"[0.020,0.040)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,right,pitch,amplitude,"[0.040,0.080)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,right,pitch,amplitude,"[0.080,1.000)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,right,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,right,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,right,roll,frequency,"[2.50,5.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,right,roll,frequency,"[5.00,8.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,right,roll,frequency,"[8.00,12.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,right,roll,frequency,"[12.00,20.00)",3,########################,0.08146303333333334,1.2237421341419814,0.15683205763074407
real,35/0.5 all_ankles,2,touchdown,right,roll,frequency,"[20.00,1000.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,right,roll,amplitude,"[0.000,0.005)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,right,roll,amplitude,"[0.005,0.010)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,right,roll,amplitude,"[0.010,0.020)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,right,roll,amplitude,"[0.020,0.040)",0,,nan,nan,nan
real,35/0.5 all_ankles,2,touchdown,right,roll,amplitude,"[0.040,0.080)",1,############,0.143403,3.1524140523500823,0.12115577093479865
real,35/0.5 all_ankles,2,touchdown,right,roll,amplitude,"[0.080,1.000)",2,########################,0.05049305,0.259406175037931,0.1746702009787168
real,35/0.5 all_ankles,3,swing,left,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,swing,left,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,swing,left,pitch,frequency,"[2.50,5.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,swing,left,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,swing,left,pitch,frequency,"[8.00,12.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,swing,left,pitch,frequency,"[12.00,20.00)",5,########################,0.05271038,2.3839756691950815,0.11616782600383631
real,35/0.5 all_ankles,3,swing,left,pitch,frequency,"[20.00,1000.00)",3,##############,0.04975166666666664,2.0478854547927994,0.06312273316700252
real,35/0.5 all_ankles,3,swing,left,pitch,amplitude,"[0.000,0.005)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,swing,left,pitch,amplitude,"[0.005,0.010)",2,############,0.053705,nan,0.099348266628522
real,35/0.5 all_ankles,3,swing,left,pitch,amplitude,"[0.010,0.020)",1,######,0.04436499999999999,2.9110892388451375,0.13154734282949235
real,35/0.5 all_ankles,3,swing,left,pitch,amplitude,"[0.020,0.040)",4,########################,0.059742999999999984,2.4775678129133167,0.062443886316766214
real,35/0.5 all_ankles,3,swing,left,pitch,amplitude,"[0.040,0.080)",1,######,0.022059900000000007,0.4742228814652394,0.19018790816658795
real,35/0.5 all_ankles,3,swing,left,pitch,amplitude,"[0.080,1.000)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,swing,left,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,swing,left,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,swing,left,roll,frequency,"[2.50,5.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,swing,left,roll,frequency,"[5.00,8.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,swing,left,roll,frequency,"[8.00,12.00)",1,######,0.203759,6.008748173974166,0.22322103824715636
real,35/0.5 all_ankles,3,swing,left,roll,frequency,"[12.00,20.00)",4,########################,0.156651025,3.072901314685058,0.19405183770358508
real,35/0.5 all_ankles,3,swing,left,roll,frequency,"[20.00,1000.00)",2,############,0.13277485,9.680134364502772,0.06524525161812343
real,35/0.5 all_ankles,3,swing,left,roll,amplitude,"[0.000,0.005)",2,########################,0.1830085,nan,0.13255319421718137
real,35/0.5 all_ankles,3,swing,left,roll,amplitude,"[0.005,0.010)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,swing,left,roll,amplitude,"[0.010,0.020)",1,############,0.12391540000000001,9.680134364502772,0.07182339550383288
real,35/0.5 all_ankles,3,swing,left,roll,amplitude,"[0.020,0.040)",2,########################,0.18695,5.747194658504089,0.2289021034673217
real,35/0.5 all_ankles,3,swing,left,roll,amplitude,"[0.040,0.080)",1,############,0.1096114,2.363241616323644,0.16889284425465942
real,35/0.5 all_ankles,3,swing,left,roll,amplitude,"[0.080,1.000)",1,############,0.12246900000000001,1.3698211846975172,0.16629205717024517
real,35/0.5 all_ankles,3,swing,right,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,swing,right,pitch,frequency,"[1.00,2.50)",1,########################,0.52889,nan,0.551888948223641
real,35/0.5 all_ankles,3,swing,right,pitch,frequency,"[2.50,5.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,swing,right,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,swing,right,pitch,frequency,"[8.00,12.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,swing,right,pitch,frequency,"[12.00,20.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,swing,right,pitch,frequency,"[20.00,1000.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,swing,right,pitch,amplitude,"[0.000,0.005)",1,########################,0.52889,nan,0.551888948223641
real,35/0.5 all_ankles,3,swing,right,pitch,amplitude,"[0.005,0.010)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,swing,right,pitch,amplitude,"[0.010,0.020)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,swing,right,pitch,amplitude,"[0.020,0.040)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,swing,right,pitch,amplitude,"[0.040,0.080)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,swing,right,pitch,amplitude,"[0.080,1.000)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,swing,right,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,swing,right,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,swing,right,roll,frequency,"[2.50,5.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,swing,right,roll,frequency,"[5.00,8.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,swing,right,roll,frequency,"[8.00,12.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,swing,right,roll,frequency,"[12.00,20.00)",3,########################,0.040038866666666666,0.19797921546556616,0.15549288606132225
real,35/0.5 all_ankles,3,swing,right,roll,frequency,"[20.00,1000.00)",3,########################,0.005628466666666666,0.05460718570922182,0.20419555830597455
real,35/0.5 all_ankles,3,swing,right,roll,amplitude,"[0.000,0.005)",1,########,0.005517000000000001,nan,0.18548433368493236
real,35/0.5 all_ankles,3,swing,right,roll,amplitude,"[0.005,0.010)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,swing,right,roll,amplitude,"[0.010,0.020)",1,########,0.0008986999999999953,0.04672697967035799,0.17121852443269683
real,35/0.5 all_ankles,3,swing,right,roll,amplitude,"[0.020,0.040)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,swing,right,roll,amplitude,"[0.040,0.080)",1,########,0.007590799999999998,0.12327129819091233,0.19194313527644066
real,35/0.5 all_ankles,3,swing,right,roll,amplitude,"[0.080,1.000)",3,########################,0.0409985,0.17771791331795725,0.1768064465692735
real,35/0.5 all_ankles,3,touchdown,left,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,touchdown,left,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,touchdown,left,pitch,frequency,"[2.50,5.00)",1,########################,0.3353762,nan,0.2734408619023609
real,35/0.5 all_ankles,3,touchdown,left,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,touchdown,left,pitch,frequency,"[8.00,12.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,touchdown,left,pitch,frequency,"[12.00,20.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,touchdown,left,pitch,frequency,"[20.00,1000.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,touchdown,left,pitch,amplitude,"[0.000,0.005)",1,########################,0.3353762,nan,0.2734408619023609
real,35/0.5 all_ankles,3,touchdown,left,pitch,amplitude,"[0.005,0.010)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,touchdown,left,pitch,amplitude,"[0.010,0.020)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,touchdown,left,pitch,amplitude,"[0.020,0.040)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,touchdown,left,pitch,amplitude,"[0.040,0.080)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,touchdown,left,pitch,amplitude,"[0.080,1.000)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,touchdown,left,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,touchdown,left,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
real,35/0.5 all_ankles,3,touchdown,left,roll,frequency,"[2.50,5.00)",0,,nan,nan,nan
