dataset,case_label,step_index,window,side,axis,hist_type,bin_label,count,bar,mean_joint_amplitude_rad,mean_amplitude_gain,mean_tracking_err_rms_rad
sim,2504,3,swing,right,pitch,frequency,"[8.00,12.00)",1,########,0.00961099999999998,0.2514849412565084,0.010540341157395518
sim,2504,3,swing,right,pitch,frequency,"[12.00,20.00)",1,########,0.013857000000000008,0.1342628478412527,0.07186380126670172
sim,2504,3,swing,right,pitch,frequency,"[20.00,1000.00)",3,########################,0.02000533333333333,1.1054743223965753,0.045032470153977315
sim,2504,3,swing,right,pitch,amplitude,"[0.000,0.005)",1,############,0.039078,nan,0.07514962834904775
sim,2504,3,swing,right,pitch,amplitude,"[0.005,0.010)",1,############,0.008538999999999991,nan,0.018874936123512227
sim,2504,3,swing,right,pitch,amplitude,"[0.010,0.020)",1,############,0.012398999999999993,1.1054743223965753,0.04107284598937195
sim,2504,3,swing,right,pitch,amplitude,"[0.020,0.040)",1,############,0.00961099999999998,0.2514849412565084,0.010540341157395518
sim,2504,3,swing,right,pitch,amplitude,"[0.040,0.080)",0,,nan,nan,nan
sim,2504,3,swing,right,pitch,amplitude,"[0.080,1.000)",2,########################,0.04397699999999999,0.5175691138902311,0.0492485272880836
sim,2504,3,swing,right,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,2504,3,swing,right,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,2504,3,swing,right,roll,frequency,"[2.50,5.00)",0,,nan,nan,nan
sim,2504,3,swing,right,roll,frequency,"[5.00,8.00)",2,################,0.014318810000000001,0.35774795865778924,0.04646807140628776
sim,2504,3,swing,right,roll,frequency,"[8.00,12.00)",1,########,0.02212116,0.736547704911843,0.02090540273804213
sim,2504,3,swing,right,roll,frequency,"[12.00,20.00)",3,########################,0.0056416466666666665,0.027769487188205638,0.016285486193923112
sim,2504,3,swing,right,roll,frequency,"[20.00,1000.00)",1,########,0.00200578,nan,0.0024199377828503497
sim,2504,3,swing,right,roll,amplitude,"[0.000,0.005)",2,################,0.004624539999999999,nan,0.0061652726942333326
sim,2504,3,swing,right,roll,amplitude,"[0.005,0.010)",1,########,0.008799600000000001,nan,0.006648377660224726
sim,2504,3,swing,right,roll,amplitude,"[0.010,0.020)",0,,nan,nan,nan
sim,2504,3,swing,right,roll,amplitude,"[0.020,0.040)",3,########################,0.012093473333333334,0.4180973364022342,0.023499137284195133
sim,2504,3,swing,right,roll,amplitude,"[0.040,0.080)",1,########,0.0153604,0.2255211002089246,0.07564160701396054
sim,2504,3,swing,right,roll,amplitude,"[0.080,1.000)",0,,nan,nan,nan
sim,2504,3,touchdown,left,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,2504,3,touchdown,left,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,2504,3,touchdown,left,pitch,frequency,"[2.50,5.00)",0,,nan,nan,nan
sim,2504,3,touchdown,left,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
sim,2504,3,touchdown,left,pitch,frequency,"[8.00,12.00)",1,########################,0.009160999999999975,0.013053092931866265,0.38126179282145306
sim,2504,3,touchdown,left,pitch,frequency,"[12.00,20.00)",1,########################,0.017656000000000005,0.2864931524631661,0.021690763753266055
sim,2504,3,touchdown,left,pitch,frequency,"[20.00,1000.00)",0,,nan,nan,nan
sim,2504,3,touchdown,left,pitch,amplitude,"[0.000,0.005)",0,,nan,nan,nan
sim,2504,3,touchdown,left,pitch,amplitude,"[0.005,0.010)",0,,nan,nan,nan
sim,2504,3,touchdown,left,pitch,amplitude,"[0.010,0.020)",0,,nan,nan,nan
sim,2504,3,touchdown,left,pitch,amplitude,"[0.020,0.040)",0,,nan,nan,nan
sim,2504,3,touchdown,left,pitch,amplitude,"[0.040,0.080)",1,########################,0.017656000000000005,0.2864931524631661,0.021690763753266055
sim,2504,3,touchdown,left,pitch,amplitude,"[0.080,1.000)",1,########################,0.009160999999999975,0.013053092931866265,0.38126179282145306
sim,2504,3,touchdown,left,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,2504,3,touchdown,left,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,2504,3,touchdown,left,roll,frequency,"[2.50,5.00)",0,,nan,nan,nan
sim,2504,3,touchdown,left,roll,frequency,"[5.00,8.00)",0,,nan,nan,nan
sim,2504,3,touchdown,left,roll,frequency,"[8.00,12.00)",1,############,0.045213699999999996,0.5313532710631836,0.0648314509625498
sim,2504,3,touchdown,left,roll,frequency,"[12.00,20.00)",1,############,0.012904599999999999,0.5506785013228641,0.007118090459877565
sim,2504,3,touchdown,left,roll,frequency,"[20.00,1000.00)",2,########################,0.0075642999999999995,0.47190265411512233,0.019238457419631344
sim,2504,3,touchdown,left,roll,amplitude,"[0.000,0.005)",0,,nan,nan,nan
sim,2504,3,touchdown,left,roll,amplitude,"[0.005,0.010)",0,,nan,nan,nan
sim,2504,3,touchdown,left,roll,amplitude,"[0.010,0.020)",2,########################,0.0075642999999999995,0.47190265411512233,0.019238457419631344
sim,2504,3,touchdown,left,roll,amplitude,"[0.020,0.040)",1,############,0.012904599999999999,0.5506785013228641,0.007118090459877565
sim,2504,3,touchdown,left,roll,amplitude,"[0.040,0.080)",0,,nan,nan,nan
sim,2504,3,touchdown,left,roll,amplitude,"[0.080,1.000)",1,############,0.045213699999999996,0.5313532710631836,0.0648314509625498
sim,2504,3,touchdown,right,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,2504,3,touchdown,right,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,2504,3,touchdown,right,pitch,frequency,"[2.50,5.00)",0,,nan,nan,nan
sim,2504,3,touchdown,right,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
sim,2504,3,touchdown,right,pitch,frequency,"[8.00,12.00)",0,,nan,nan,nan
sim,2504,3,touchdown,right,pitch,frequency,"[12.00,20.00)",2,########################,0.019636,0.6937605957517758,0.14480528066650808
sim,2504,3,touchdown,right,pitch,frequency,"[20.00,1000.00)",2,########################,0.03886250000000002,1.0291342189647286,0.14146851529042004
sim,2504,3,touchdown,right,pitch,amplitude,"[0.000,0.005)",1,########################,0.06649200000000002,nan,0.11881268794900093
sim,2504,3,touchdown,right,pitch,amplitude,"[0.005,0.010)",0,,nan,nan,nan
sim,2504,3,touchdown,right,pitch,amplitude,"[0.010,0.020)",1,########################,0.01123300000000002,1.0291342189647286,0.16412434263183917
sim,2504,3,touchdown,right,pitch,amplitude,"[0.020,0.040)",1,########################,0.029063000000000005,1.212625693662121,0.17476154687816767
sim,2504,3,touchdown,right,pitch,amplitude,"[0.040,0.080)",1,########################,0.010208999999999996,0.17489549784143066,0.11484901445484849
sim,2504,3,touchdown,right,pitch,amplitude,"[0.080,1.000)",0,,nan,nan,nan
sim,2504,3,touchdown,right,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,2504,3,touchdown,right,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,2504,3,touchdown,right,roll,frequency,"[2.50,5.00)",0,,nan,nan,nan
sim,2504,3,touchdown,right,roll,frequency,"[5.00,8.00)",0,,nan,nan,nan
sim,2504,3,touchdown,right,roll,frequency,"[8.00,12.00)",0,,nan,nan,nan
sim,2504,3,touchdown,right,roll,frequency,"[12.00,20.00)",2,############,0.02741179,0.2001963094675215,0.10984312341897247
sim,2504,3,touchdown,right,roll,frequency,"[20.00,1000.00)",4,########################,0.0004461299999999999,0.01597409196085564,0.09460723432815414
sim,2504,3,touchdown,right,roll,amplitude,"[0.000,0.005)",0,,nan,nan,nan
sim,2504,3,touchdown,right,roll,amplitude,"[0.005,0.010)",0,,nan,nan,nan
sim,2504,3,touchdown,right,roll,amplitude,"[0.010,0.020)",1,########,1.319999999999967e-05,0.0012783884557648218,0.10046439285380335
sim,2504,3,touchdown,right,roll,amplitude,"[0.020,0.040)",3,########################,0.0015251733333333326,0.04556261382465237,0.08526166668877934
sim,2504,3,touchdown,right,roll,amplitude,"[0.040,0.080)",1,########,0.0005664999999999993,0.010412645896516852,0.13025766833740218
sim,2504,3,touchdown,right,roll,amplitude,"[0.080,1.000)",1,########,0.05145288,0.3159101109522268,0.11160812289301796
sim,2504,4,swing,left,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,2504,4,swing,left,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,2504,4,swing,left,pitch,frequency,"[2.50,5.00)",1,############,0.11310199999999998,1.005234950627927,0.01950713140227067
sim,2504,4,swing,left,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
sim,2504,4,swing,left,pitch,frequency,"[8.00,12.00)",2,########################,0.03194950000000002,0.4234804816914549,0.07115557438478344
sim,2504,4,swing,left,pitch,frequency,"[12.00,20.00)",1,############,0.01716599999999996,1.4519157574219672,0.011573191370577083
sim,2504,4,swing,left,pitch,frequency,"[20.00,1000.00)",1,############,0.013184000000000029,0.5826409757822185,0.06338687706720796
sim,2504,4,swing,left,pitch,amplitude,"[0.000,0.005)",0,,nan,nan,nan
sim,2504,4,swing,left,pitch,amplitude,"[0.005,0.010)",1,############,0.010341000000000045,nan,0.012110866621895122
sim,2504,4,swing,left,pitch,amplitude,"[0.010,0.020)",1,############,0.01716599999999996,1.4519157574219672,0.011573191370577083
sim,2504,4,swing,left,pitch,amplitude,"[0.020,0.040)",1,############,0.013184000000000029,0.5826409757822185,0.06338687706720796
sim,2504,4,swing,left,pitch,amplitude,"[0.040,0.080)",0,,nan,nan,nan
sim,2504,4,swing,left,pitch,amplitude,"[0.080,1.000)",2,########################,0.08332999999999999,0.714357716159691,0.07485370677497122
sim,2504,4,swing,left,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,2504,4,swing,left,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,2504,4,swing,left,roll,frequency,"[2.50,5.00)",0,,nan,nan,nan
sim,2504,4,swing,left,roll,frequency,"[5.00,8.00)",1,############,0.0157458666,nan,0.008694042423102255
sim,2504,4,swing,left,roll,frequency,"[8.00,12.00)",0,,nan,nan,nan
sim,2504,4,swing,left,roll,frequency,"[12.00,20.00)",0,,nan,nan,nan
sim,2504,4,swing,left,roll,frequency,"[20.00,1000.00)",2,########################,0.0029463500000000004,nan,0.018500140966230906
sim,2504,4,swing,left,roll,amplitude,"[0.000,0.005)",2,########################,0.0029463500000000004,nan,0.018500140966230906
sim,2504,4,swing,left,roll,amplitude,"[0.005,0.010)",1,############,0.0157458666,nan,0.008694042423102255
sim,2504,4,swing,left,roll,amplitude,"[0.010,0.020)",0,,nan,nan,nan
sim,2504,4,swing,left,roll,amplitude,"[0.020,0.040)",0,,nan,nan,nan
sim,2504,4,swing,left,roll,amplitude,"[0.040,0.080)",0,,nan,nan,nan
sim,2504,4,swing,left,roll,amplitude,"[0.080,1.000)",0,,nan,nan,nan
sim,2504,4,swing,right,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,2504,4,swing,right,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,2504,4,swing,right,pitch,frequency,"[2.50,5.00)",1,########################,0.07745399999999997,0.12844158406975445,0.38767976060487175
sim,2504,4,swing,right,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
sim,2504,4,swing,right,pitch,frequency,"[8.00,12.00)",0,,nan,nan,nan
sim,2504,4,swing,right,pitch,frequency,"[12.00,20.00)",1,########################,0.008642000000000039,0.011388675107798434,0.37818919089167263
sim,2504,4,swing,right,pitch,frequency,"[20.00,1000.00)",1,########################,0.010265000000000024,nan,0.009857401702950604
sim,2504,4,swing,right,pitch,amplitude,"[0.000,0.005)",0,,nan,nan,nan
sim,2504,4,swing,right,pitch,amplitude,"[0.005,0.010)",1,############,0.010265000000000024,nan,0.009857401702950604
sim,2504,4,swing,right,pitch,amplitude,"[0.010,0.020)",0,,nan,nan,nan
sim,2504,4,swing,right,pitch,amplitude,"[0.020,0.040)",0,,nan,nan,nan
sim,2504,4,swing,right,pitch,amplitude,"[0.040,0.080)",0,,nan,nan,nan
sim,2504,4,swing,right,pitch,amplitude,"[0.080,1.000)",2,########################,0.043048,0.06991512958877644,0.3829344757482722
sim,2504,4,swing,right,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,2504,4,swing,right,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,2504,4,swing,right,roll,frequency,"[2.50,5.00)",0,,nan,nan,nan
sim,2504,4,swing,right,roll,frequency,"[5.00,8.00)",0,,nan,nan,nan
sim,2504,4,swing,right,roll,frequency,"[8.00,12.00)",1,########,0.014069100000000001,0.12263646031275607,0.26994528647054283
sim,2504,4,swing,right,roll,frequency,"[12.00,20.00)",0,,nan,nan,nan
sim,2504,4,swing,right,roll,frequency,"[20.00,1000.00)",3,########################,0.0033063999999999997,0.22436078976932802,0.28561510219772424
sim,2504,4,swing,right,roll,amplitude,"[0.000,0.005)",0,,nan,nan,nan
sim,2504,4,swing,right,roll,amplitude,"[0.005,0.010)",0,,nan,nan,nan
sim,2504,4,swing,right,roll,amplitude,"[0.010,0.020)",1,############,0.006636699999999999,0.5390869953699935,0.31770567648023434
sim,2504,4,swing,right,roll,amplitude,"[0.020,0.040)",2,########################,0.0016412500000000003,0.06699768696899532,0.2695698150564692
sim,2504,4,swing,right,roll,amplitude,"[0.040,0.080)",0,,nan,nan,nan
sim,2504,4,swing,right,roll,amplitude,"[0.080,1.000)",1,############,0.014069100000000001,0.12263646031275607,0.26994528647054283
sim,2504,4,touchdown,left,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,2504,4,touchdown,left,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,2504,4,touchdown,left,pitch,frequency,"[2.50,5.00)",1,########################,0.091694,0.2502148932628574,0.30946637087663315
sim,2504,4,touchdown,left,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
sim,2504,4,touchdown,left,pitch,frequency,"[8.00,12.00)",0,,nan,nan,nan
sim,2504,4,touchdown,left,pitch,frequency,"[12.00,20.00)",0,,nan,nan,nan
sim,2504,4,touchdown,left,pitch,frequency,"[20.00,1000.00)",1,########################,0.013184000000000029,0.5921135363334242,0.05687568025673774
sim,2504,4,touchdown,left,pitch,amplitude,"[0.000,0.005)",0,,nan,nan,nan
sim,2504,4,touchdown,left,pitch,amplitude,"[0.005,0.010)",0,,nan,nan,nan
sim,2504,4,touchdown,left,pitch,amplitude,"[0.010,0.020)",0,,nan,nan,nan
sim,2504,4,touchdown,left,pitch,amplitude,"[0.020,0.040)",1,########################,0.013184000000000029,0.5921135363334242,0.05687568025673774
sim,2504,4,touchdown,left,pitch,amplitude,"[0.040,0.080)",0,,nan,nan,nan
sim,2504,4,touchdown,left,pitch,amplitude,"[0.080,1.000)",1,########################,0.091694,0.2502148932628574,0.30946637087663315
sim,2504,4,touchdown,left,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,2504,4,touchdown,left,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,2504,4,touchdown,left,roll,frequency,"[2.50,5.00)",0,,nan,nan,nan
sim,2504,4,touchdown,left,roll,frequency,"[5.00,8.00)",0,,nan,nan,nan
sim,2504,4,touchdown,left,roll,frequency,"[8.00,12.00)",1,############,0.021087599999999998,0.3144633829910972,0.44506288951550993
sim,2504,4,touchdown,left,roll,frequency,"[12.00,20.00)",0,,nan,nan,nan
sim,2504,4,touchdown,left,roll,frequency,"[20.00,1000.00)",2,########################,0.012619849999999998,nan,0.4281854156175463
sim,2504,4,touchdown,left,roll,amplitude,"[0.000,0.005)",2,########################,0.012619849999999998,nan,0.4281854156175463
sim,2504,4,touchdown,left,roll,amplitude,"[0.005,0.010)",0,,nan,nan,nan
sim,2504,4,touchdown,left,roll,amplitude,"[0.010,0.020)",0,,nan,nan,nan
sim,2504,4,touchdown,left,roll,amplitude,"[0.020,0.040)",0,,nan,nan,nan
sim,2504,4,touchdown,left,roll,amplitude,"[0.040,0.080)",1,############,0.021087599999999998,0.3144633829910972,0.44506288951550993
sim,2504,4,touchdown,left,roll,amplitude,"[0.080,1.000)",0,,nan,nan,nan
sim,2504,4,touchdown,right,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,2504,4,touchdown,right,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,2504,4,touchdown,right,pitch,frequency,"[2.50,5.00)",1,########################,0.037287000000000015,0.58505013101533,0.010864445661811818
sim,2504,4,touchdown,right,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
sim,2504,4,touchdown,right,pitch,frequency,"[8.00,12.00)",0,,nan,nan,nan
sim,2504,4,touchdown,right,pitch,frequency,"[12.00,20.00)",0,,nan,nan,nan
sim,2504,4,touchdown,right,pitch,frequency,"[20.00,1000.00)",0,,nan,nan,nan
sim,2504,4,touchdown,right,pitch,amplitude,"[0.000,0.005)",0,,nan,nan,nan
sim,2504,4,touchdown,right,pitch,amplitude,"[0.005,0.010)",0,,nan,nan,nan
sim,2504,4,touchdown,right,pitch,amplitude,"[0.010,0.020)",0,,nan,nan,nan
sim,2504,4,touchdown,right,pitch,amplitude,"[0.020,0.040)",0,,nan,nan,nan
sim,2504,4,touchdown,right,pitch,amplitude,"[0.040,0.080)",1,########################,0.037287000000000015,0.58505013101533,0.010864445661811818
sim,2504,4,touchdown,right,pitch,amplitude,"[0.080,1.000)",0,,nan,nan,nan
sim,2504,4,touchdown,right,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,2504,4,touchdown,right,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,2504,4,touchdown,right,roll,frequency,"[2.50,5.00)",0,,nan,nan,nan
sim,2504,4,touchdown,right,roll,frequency,"[5.00,8.00)",0,,nan,nan,nan
sim,2504,4,touchdown,right,roll,frequency,"[8.00,12.00)",1,########################,0.007480303000000001,nan,0.006078715594419233
sim,2504,4,touchdown,right,roll,frequency,"[12.00,20.00)",1,########################,0.00893296,nan,0.007227698843813707
sim,2504,4,touchdown,right,roll,frequency,"[20.00,1000.00)",0,,nan,nan,nan
sim,2504,4,touchdown,right,roll,amplitude,"[0.000,0.005)",1,########################,0.007480303000000001,nan,0.006078715594419233
sim,2504,4,touchdown,right,roll,amplitude,"[0.005,0.010)",1,########################,0.00893296,nan,0.007227698843813707
sim,2504,4,touchdown,right,roll,amplitude,"[0.010,0.020)",0,,nan,nan,nan
sim,2504,4,touchdown,right,roll,amplitude,"[0.020,0.040)",0,,nan,nan,nan
sim,2504,4,touchdown,right,roll,amplitude,"[0.040,0.080)",0,,nan,nan,nan
sim,2504,4,touchdown,right,roll,amplitude,"[0.080,1.000)",0,,nan,nan,nan
sim,2504,5,swing,left,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,2504,5,swing,left,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,2504,5,swing,left,pitch,frequency,"[2.50,5.00)",1,########################,0.12754899999999997,0.28466488955228136,0.4628312160501771
sim,2504,5,swing,left,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
sim,2504,5,swing,left,pitch,frequency,"[8.00,12.00)",0,,nan,nan,nan
sim,2504,5,swing,left,pitch,frequency,"[12.00,20.00)",0,,nan,nan,nan
sim,2504,5,swing,left,pitch,frequency,"[20.00,1000.00)",0,,nan,nan,nan
sim,2504,5,swing,left,pitch,amplitude,"[0.000,0.005)",0,,nan,nan,nan
sim,2504,5,swing,left,pitch,amplitude,"[0.005,0.010)",0,,nan,nan,nan
sim,2504,5,swing,left,pitch,amplitude,"[0.010,0.020)",0,,nan,nan,nan
sim,2504,5,swing,left,pitch,amplitude,"[0.020,0.040)",0,,nan,nan,nan
sim,2504,5,swing,left,pitch,amplitude,"[0.040,0.080)",0,,nan,nan,nan
sim,2504,5,swing,left,pitch,amplitude,"[0.080,1.000)",1,########################,0.12754899999999997,0.28466488955228136,0.4628312160501771
sim,2504,5,swing,left,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,2504,5,swing,left,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,2504,5,swing,left,roll,frequency,"[2.50,5.00)",1,########,0.0582784,0.14001651029298565,0.2360431743515943
sim,2504,5,swing,left,roll,frequency,"[5.00,8.00)",0,,nan,nan,nan
sim,2504,5,swing,left,roll,frequency,"[8.00,12.00)",0,,nan,nan,nan
sim,2504,5,swing,left,roll,frequency,"[12.00,20.00)",3,########################,0.02069138,1.1815790648863487,0.28472372306182264
sim,2504,5,swing,left,roll,frequency,"[20.00,1000.00)",2,################,0.01246177,nan,0.18834691081039398
sim,2504,5,swing,left,roll,amplitude,"[0.000,0.005)",2,########################,0.01780752,nan,0.22924777942953492
sim,2504,5,swing,left,roll,amplitude,"[0.005,0.010)",2,########################,0.01246177,nan,0.18834691081039398
sim,2504,5,swing,left,roll,amplitude,"[0.010,0.020)",0,,nan,nan,nan
sim,2504,5,swing,left,roll,amplitude,"[0.020,0.040)",1,############,0.0264591,1.1815790648863487,0.3956756103263979
sim,2504,5,swing,left,roll,amplitude,"[0.040,0.080)",0,,nan,nan,nan
sim,2504,5,swing,left,roll,amplitude,"[0.080,1.000)",1,############,0.0582784,0.14001651029298565,0.2360431743515943
sim,2504,5,swing,right,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,2504,5,swing,right,pitch,frequency,"[1.00,2.50)",1,######,0.09957000000000002,0.1620486780753363,0.2237487297069436
sim,2504,5,swing,right,pitch,frequency,"[2.50,5.00)",0,,nan,nan,nan
sim,2504,5,swing,right,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
sim,2504,5,swing,right,pitch,frequency,"[8.00,12.00)",0,,nan,nan,nan
sim,2504,5,swing,right,pitch,frequency,"[12.00,20.00)",0,,nan,nan,nan
sim,2504,5,swing,right,pitch,frequency,"[20.00,1000.00)",4,########################,0.008566750000000005,0.2781395535101323,0.49515730071063885
sim,2504,5,swing,right,pitch,amplitude,"[0.000,0.005)",0,,nan,nan,nan
sim,2504,5,swing,right,pitch,amplitude,"[0.005,0.010)",0,,nan,nan,nan
sim,2504,5,swing,right,pitch,amplitude,"[0.010,0.020)",1,############,0.009273000000000003,0.4833463643471462,0.501608979102913
sim,2504,5,swing,right,pitch,amplitude,"[0.020,0.040)",2,########################,0.008913499999999991,0.27654674646188326,0.4849105950808716
sim,2504,5,swing,right,pitch,amplitude,"[0.040,0.080)",0,,nan,nan,nan
sim,2504,5,swing,right,pitch,amplitude,"[0.080,1.000)",2,########################,0.05336850000000003,0.11908351742247651,0.36647388164242145
sim,2504,5,swing,right,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,2504,5,swing,right,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,2504,5,swing,right,roll,frequency,"[2.50,5.00)",0,,nan,nan,nan
sim,2504,5,swing,right,roll,frequency,"[5.00,8.00)",0,,nan,nan,nan
sim,2504,5,swing,right,roll,frequency,"[8.00,12.00)",1,#####,0.0035664800000000003,0.018852688657452682,0.08357887259669057
sim,2504,5,swing,right,roll,frequency,"[12.00,20.00)",5,########################,0.0041587386,0.12493540948447748,0.12198741663793267
sim,2504,5,swing,right,roll,frequency,"[20.00,1000.00)",4,###################,0.003292455,0.07656662888694382,0.20457206650209392
sim,2504,5,swing,right,roll,amplitude,"[0.000,0.005)",4,########################,0.0030542482499999997,nan,0.0054207645235826146
sim,2504,5,swing,right,roll,amplitude,"[0.005,0.010)",0,,nan,nan,nan
sim,2504,5,swing,right,roll,amplitude,"[0.010,0.020)",0,,nan,nan,nan
sim,2504,5,swing,right,roll,amplitude,"[0.020,0.040)",2,############,0.00561067,0.18144385418932749,0.2843416190438146
sim,2504,5,swing,right,roll,amplitude,"[0.040,0.080)",2,############,0.0019419499999999987,0.028968041098298793,0.2659635621249362
sim,2504,5,swing,right,roll,amplitude,"[0.080,1.000)",2,############,0.00510388,0.03879980185599327,0.19475540068144873
sim,2504,5,touchdown,left,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,2504,5,touchdown,left,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,2504,5,touchdown,left,pitch,frequency,"[2.50,5.00)",0,,nan,nan,nan
sim,2504,5,touchdown,left,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
sim,2504,5,touchdown,left,pitch,frequency,"[8.00,12.00)",0,,nan,nan,nan
sim,2504,5,touchdown,left,pitch,frequency,"[12.00,20.00)",2,########################,0.007898500000000003,0.40131390570489633,0.010838124242588554
sim,2504,5,touchdown,left,pitch,frequency,"[20.00,1000.00)",2,########################,0.0035794999999999855,nan,0.011487305731651869
sim,2504,5,touchdown,left,pitch,amplitude,"[0.000,0.005)",2,########################,0.0035794999999999855,nan,0.011487305731651869
sim,2504,5,touchdown,left,pitch,amplitude,"[0.005,0.010)",0,,nan,nan,nan
sim,2504,5,touchdown,left,pitch,amplitude,"[0.010,0.020)",1,############,0.0045459999999999945,0.31451501314515046,0.0056054823164469955
sim,2504,5,touchdown,left,pitch,amplitude,"[0.020,0.040)",1,############,0.011251000000000011,0.48811279826464227,0.016070766168730113
sim,2504,5,touchdown,left,pitch,amplitude,"[0.040,0.080)",0,,nan,nan,nan
sim,2504,5,touchdown,left,pitch,amplitude,"[0.080,1.000)",0,,nan,nan,nan
sim,2504,5,touchdown,left,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,2504,5,touchdown,left,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,2504,5,touchdown,left,roll,frequency,"[2.50,5.00)",0,,nan,nan,nan
sim,2504,5,touchdown,left,roll,frequency,"[5.00,8.00)",1,############,0.01054208,0.9413075700483956,0.0030297073923668764
sim,2504,5,touchdown,left,roll,frequency,"[8.00,12.00)",0,,nan,nan,nan
sim,2504,5,touchdown,left,roll,frequency,"[12.00,20.00)",0,,nan,nan,nan
sim,2504,5,touchdown,left,roll,frequency,"[20.00,1000.00)",2,########################,0.001132755,nan,0.0036351001364550257
sim,2504,5,touchdown,left,roll,amplitude,"[0.000,0.005)",2,########################,0.001132755,nan,0.0036351001364550257
sim,2504,5,touchdown,left,roll,amplitude,"[0.005,0.010)",0,,nan,nan,nan
sim,2504,5,touchdown,left,roll,amplitude,"[0.010,0.020)",1,############,0.01054208,0.9413075700483956,0.0030297073923668764
sim,2504,5,touchdown,left,roll,amplitude,"[0.020,0.040)",0,,nan,nan,nan
sim,2504,5,touchdown,left,roll,amplitude,"[0.040,0.080)",0,,nan,nan,nan
sim,2504,5,touchdown,left,roll,amplitude,"[0.080,1.000)",0,,nan,nan,nan
sim,2504,5,touchdown,right,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,2504,5,touchdown,right,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,2504,5,touchdown,right,pitch,frequency,"[2.50,5.00)",1,########################,0.062273999999999996,0.7712714572341534,0.6455375051814644
sim,2504,5,touchdown,right,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
sim,2504,5,touchdown,right,pitch,frequency,"[8.00,12.00)",0,,nan,nan,nan
sim,2504,5,touchdown,right,pitch,frequency,"[12.00,20.00)",0,,nan,nan,nan
sim,2504,5,touchdown,right,pitch,frequency,"[20.00,1000.00)",1,########################,0.00772299999999998,nan,0.5442626846324607
sim,2504,5,touchdown,right,pitch,amplitude,"[0.000,0.005)",0,,nan,nan,nan
sim,2504,5,touchdown,right,pitch,amplitude,"[0.005,0.010)",1,########################,0.00772299999999998,nan,0.5442626846324607
sim,2504,5,touchdown,right,pitch,amplitude,"[0.010,0.020)",0,,nan,nan,nan
sim,2504,5,touchdown,right,pitch,amplitude,"[0.020,0.040)",0,,nan,nan,nan
