dataset,case_label,diag_csv,step_index,touchdown_side,window,side,axis,touchdown_time_sec,lag_samples,lag_ms,corr,raw_sample_count,aligned_sample_count,target_range_rad,joint_range_rad,target_path_rad,joint_path_rad,joint_hp_rms_rad,joint_vel_rms_radps,joint_direction_change_rate_hz,joint_extrema_rate_hz,joint_dominant_freq_hz,aligned_tracking_err_rms_rad,aligned_tracking_err_hp_rms_rad,aligned_tracking_err_path_rad
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,2,right,touchdown,right,roll,1777514425.088886,0,0.0,0.6101821533961039,15,15,0.305897,0.0376371,0.8094159999999999,0.07507669999999998,0.005598466196578491,0.7566893041534146,42.85922741810775,35.71602284842312,6.66699093170565,0.289622309526246,0.06386183632442799,0.8023123
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,2,right,touchdown,right,pitch,1777514425.088886,4,39.99805450439453,0.28576034544264944,15,11,0.3270229,0.036535099999999994,0.5848558,0.04265739999999999,0.003031561972930483,0.5252622984625042,10.000486397558475,0.0,9.091351270507705,0.23206853212665435,0.053520726899505586,0.5860357999999999
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,3,left,swing,left,roll,1777514425.4288707,20,199.99027252197266,0.22801678043662166,33,13,0.02911312,0.374813,0.06215882,0.38657140000000006,0.016690286794301377,3.963559583262833,8.333738664632062,8.333738664632062,7.69268184427575,0.13110888894320868,0.01613541159970406,0.3726759000000001
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,3,left,swing,left,pitch,1777514425.4288707,20,199.99027252197266,0.17230351456178572,33,13,0.08274999999999999,0.3444693,0.19033499999999998,0.3813453,0.018396752910338956,3.840103303338886,8.333738664632062,8.333738664632062,7.69268184427575,0.13349738961071642,0.023510796182056152,0.4256063
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,3,left,swing,right,roll,1777514425.4288707,5,49.997568130493164,0.23818415885677513,33,28,0.49657019999999996,0.0626345,0.7959582000000001,0.130384,0.00480268599595599,0.6852609218208977,22.2233031056855,18.519419254737915,3.5716022848423123,0.29649760677033965,0.02930370195457379,0.7903468
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,3,left,swing,right,pitch,1777514425.4288707,5,49.997568130493164,0.3017270146199057,33,28,0.602174,0.111359,0.95704,0.11550999999999996,0.0014445168461727944,0.5288438412729471,3.7038838509475833,0.0,3.5716022848423123,0.25200135665462053,0.05533395679227137,1.0479311999999998
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,3,left,touchdown,left,roll,1777514425.4288707,4,39.99805450439453,0.4513864346775285,15,11,0.464002,0.367388,0.776907,0.3951382,0.019633688763059827,4.620775823460705,10.000486397558475,10.000486397558475,9.091351270507705,0.5393351518239603,0.06027670554940071,0.703534088
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,3,left,touchdown,left,pitch,1777514425.4288707,4,39.99805450439453,0.2729341934962733,15,11,0.07503699999999996,0.2170377,0.15259199999999984,0.2724857,0.016638167565650154,3.0435152198013533,10.000486397558475,10.000486397558475,9.091351270507705,0.5152903738032579,0.023111580113832932,0.27248570000000005
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,3,left,touchdown,right,roll,1777514425.4288707,4,39.99805450439453,0.32104270697529996,15,11,0.19681477,0.0663021,0.44264163999999995,0.11247950000000001,0.010743696533989959,1.4843409582425309,10.000486397558475,10.000486397558475,9.091351270507705,0.06339122991275464,0.04681173920697765,0.44769394
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,3,left,touchdown,right,pitch,1777514425.4288707,0,0.0,-0.5528573843674732,15,15,0.7419709999999999,0.116448,0.8622859999999997,0.15187999999999996,0.00700110485779315,1.3050695501490428,7.143204569684625,0.0,6.66699093170565,0.22687154878938437,0.07201060205877823,0.9871739999999999
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,4,right,swing,left,roll,1777514425.7888448,5,49.997568130493164,0.4746179087960005,33,28,0.6192342,0.410462,0.7216302000000002,0.6179701000000001,0.011692637775775715,2.7821894305173362,11.11165155284275,11.11165155284275,3.5716022848423123,0.33917421367859507,0.014793120941119925,0.5930772999999999
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,4,right,swing,left,pitch,1777514425.7888448,3,29.9985408782959,0.38617814130604305,33,30,0.25523999999999997,0.305515,0.3378169999999999,0.3692274999999998,0.007475818779674007,1.9220671754670708,3.4484435853649913,0.0,3.333495465852825,0.34141349319149666,0.021505785055465517,0.5253029
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,4,right,swing,right,roll,1777514425.7888448,0,0.0,0.20966347197218616,33,33,0.2951728,0.1219535,0.7589889999999999,0.2821899,0.0044626972152873685,1.0449155607476792,15.625759996185117,12.500607996948094,3.030450423502568,0.06132075795755817,0.03289349460917961,0.8397906
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,4,right,swing,right,pitch,1777514425.7888448,20,199.99027252197266,0.49804904190236704,33,13,0.125969,0.3452978,0.22448,0.34717380000000003,0.030235240401534007,4.769959703166209,8.333738664632062,8.333738664632062,7.69268184427575,0.10099580322889279,0.03116555966682701,0.4771198000000001
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,4,right,touchdown,left,roll,1777514425.7888448,0,0.0,-0.1423773188361535,14,14,0.10939289999999999,0.38331899999999997,0.30232696,0.439476,0.017763693770499234,3.7509945971125527,7.69268184427575,7.69268184427575,7.143204569684625,0.17686965289910517,0.030452157982444574,0.65139376
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,4,right,touchdown,left,pitch,1777514425.7888448,3,29.9985408782959,0.512776277427897,14,11,0.10469600000000001,0.1966567,0.18371900000000002,0.1966567,0.010540065375204168,2.13658769518639,0.0,0.0,9.091351270507705,0.14107466787952463,0.014206951343754578,0.1661561
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,4,right,touchdown,right,roll,1777514425.7888448,0,0.0,0.18974630180858063,14,14,0.42764749999999996,0.048799800000000004,1.2367264999999998,0.089464728,0.005312365582664751,0.8070327506383485,15.3853636885515,15.3853636885515,14.28640913936925,0.21975693987722975,0.08334332432311613,1.2204156599999998
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,4,right,touchdown,right,pitch,1777514425.7888448,0,0.0,0.0,14,14,0.0,0.29163700000000004,0.0,0.2955304000000001,0.026341478608632018,3.5815604973663397,15.3853636885515,15.3853636885515,7.143204569684625,0.4769853500393189,0.026341478608631997,0.2955304000000001
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,5,left,swing,left,roll,1777514426.0589106,18,179.9912452697754,0.28949530472249174,32,14,0.10939289999999999,0.343537,0.32653043,0.35457299999999997,0.011519842819322943,3.015816485378622,7.69268184427575,7.69268184427575,7.143204569684625,0.14363817356345573,0.024706622200758217,0.40192455000000005
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,5,left,swing,left,pitch,1777514426.0589106,8,79.99610900878906,0.21869116256262436,32,24,0.19390599999999997,0.3726162,0.4553519999999999,0.4093292000000001,0.005613161785552999,1.9734985545908437,4.348037564155859,4.348037564155859,4.166869332316031,0.0834415071984561,0.02057187734556298,0.48327039999999977
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,5,left,swing,right,roll,1777514426.0589106,5,49.997568130493164,0.2927264069030096,32,27,0.5402462,0.0436193,1.9809721999999998,0.134585528,0.003570890243358675,0.6130911109272881,26.924386454965124,26.924386454965124,3.7038838509475833,0.2290874817379217,0.07306304939584962,1.9401088921999996
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,5,left,swing,right,pitch,1777514426.0589106,0,0.0,0.0,32,32,0.0,0.539007,0.0,0.5579764000000002,0.017260519231157196,3.4056255400077307,16.129816770255605,16.129816770255605,3.1251519992370236,0.49743449200792517,0.0172605192311572,0.5579764
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,5,left,touchdown,left,roll,1777514426.0589106,0,0.0,0.13114262607586466,16,16,0.662844,0.2028917,0.8853552,0.3409414,0.017455081277886635,2.869515794173065,20.00097279511695,13.3339818634113,6.250303998474047,0.39205802911186793,0.046434973820772975,0.9488901999999999
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,5,left,touchdown,left,pitch,1777514426.0589106,0,0.0,0.15723761658501603,16,16,0.120836,0.4805733,0.30010499999999996,0.4805733,0.012897551843974677,4.174846689412095,0.0,0.0,6.250303998474047,0.31480498675474616,0.029179359933651255,0.6225302999999998
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,5,left,touchdown,right,roll,1777514426.0589106,1,9.999513626098633,0.10250689604340911,16,15,0.41580399999999995,0.0765055,0.99525428,0.07832689999999998,0.00584270788835026,0.8691929317830687,14.28640913936925,14.28640913936925,6.66699093170565,0.10994086712108775,0.06267085049292123,0.9856513799999999
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,5,left,touchdown,right,pitch,1777514426.0589106,0,0.0,0.08212256854974682,16,16,0.32997639999999995,0.27297499999999997,0.8346197999999998,0.272975,0.011122582123426927,2.2575708206749288,0.0,0.0,6.250303998474047,0.42898160682416653,0.07055614823106138,0.9374902
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,6,right,swing,left,roll,1777514426.4787288,12,119.9941635131836,0.21473811537926352,34,22,0.526564,0.0824013,0.87215,0.10294840000000001,0.003779923559673853,0.6820664120259707,23.81068189894875,23.81068189894875,4.545675635253852,0.37127147667435334,0.03947329582598888,0.8600321999999998
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,6,right,swing,left,pitch,1777514426.4787288,3,29.9985408782959,0.332163772484588,34,31,0.18402999999999997,0.09931320000000002,0.18402999999999997,0.1840121,0.004314338697469051,0.7857912029044197,6.66699093170565,0.0,3.225963354051121,0.46360330999391974,0.021246250233123997,0.31572409999999995
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,6,right,swing,right,roll,1777514426.4787288,20,199.99027252197266,0.0903862493697502,34,14,0.06413959999999999,0.1066625,0.16319660000000002,0.13473536,0.00870287696174846,1.2396996975811194,15.3853636885515,15.3853636885515,7.143204569684625,0.07018726614867207,0.014017632587590216,0.22852996
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,6,right,swing,right,pitch,1777514426.4787288,20,199.99027252197266,0.33091742752663406,34,14,0.07552699999999998,0.291977,0.155619,0.312592,0.009298068176816861,2.553424064596154,7.69268184427575,7.69268184427575,7.143204569684625,0.16588706167622425,0.01515345823403603,0.32253699999999996
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,6,right,touchdown,left,roll,1777514426.4787288,2,19.999027252197266,-0.04016948975907548,15,13,0.1027927,0.1360969,0.34986379999999995,0.13609690000000002,0.006577851954135417,1.3535357059119522,0.0,0.0,7.69268184427575,0.07816540346898876,0.029160984899813325,0.43736970000000003
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,6,right,touchdown,left,pitch,1777514426.4787288,0,0.0,-0.039683321752902914,15,15,0.12176000000000001,0.1985304,0.395982,0.24732800000000002,0.01087603550858015,2.027602334860552,7.143204569684625,7.143204569684625,6.66699093170565,0.3320335461577541,0.029486902284399905,0.5159370000000002
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,6,right,touchdown,right,roll,1777514426.4787288,4,39.99805450439453,0.42585304009643893,15,11,0.61342824,0.1298083,1.7713823799999997,0.17222899999999997,0.011343009006077407,2.0395545910346007,10.000486397558475,10.000486397558475,9.091351270507705,0.2559307596694477,0.1711146921850881,1.7183015600000002
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,6,right,touchdown,right,pitch,1777514426.4787288,4,39.99805450439453,0.15994368053131847,15,11,0.3407167,0.21088849999999998,0.6964564,0.21088849999999998,0.008647656035915628,2.2787074135637693,0.0,0.0,9.091351270507705,0.14472855214082986,0.07444332305155306,0.7338077000000001
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,1,left,swing,left,roll,1777514594.977654,2,19.998788833618164,0.393025388566161,33,31,0.6129174,0.1103335,1.3532317,0.25813847999999995,0.006027821873269944,1.091258348268397,20.001211239732477,20.001211239732477,6.452003625720154,0.3049510074355656,0.04835309732584737,1.2994433140000001
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,1,left,swing,left,pitch,1777514594.977654,1,9.999394416809082,0.31318326725567075,33,32,0.6337269999999999,0.32742600000000005,1.8159984,0.39775850000000007,0.00878350490477856,2.2823257122797207,6.452003625720154,3.226001812860077,3.1251892562081998,0.09789235853567803,0.07993104207843386,1.83166572
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,1,left,swing,right,roll,1777514594.977654,20,199.98788833618164,0.5353545932449587,33,13,0.18540900000000002,0.0223267,0.2099790000000001,0.0453611,0.0034157511017164502,0.520827643214606,25.001514049665598,25.001514049665598,7.692773553743261,0.2785394595815907,0.011811628167740203,0.2087467
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,1,left,swing,right,pitch,1777514594.977654,11,109.9933385848999,0.5669444259863516,33,22,0.603726,0.125699,1.4852180000000001,0.13192599999999996,0.00287252748112585,0.7599562901878435,4.7621931523172565,0.0,4.545729827211927,0.20618656830013643,0.055737057884566975,1.4730760000000003
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,1,left,touchdown,left,roll,1777514594.977654,4,39.99757766723633,0.17089549403072463,15,11,0.054474999999999996,0.17936943,0.13816,0.17936943,0.007724057209301992,1.8688360857456965,0.0,0.0,9.091459654423854,0.4174299421614542,0.014810492694715119,0.22962596999999996
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,1,left,touchdown,left,pitch,1777514594.977654,4,39.99757766723633,-0.33869463236717656,15,11,0.48253729999999995,0.1771119,0.4825373,0.1771119,0.007376889986553559,1.8255576421819408,0.0,0.0,9.091459654423854,0.22790892060632467,0.05217424292404466,0.48100240000000005
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,1,left,touchdown,right,roll,1777514594.977654,4,39.99757766723633,0.703915986563455,15,11,0.0300908,0.08774199999999999,0.0643901,0.1044589,0.00703972746450798,1.1817028144298798,10.000605619866239,0.0,9.091459654423854,0.04523267805750215,0.006342010396071107,0.0788514
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,1,left,touchdown,right,pitch,1777514594.977654,0,0.0,-0.6168266495006034,15,15,0.19423500000000002,0.06528899999999999,0.37187600000000004,0.12935399999999997,0.005522402248756794,1.0101642987145134,7.143289728475885,0.0,6.66707041324416,0.10849287831312554,0.020936824362904935,0.44737600000000005
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,2,right,swing,left,roll,1777514595.167746,5,49.99697208404541,0.30415703975233715,32,27,0.274478,0.24924020000000002,0.9524400000000004,0.3176582,0.005457704193225034,1.4020052807159524,7.692773553743261,3.8463867768716304,3.703928007357866,0.3886111608116625,0.04006047688681524,0.9875975400000002
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,2,right,swing,left,pitch,1777514595.167746,7,69.99576091766357,0.1707901924935812,32,25,0.5064501,0.27226006999999997,1.0323785,0.27343506999999995,0.0023568376078330153,1.3433726010808484,4.1669190082776,4.1669190082776,4.000242247946495,0.13807164754635262,0.03634104317429085,1.00325755
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,2,right,swing,right,roll,1777514595.167746,0,0.0,0.0944036866317787,32,32,0.388482,0.16652899999999998,1.07942816,0.32689559999999995,0.005620022141080726,1.3657975272274074,12.904007251440309,9.67800543858023,3.1251892562081998,0.07268874819126271,0.05675972727529671,1.2109981399999998
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,2,right,swing,right,pitch,1777514595.167746,1,9.999394416809082,0.36053558590460344,32,31,0.4301992,0.3287339,1.1002252000000001,0.47929190000000005,0.016234922543575024,2.407913290083959,3.33353520662208,0.0,3.226001812860077,0.10840314388353854,0.05114978730200371,1.2638633000000004
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,2,right,touchdown,left,roll,1777514595.167746,4,39.99757766723633,0.06437967023517932,15,11,0.191293,0.26618200000000003,0.34017611999999997,0.2661819999999999,0.012388779608236642,2.9501186537047794,0.0,0.0,9.091459654423854,0.10856904640754775,0.036092984863867486,0.4167640399999999
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,2,right,touchdown,left,pitch,1777514595.167746,0,0.0,0.37825537797395636,15,15,0.549571,0.16236199999999998,1.1283290000000004,0.16236199999999995,0.003279840057358263,1.3359769580029817,0.0,0.0,6.66707041324416,0.17409776407620328,0.08906240699689719,1.1585990000000002
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,2,right,touchdown,right,roll,1777514595.167746,4,39.99757766723633,0.4871215539242658,15,11,0.717203,0.0571785,1.794867,0.06050750000000001,0.0039165486517361405,0.7114681133869697,30.001816859598716,30.001816859598716,9.091459654423854,0.2606556325737135,0.15013363790445836,1.7518219
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,2,right,touchdown,right,pitch,1777514595.167746,4,39.99757766723633,0.09687926028008997,15,11,0.4301992,0.0342207,0.4301992,0.0596773,0.004328186204587591,0.6982601563369164,10.000605619866239,10.000605619866239,9.091459654423854,0.44687638473787133,0.09036390692062031,0.4665185
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,3,left,swing,left,roll,1777514595.4575558,9,89.99454975128174,0.2320712409555023,33,24,0.191293,0.348932,0.42924155999999997,0.5534947100000001,0.011437329091215176,2.7183446898838906,8.696178799883686,8.696178799883686,4.1669190082776,0.14746319988443088,0.027177337534227908,0.8259950699999998
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,3,left,swing,left,pitch,1777514595.4575558,17,169.9897050857544,0.09624711785559205,33,16,0.549571,0.251707,1.8082416000000001,0.251707,0.0052162353267509965,1.7418772691005728,0.0,0.0,6.2503785124163995,0.11266842045887347,0.10900053399616151,1.7675966
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,3,left,swing,right,roll,1777514595.4575558,1,9.999394416809082,0.23914221367843572,33,32,0.734138,0.0891447,2.9167559999999995,0.14203580000000005,0.0047544620406148284,0.6663277833691537,29.034016315740693,29.034016315740693,3.1251892562081998,0.2145977954334282,0.09946950291247635,2.854244000000001
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,3,left,swing,right,pitch,1777514595.4575558,3,29.998183250427246,0.22042239045424694,33,30,0.4301992,0.1619484,0.8603984,0.2784169,0.014832533156054071,1.868236657586934,10.3454540895168,6.896969393011199,3.33353520662208,0.4431370774263546,0.0651524372931671,1.0204545000000003
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,3,left,touchdown,left,roll,1777514595.4575558,2,19.998788833618164,0.5725235560505263,15,13,0.5900991999999999,0.484638,0.65643578,0.5543359999999999,0.024067535965954217,5.258378187017603,8.3338380165552,8.3338380165552,7.692773553743261,0.46190786939977335,0.04261723363645985,1.0050392000000001
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,3,left,touchdown,left,pitch,1777514595.4575558,4,39.99757766723633,0.16818924311452083,15,11,0.19776099999999996,0.428673,0.35072,0.428673,0.02080064529736103,4.4832207297184405,0.0,0.0,9.091459654423854,0.31893123082345065,0.04357621894021757,0.6475387999999999
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,3,left,touchdown,right,roll,1777514595.4575558,4,39.99757766723633,-0.013981923211044833,15,11,0.607461,0.1463755,1.3749529800000002,0.1463755,0.011015572979412584,1.7906153373747649,0.0,0.0,9.091459654423854,0.23688419863143348,0.11277187450186395,1.3442764
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,3,left,touchdown,right,pitch,1777514595.4575558,4,39.99757766723633,0.5370817925424989,15,11,0.21822599999999998,0.045812099999999994,0.21822599999999998,0.07786536,0.00601649923062557,0.9674108873086059,10.000605619866239,10.000605619866239,9.091459654423854,0.38153433670820874,0.046101125933455445,0.27216483999999985
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,4,right,swing,left,roll,1777514595.8776815,10,99.99394416809082,0.23737464910389025,34,24,0.747939,0.296573,1.2215650000000002,0.39324349999999997,0.009417874525525428,2.328471524367814,13.04426819982553,13.04426819982553,4.1669190082776,0.2995371666941287,0.043210890183357394,0.9887187000000002
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,4,right,swing,left,pitch,1777514595.8776815,5,49.99697208404541,0.30380981840718235,34,29,0.275981,0.1806002,0.34540799999999994,0.25120800000000004,0.003760139336456498,0.9928208889257962,7.143289728475885,3.5716448642379426,3.4484846965055995,0.45891080617081564,0.027509499667468355,0.5466265999999999
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,4,right,swing,right,roll,1777514595.8776815,17,169.9897050857544,0.08611204354653539,34,17,0.110126,0.11416100000000001,0.37771670000000007,0.23318589999999997,0.01128999866704487,1.695275710109155,12.500757024832799,6.2503785124163995,5.882709188156611,0.1171243574089793,0.02342695417453402,0.39799054399999995
