dataset,case_label,diag_csv,step_index,touchdown_side,window,side,axis,touchdown_time_sec,lag_samples,lag_ms,corr,raw_sample_count,aligned_sample_count,target_range_rad,joint_range_rad,target_path_rad,joint_path_rad,joint_hp_rms_rad,joint_vel_rms_radps,joint_direction_change_rate_hz,joint_extrema_rate_hz,joint_dominant_freq_hz,aligned_tracking_err_rms_rad,aligned_tracking_err_hp_rms_rad,aligned_tracking_err_path_rad
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,4,right,swing,right,pitch,1777514595.8776815,20,199.98788833618164,0.5223217836278112,34,14,0.2661557,0.140385,0.40831639999999997,0.146458,0.004574034428859147,1.2848200638434049,7.692773553743261,0.0,7.143289728475885,0.117368807218738,0.023650967989680253,0.3174044
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,4,right,touchdown,left,roll,1777514595.8776815,3,29.998183250427246,0.10368258462128707,15,12,0.1069893,0.376209,0.2521770000000001,0.381506,0.02042679583331879,4.09589937607704,9.091459654423854,9.091459654423854,8.3338380165552,0.14900548230809701,0.03244641675952476,0.5620186199999999
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,4,right,touchdown,left,pitch,1777514595.8776815,4,39.99757766723633,-0.11301359238465328,15,11,0.134878,0.2782621,0.387364,0.2782621,0.015352043697983672,3.0785803356379735,0.0,0.0,9.091459654423854,0.24956325980792898,0.04124759466344308,0.5236088600000002
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,4,right,touchdown,right,roll,1777514595.8776815,0,0.0,0.3211751466970609,15,15,0.567883,0.0727389,1.9911650000000003,0.16706559199999998,0.012366138401539162,1.5386596693656607,35.716448642379426,35.716448642379426,6.66707041324416,0.27459097552064204,0.1325547125587418,1.9638870919999998
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,4,right,touchdown,right,pitch,1777514595.8776815,0,0.0,0.20179650916180705,15,15,0.5874459999999999,0.17611670000000001,1.59739166,0.17613269999999998,0.006332224440376982,1.4693240441074205,0.0,0.0,6.66707041324416,0.17036035433719762,0.10826531085019521,1.56723096
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,5,left,swing,left,roll,1777514596.3676941,4,39.99757766723633,0.29171707192638413,32,28,0.6070921,0.338056,1.4958835999999998,0.6349670000000002,0.013939258044223147,2.7498053179873745,3.703928007357866,3.703928007357866,3.5716448642379426,0.26830608574549614,0.05082726732997568,1.5471148000000001
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,5,left,swing,left,pitch,1777514596.3676941,5,49.99697208404541,0.309065372024231,32,27,0.4837622,0.7241470000000001,1.2794773999999998,0.9090395000000001,0.013707562260908282,4.6869124879899005,7.692773553743261,7.692773553743261,3.703928007357866,0.3157864236926644,0.05819634735016807,1.65169704
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,5,left,swing,right,roll,1777514596.3676941,8,79.99515533447266,0.7676216749780554,32,24,0.6051567,0.0915672,0.7808499199999999,0.1302646,0.00398267865568796,0.847277507566097,39.132804599476586,39.132804599476586,4.1669190082776,0.23840851025060625,0.019280799355206844,0.7049567200000003
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,5,left,swing,right,pitch,1777514596.3676941,9,89.99454975128174,0.2546656362117523,32,23,0.532969,0.4440253,1.136327,0.45624430000000005,0.007846867125568603,2.4794884827668575,9.091459654423854,4.545729827211927,4.348089399941843,0.1287635598992288,0.06492374535838895,1.2970657
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,5,left,touchdown,left,roll,1777514596.3676941,0,0.0,0.7617899899670232,15,15,0.199065,0.1016147,0.26443099999999997,0.1410847,0.00587551536886105,1.1731602691129437,7.143289728475885,7.143289728475885,6.66707041324416,0.19824865674905845,0.011082560717436506,0.19138169999999993
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,5,left,touchdown,left,pitch,1777514596.3676941,0,0.0,0.0,15,15,0.0,0.0403018,0.0,0.0441744,0.0020169350920146126,0.4036676040683654,14.28657945695177,7.143289728475885,6.66707041324416,0.3577068778238284,0.0020169350920146013,0.04417439999999995
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,5,left,touchdown,right,roll,1777514596.3676941,3,29.998183250427246,0.41958569953720876,15,12,0.0618569,0.0346269,0.0668361,0.05132369999999999,0.0030429615560107716,0.5110396735764595,9.091459654423854,9.091459654423854,8.3338380165552,0.036885127953502815,0.003243009108916008,0.08030109999999997
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,5,left,touchdown,right,pitch,1777514596.3676941,3,29.998183250427246,0.09352554657925051,15,12,0.02338800000000002,0.19011099999999997,0.0668800000000001,0.19733499999999998,0.011722591967525064,2.1357937393615063,9.091459654423854,9.091459654423854,8.3338380165552,0.2114361308679684,0.013580250257158753,0.2121550000000001
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,6,right,swing,left,roll,1777514596.5476913,1,9.999394416809082,0.33402029954955653,32,31,0.5735734,0.22273,1.3443824,0.4340165999999999,0.008300788759670519,1.6657645907875387,3.33353520662208,3.33353520662208,3.226001812860077,0.2725840953838039,0.04177029859691897,1.1263166
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,6,right,swing,left,pitch,1777514596.5476913,0,0.0,0.34043528851156263,32,32,0.07649499999999998,0.21640310000000001,0.07649499999999998,0.25990599999999997,0.005907551324695937,1.2098063946165665,12.904007251440309,9.67800543858023,3.1251892562081998,0.3965630123941683,0.009696578473660313,0.3080178
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,6,right,swing,right,roll,1777514596.5476913,8,79.99515533447266,0.32509735616916574,32,24,0.0720316,0.1296632,0.23919852000000003,0.1815412,0.00649284433468461,1.1385153667015462,26.08853639965106,26.08853639965106,4.1669190082776,0.020499644723295716,0.010614778118009335,0.25738132
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,6,right,swing,right,pitch,1777514596.5476913,18,179.98909950256348,0.3403142720233326,32,14,0.095525,0.379371,0.2691240000000001,0.379371,0.012274659876128658,3.1101225012684854,0.0,0.0,7.143289728475885,0.13219215503900805,0.02026021996499545,0.3630209999999999
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,6,right,touchdown,left,roll,1777514596.5476913,0,0.0,0.3622340956014197,15,15,0.2188161,0.056312600000000004,0.5397335,0.13357708000000001,0.009065939399281282,1.1513067196776412,21.429869185427656,21.429869185427656,13.33414082648832,0.040258840753158324,0.03549086992104275,0.5006124060000001
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,6,right,touchdown,left,pitch,1777514596.5476913,1,9.999394416809082,0.41508346351432024,15,14,0.20771699999999998,0.10923568,0.4255379999999999,0.17354835999999998,0.009043834441285783,1.4841684189585245,7.692773553743261,7.692773553743261,7.143289728475885,0.27578088802780354,0.02867610527322909,0.43641080000000004
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,6,right,touchdown,right,roll,1777514596.5476913,2,19.998788833618164,0.11356695309893283,15,13,0.2459882,0.07098476999999999,0.9627125,0.12415904000000001,0.007259935209376868,1.2478397347396024,25.001514049665598,25.001514049665598,7.692773553743261,0.08056124183349198,0.07595738316176145,0.9260667999999999
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,6,right,touchdown,right,pitch,1777514596.5476913,3,29.998183250427246,0.08207226841356262,15,12,0.20942899999999998,0.3162174,0.525925,0.31621740000000004,0.022349953291663453,3.832720690889503,0.0,0.0,8.3338380165552,0.5226638447266065,0.059685531572464576,0.7149404000000001
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,1,left,swing,left,roll,1777514825.9877677,2,19.999980926513672,0.5531452569196997,33,31,0.5140353,0.342381,0.8981671299999997,0.653675,0.010509767305148998,2.7797757817148563,13.333346049003012,13.333346049003012,3.2258095279845995,0.2141030292202789,0.02539448113858798,0.95288449
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,1,left,swing,left,pitch,1777514825.9877677,5,49.99995231628418,0.2260017015557096,33,28,0.6513,0.532804,1.9226864,0.790277,0.009480089662641284,3.303833204283872,3.70370723583417,3.70370723583417,3.571431977411521,0.2555969078358756,0.09898374496194674,2.1535334
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,1,left,swing,right,roll,1777514825.9877677,19,189.99981880187988,1.1483811976144365,33,14,0.4255491,0.0971939,0.49246510000000004,0.17154805,0.009368387754407603,1.5527766567271268,7.6923150282709685,7.6923150282709685,7.142863954823042,0.2654838943238858,0.023222458902049443,0.4469897300000001
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,1,left,swing,right,pitch,1777514825.9877677,11,109.9998950958252,0.7159473801876219,33,22,0.76,0.25149199999999994,1.7142861999999996,0.309513,0.007018164298767515,1.7878700368601228,4.761909303215361,4.761909303215361,4.545458880341936,0.2443434663134895,0.06053111199135363,1.6882071999999995
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,1,left,touchdown,left,roll,1777514825.9877677,2,19.999980926513672,0.9748716396662651,15,13,0.19670900000000002,0.21192699999999998,0.2537710000000001,0.296598,0.013145722755672128,2.6547005380850397,8.333341280626883,8.333341280626883,7.6923150282709685,0.21163230679739,0.012648905958005455,0.323965
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,1,left,touchdown,left,pitch,1777514825.9877677,0,0.0,0.0,15,15,0.0,0.138785,0.0,0.148135,0.007861736384555304,1.372769817128705,7.142863954823042,7.142863954823042,6.666673024501506,0.2629973757803171,0.007861736384555298,0.148135
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,1,left,touchdown,right,roll,1777514825.9877677,4,39.999961853027344,0.48125077845049563,15,11,0.052220920000000004,0.1526587,0.06424942,0.23888489999999998,0.019474481100908613,2.8207444420456427,10.000009536752259,10.000009536752259,9.090917760683872,0.10899003903687446,0.01871182041618718,0.20674968000000005
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,1,left,touchdown,right,pitch,1777514825.9877677,3,29.999971389770508,-0.08293622595171776,15,12,0.10821299999999998,0.07088899999999998,0.19436199999999998,0.10019,0.006614409596346498,1.0195027168884085,9.090917760683872,0.0,8.333341280626883,0.14385295949597282,0.015584757104538195,0.23885799999999985
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,swing,left,roll,1777514826.1375866,1,9.999990463256836,0.5736410411925303,33,32,0.37282400000000004,0.463115,1.10135,0.7402040000000001,0.01743596649115185,2.9953688043113464,16.129047639922998,16.129047639922998,6.250005960470162,0.24658039963583125,0.025731782081283287,1.0845684
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,swing,left,pitch,1777514826.1375866,5,49.99995231628418,0.3086653215076136,33,28,0.6513,0.343708,1.5558674,0.46495580000000003,0.009898370598703457,2.1866550201018935,7.40741447166834,7.40741447166834,3.571431977411521,0.2934878222562017,0.10169529436531638,1.6653272
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,swing,right,roll,1777514826.1375866,9,89.99991416931152,0.36420314129724607,33,24,0.11479140000000002,0.26480360000000003,0.30187786,0.5570902000000001,0.01469936351160014,2.9139178771143746,8.695660466741094,8.695660466741094,4.166670640313441,0.0808017328719595,0.015545039636214076,0.5924136600000001
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,swing,right,pitch,1777514826.1375866,15,149.99985694885254,0.705625745650884,33,18,0.4991098,0.126633,0.7355828,0.235576,0.009283510212249518,1.5917902056214872,5.882358551030741,0.0,5.555560853751255,0.14802293378941128,0.04751779616900524,0.6919488
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,left,roll,1777514826.1375866,4,39.999961853027344,0.7486117113423056,16,12,0.2545884,0.2628816,0.4529555,0.5031184000000001,0.03213446091971338,5.018629790838327,9.090917760683872,9.090917760683872,8.333341280626883,0.14576075245817632,0.030507081497484205,0.372680686
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,left,pitch,1777514826.1375866,4,39.999961853027344,0.35228848432579146,16,12,0.25323399999999996,0.11084639999999998,0.6791159999999998,0.15938979999999997,0.010129623725585167,1.6270452458322675,9.090917760683872,9.090917760683872,8.333341280626883,0.18223708034041122,0.05116926917871602,0.6612736
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,right,roll,1777514826.1375866,5,49.99995231628418,0.03240544886482219,16,11,0.458578,0.1698805,0.9820110999999998,0.2983557,0.02220656995469933,3.405932835771705,10.000009536752259,10.000009536752259,9.090917760683872,0.1786843237505134,0.10662316663698662,1.1155115999999998
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,right,pitch,1777514826.1375866,0,0.0,0.0,16,16,0.0,0.5873360000000001,0.0,0.587336,0.013287815079924931,4.803498866674273,0.0,0.0,6.250005960470162,0.4328943443884929,0.013287815079924945,0.587336
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,left,roll,1777514826.4476342,4,39.999961853027344,0.04992758446381142,32,28,0.1320844,0.5853079999999999,0.462485091,1.1939409999999997,0.018009214379869323,4.912097752727973,7.40741447166834,3.70370723583417,3.571431977411521,0.19860348678532772,0.01850024726905142,1.2572594769999998
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,left,pitch,1777514826.4476342,4,39.999961853027344,0.16982169557001653,32,28,0.214353,0.3872934,0.867061,0.5286297999999998,0.007025723283370421,2.157515187262075,7.40741447166834,3.70370723583417,3.571431977411521,0.1214830492609933,0.037771070038362824,1.0309046000000002
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,right,roll,1777514826.4476342,9,89.99991416931152,0.1821140152734502,32,23,0.458578,0.0922974,1.5823451999999996,0.15840770000000004,0.009294254475652916,1.2254514515552184,13.636376641025807,9.090917760683872,8.695660466741094,0.1766436004217588,0.08120755894182481,1.5381712200000002
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,right,pitch,1777514826.4476342,0,0.0,0.0,32,32,0.0,0.5548109999999999,0.0,0.5809039999999999,0.011981764081739725,3.3105519596184165,3.2258095279845995,3.2258095279845995,3.125002980235081,0.551888948223641,0.011981764081739735,0.5809040000000002
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,touchdown,left,roll,1777514826.4476342,0,0.0,0.26091993283709086,15,15,0.5866757,0.498284,0.9589567,0.5130839999999999,0.021804540169267868,5.395492107760897,14.285727909646084,14.285727909646084,6.666673024501506,0.3320208907991403,0.058624193426896336,0.9223089000000002
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,touchdown,left,pitch,1777514826.4476342,0,0.0,0.0,15,15,0.0,0.3353762,0.0,0.3431604,0.009923645340987289,2.9594440044972408,14.285727909646084,7.142863954823042,6.666673024501506,0.2734408619023609,0.009923645340987278,0.34316040000000003
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,touchdown,right,roll,1777514826.4476342,0,0.0,-0.22727960841124903,15,15,0.5044051,0.3338954,1.3520222,0.33389539999999995,0.013168071809977607,2.974535914118069,0.0,0.0,6.666673024501506,0.19315605079466283,0.0937064231363197,1.5377728799999997
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,touchdown,right,pitch,1777514826.4476342,1,9.999990463256836,0.04863440627794477,15,14,0.24437299999999998,0.44322700000000004,0.6861220000000001,0.44323,0.01695535523012294,3.9622868436456273,0.0,0.0,7.142863954823042,0.44058626824440245,0.06404356269645375,0.9463485999999999
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,4,right,swing,left,roll,1777514826.837477,14,139.9998664855957,0.37951851987998625,34,20,0.6277192699999999,0.2540518,0.9661830699999999,0.29671741999999995,0.007343641979990997,2.0533944910878983,10.526325828160273,5.263162914080136,5.0000047683761295,0.27937663100779525,0.03761381296487853,0.83301927
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,4,right,swing,left,pitch,1777514826.837477,1,9.999990463256836,0.038537049706623194,34,33,0.278653,0.0895672,0.344122,0.1254288,0.00256378759242577,0.5135575603934263,12.500011920940324,6.250005960470162,3.030305920227957,0.36631770357037974,0.027562738298241136,0.45769859999999996
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,4,right,swing,right,roll,1777514826.837477,11,109.9998950958252,1.1824138210277055,34,23,0.4656193,0.323489,0.6730422999999998,0.323489,0.049884681886318,6.8968152306315575,0.0,0.0,17.391320933482188,0.06650277438832823,0.020478918705977085,0.4819693000000001
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,4,right,swing,right,pitch,1777514826.837477,10,99.99990463256836,0.44540667150995616,34,24,0.23313399999999998,0.521023,0.612875,0.5848880000000001,0.07712507856887055,10.945402654373847,4.347830233370547,4.347830233370547,4.166670640313441,0.23146325325533137,0.06752292891043404,1.0779410000000003
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,4,right,touchdown,left,roll,1777514826.837477,4,39.999961853027344,0.12368519501851942,15,11,0.29339550000000003,0.1074224,0.7699634999999999,0.10742240000000002,0.005914443302866575,1.1643405610517128,0.0,0.0,9.090917760683872,0.0860479397215073,0.07528626508515855,0.7623547800000001
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,4,right,touchdown,left,pitch,1777514826.837477,3,29.999971389770508,-0.07208134939400174,15,12,0.174396,0.22113829999999998,0.46722199999999997,0.22310909999999998,0.011876158882362327,2.347746368929034,9.090917760683872,9.090917760683872,8.333341280626883,0.1964808088816996,0.0338392317068583,0.4436554200000001
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,4,right,touchdown,right,roll,1777514826.837477,0,0.0,0.0,15,15,0.3267559,0.0,1.02644196,0.0,0.0,0.0,0.0,0.0,nan,0.15119441236495415,0.07320528623219585,1.02644196
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,4,right,touchdown,right,pitch,1777514826.837477,0,0.0,0.0,15,15,0.4749598,0.0,1.5723038,0.0,0.0,0.0,0.0,0.0,nan,0.2607649213471006,0.11082575622757347,1.5723038
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,5,left,swing,left,roll,1777514827.2476904,0,0.0,0.3730995415826008,32,32,0.64923845,0.202189,0.78552515,0.4031985999999999,0.005478698641006982,1.482143684862415,6.451619055969199,6.451619055969199,3.125002980235081,0.1996811705407039,0.026955860684949227,0.87066747
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,5,left,swing,left,pitch,1777514827.2476904,0,0.0,0.31134309005004995,32,32,0.730898,0.35165,0.9827800000000001,0.5584389999999999,0.008658815341390154,2.173395511478933,3.2258095279845995,3.2258095279845995,3.125002980235081,0.25094929895181267,0.032477789702652665,1.114011
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,5,left,swing,right,roll,1777514827.2476904,0,0.0,0.0,32,32,0.619163,0.0,1.72585464,0.0,0.0,0.0,0.0,0.0,nan,0.285807001476043,0.05665417825847609,1.72585464
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,5,left,swing,right,pitch,1777514827.2476904,0,0.0,0.0,32,32,0.579125,0.0,0.9993353999999999,0.0,0.0,0.0,0.0,0.0,nan,0.32493787173507466,0.06449709989207683,0.9993353999999999
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,5,left,touchdown,left,roll,1777514827.2476904,5,49.99995231628418,0.18347265816700048,16,11,0.12463199999999997,0.1622402,0.12463199999999997,0.1666142,0.009672438411072886,2.0087898541906997,10.000009536752259,0.0,9.090917760683872,0.4404202095694365,0.022002594886450785,0.21765360000000006
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,5,left,touchdown,left,pitch,1777514827.2476904,1,9.999990463256836,0.27351892539440026,16,15,0.04694699999999996,0.117647,0.04694699999999996,0.13026700000000002,0.003940463504326098,1.1003450744700005,7.142863954823042,7.142863954823042,6.666673024501506,0.6678194503831106,0.007209488915348787,0.15619800000000006
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,5,left,touchdown,right,roll,1777514827.2476904,0,0.0,0.0,16,16,0.08126177000000001,0.0,0.15793516999999996,0.0,0.0,0.0,0.0,0.0,nan,0.05560743932632738,0.016523910503197355,0.15793516999999996
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,5,left,touchdown,right,pitch,1777514827.2476904,0,0.0,0.0,16,16,0.76,0.0,1.003145,0.0,0.0,0.0,0.0,0.0,nan,0.3674671137784951,0.1026742863867684,1.003145
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,6,right,swing,left,roll,1777514827.4775395,8,79.99992370605469,0.765663756975321,33,25,0.5965457000000001,0.1918155,0.8783469,0.31699449999999996,0.0077012886409547595,1.6882366621225378,4.166670640313441,0.0,4.000003814700904,0.34594484337917397,0.03209980140420934,0.7697538000000003
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,6,right,swing,left,pitch,1777514827.4775395,0,0.0,0.18776965265003023,33,33,0.682447,0.128589,1.3986499999999997,0.28552900000000003,0.0071027218188873505,1.248113144030974,6.250005960470162,3.125002980235081,3.030305920227957,0.5024356812334315,0.03567555083185997,1.475311
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,6,right,swing,right,roll,1777514827.4775395,0,0.0,0.0,33,33,0.665224,0.0,1.4748187400000001,0.0,0.0,0.0,0.0,0.0,nan,0.1638676150694283,0.053161910900375746,1.4748187400000001
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,6,right,swing,right,pitch,1777514827.4775395,0,0.0,0.0,33,33,0.76,0.0,1.5199999999999998,0.0,0.0,0.0,0.0,0.0,nan,0.34989615561545434,0.06366644747324349,1.5199999999999998
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,6,right,touchdown,left,roll,1777514827.4775395,1,9.999990463256836,0.07230536809866793,15,14,0.3174779,0.1909955,0.6804208000000002,0.22994165000000003,0.01145152088798486,2.201618185642153,7.6923150282709685,7.6923150282709685,7.142863954823042,0.10175095377126256,0.06852491455340427,0.7230836500000001
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,6,right,touchdown,left,pitch,1777514827.4775395,0,0.0,0.06999815627568672,15,15,0.396226349,0.211005,1.006150698,0.211005,0.004547858084508941,1.696594164208814,0.0,0.0,6.666673024501506,0.14668668631463908,0.09281086354575309,0.988603698
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,6,right,touchdown,right,roll,1777514827.4775395,0,0.0,0.0,15,15,0.8429530000000001,0.0,1.502718,0.0,0.0,0.0,0.0,0.0,nan,0.35678912772243127,0.1344446404957399,1.502718
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,6,right,touchdown,right,pitch,1777514827.4775395,0,0.0,0.0,15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.35000000000000003,2.0269806481627057e-17,0.0
real,40/0.8 all_ankles,t27_tracking_lag_b1_diag_20260430_101404.csv,1,left,swing,left,roll,1777515244.5889251,1,9.99903678894043,0.5232983848516352,33,32,0.5533677,0.1828801,0.9481062999999998,0.29927979999999993,0.006114572928076238,1.32007473342572,19.356703168734313,9.678351584367157,3.1253010324518944,0.26777607220956195,0.027444987904004025,0.8988835000000002
real,40/0.8 all_ankles,t27_tracking_lag_b1_diag_20260430_101404.csv,1,left,swing,left,pitch,1777515244.5889251,20,199.9807357788086,0.0729942397404489,33,13,0.15812899999999996,0.02204700000000001,0.16761099999999995,0.038716000000000014,0.002489570383255662,0.3866948710535242,16.66827217307677,0.0,7.693048695266202,0.20920322887804577,0.009785643809661824,0.16963099999999998
real,40/0.8 all_ankles,t27_tracking_lag_b1_diag_20260430_101404.csv,1,left,swing,right,roll,1777515244.5889251,0,0.0,0.4224210292513244,33,33,0.4077027,0.0791876,0.6104480999999999,0.12102709000000003,0.0025455289648638594,0.4942613958506638,25.002408259615155,15.626505162259472,3.030594940559413,0.10455981406673892,0.014502636576042456,0.5395837940000002
real,40/0.8 all_ankles,t27_tracking_lag_b1_diag_20260430_101404.csv,1,left,swing,right,pitch,1777515244.5889251,13,129.9874782562256,0.6331018217514117,33,20,0.3898985,0.08293700000000001,0.9944244,0.08501500000000001,0.003072897509811471,0.6031150591205172,5.263664896761085,5.263664896761085,5.000481651923031,0.1496354148725361,0.04813261531194018,0.9882674
real,40/0.8 all_ankles,t27_tracking_lag_b1_diag_20260430_101404.csv,1,left,touchdown,left,roll,1777515244.5889251,0,0.0,0.9075878232441517,15,15,0.165088,0.1339498,0.21456000000000008,0.13948979999999997,0.003582373481811769,1.092959613183419,7.1435452170329015,0.0,6.667308869230708,0.2691884428986802,0.015061942752295441,0.28917380000000004
real,40/0.8 all_ankles,t27_tracking_lag_b1_diag_20260430_101404.csv,1,left,touchdown,left,pitch,1777515244.5889251,4,39.99614715576172,0.24605276839965776,15,11,0.187988,0.12448800000000002,0.321705,0.12448800000000002,0.005282476003934759,1.2600598926721542,0.0,0.0,9.091784821678239,0.14168467125082565,0.030316057037116102,0.3460610000000001
real,40/0.8 all_ankles,t27_tracking_lag_b1_diag_20260430_101404.csv,1,left,touchdown,right,roll,1777515244.5889251,2,19.99807357788086,0.47529070563488013,15,13,0.035745,0.029432700000000003,0.061364699999999994,0.03848220000000001,0.0024520089513602626,0.3763176993335872,25.002408259615155,25.002408259615155,7.693048695266202,0.016132065033295073,0.0035601840175320735,0.05943190000000001
real,40/0.8 all_ankles,t27_tracking_lag_b1_diag_20260430_101404.csv,1,left,touchdown,right,pitch,1777515244.5889251,4,39.99614715576172,-0.667597115449823,15,11,0.130097,0.076125,0.197403,0.100493,0.0068793936319146804,1.112793326765474,10.000963303846062,10.000963303846062,9.091784821678239,0.09399807642277486,0.02079370966824578,0.27940999999999994
real,40/0.8 all_ankles,t27_tracking_lag_b1_diag_20260430_101404.csv,2,right,swing,left,roll,1777515244.758935,1,9.99903678894043,0.5989443052308056,33,32,0.4754162,0.1881611,0.9126642,0.3194243,0.007931948469410663,1.3657521443700373,12.90446877915621,6.452234389578105,3.1253010324518944,0.3037639540235281,0.019725340577700465,0.8481975
real,40/0.8 all_ankles,t27_tracking_lag_b1_diag_20260430_101404.csv,2,right,swing,left,pitch,1777515244.758935,5,49.99518394470215,0.28405083211081655,33,28,0.525886,0.16796999999999998,1.4195265999999997,0.19855599999999995,0.0031531169396722372,0.884748570034087,7.408120965811898,3.704060482905949,3.5717726085164507,0.18366209687909205,0.03825203366010794,1.4255785999999997
