dataset,case_label,kp_case,ankle_kp,ankle_kd,diag_csv,step_index,touchdown_side,window,role,side,joint,sample_count,duration_sec,target_direction_change_rate_hz,joint_direction_change_rate_hz,target_dominant_freq_hz,joint_dominant_freq_hz,target_extrema_rate_hz,joint_extrema_rate_hz,target_range_rad,joint_range_rad,target_path_rad,joint_path_rad,target_path_rate_radps,joint_path_rate_radps,tracking_err_rms_rad
real,35/0.5 all_ankles,kp35_kd0.5,35.0,0.5,t27_tracking_lag_b1_diag_20260430_100705.csv,5,left,swing,event_leg,left,ankle_pitch,32,0.3100547790527344,32.258095279845996,3.2258095279845995,3.125002980235081,3.125002980235081,29.032285751861398,3.2258095279845995,0.730898,0.35165,0.9827800000000001,0.5584389999999999,3.170261087912705,1.8014178469981916,0.25094929895181267
real,35/0.5 all_ankles,kp35_kd0.5,35.0,0.5,t27_tracking_lag_b1_diag_20260430_100705.csv,5,left,swing,event_leg,left,ankle_roll,32,0.3100547790527344,25.806476223876796,6.451619055969199,3.125002980235081,3.125002980235081,25.806476223876796,6.451619055969199,0.64923845,0.202189,0.78552515,0.4031985999999999,2.533954513341532,1.3006418855500512,0.1996811705407039
real,35/0.5 all_ankles,kp35_kd0.5,35.0,0.5,t27_tracking_lag_b1_diag_20260430_100705.csv,5,left,swing,event_leg,left,knee_pitch,32,0.3100547790527344,29.032285751861398,6.451619055969199,3.125002980235081,3.125002980235081,29.032285751861398,6.451619055969199,0.533787,0.692215,1.487859,1.029308,4.799549738497639,3.320351553630772,0.3708683384199506
real,35/0.5 all_ankles,kp35_kd0.5,35.0,0.5,t27_tracking_lag_b1_diag_20260430_100705.csv,5,left,swing,event_leg,left,hip_pitch,32,0.3100547790527344,38.7097143358152,0.0,3.125002980235081,3.125002980235081,38.7097143358152,0.0,2.00346,0.36892800000000003,3.529775,0.36892800000000003,11.38638182664184,1.1900914575403025,0.4107242646080747
real,35/0.5 all_ankles,kp35_kd0.5,35.0,0.5,t27_tracking_lag_b1_diag_20260430_100705.csv,5,left,swing,event_leg,left,hip_roll,32,0.3100547790527344,6.451619055969199,9.6774285839538,3.125002980235081,3.125002980235081,3.2258095279845995,0.0,1.7,0.0847539,1.9716614000000001,0.12022840000000001,6.360204130079455,0.3878339182543437,0.5219603072765977
real,35/0.5 all_ankles,kp35_kd0.5,35.0,0.5,t27_tracking_lag_b1_diag_20260430_100705.csv,5,left,swing,opposite_leg,right,ankle_pitch,32,0.3100547790527344,3.2258095279845995,0.0,3.125002980235081,nan,0.0,0.0,0.579125,0.0,0.9993353999999999,0.0,3.223665654972301,0.0,0.32493787173507466
real,35/0.5 all_ankles,kp35_kd0.5,35.0,0.5,t27_tracking_lag_b1_diag_20260430_100705.csv,5,left,swing,opposite_leg,right,ankle_roll,32,0.3100547790527344,38.7097143358152,0.0,3.125002980235081,nan,38.7097143358152,0.0,0.619163,0.0,1.72585464,0.0,5.567278341628431,0.0,0.285807001476043
real,35/0.5 all_ankles,kp35_kd0.5,35.0,0.5,t27_tracking_lag_b1_diag_20260430_100705.csv,5,left,swing,opposite_leg,right,knee_pitch,32,0.3100547790527344,25.806476223876796,3.2258095279845995,3.125002980235081,3.125002980235081,22.580666695892198,0.0,1.119954,0.10469499999999993,1.4095,0.1852299999999999,4.5467785296942935,0.597516698868587,0.24208982691464445
real,35/0.5 all_ankles,kp35_kd0.5,35.0,0.5,t27_tracking_lag_b1_diag_20260430_100705.csv,5,left,swing,opposite_leg,right,hip_pitch,32,0.3100547790527344,41.935523863799794,0.0,3.125002980235081,3.125002980235081,41.935523863799794,0.0,2.915959,0.49299099999999996,4.944418400000001,0.49299100000000007,15.949751985062372,1.590295065010656,0.6794170973103949
real,35/0.5 all_ankles,kp35_kd0.5,35.0,0.5,t27_tracking_lag_b1_diag_20260430_100705.csv,5,left,swing,opposite_leg,right,hip_roll,32,0.3100547790527344,16.129047639922998,6.451619055969199,3.125002980235081,3.125002980235081,16.129047639922998,6.451619055969199,0.9519299999999999,0.03240590000000001,2.2054181400000004,0.06787980000000002,7.114258849202075,0.2189673055976891,0.4000717847930214
