dataset,case_label,ankle_kp,ankle_kd,diag_csv,step_index,stance_side,window,side,role,axis,stance_start_sec,stance_end_sec,duration_sec,sample_count,lag_ms,corr,target_range_rad,joint_range_rad,target_path_rad,joint_path_rad,joint_dominant_freq_hz,joint_direction_change_rate_hz,joint_extrema_rate_hz,tracking_err_rms_rad
real,40/0.8 all_ankles,40.0,0.8,t27_tracking_lag_b1_diag_20260430_101404.csv,6,right,stance,left,swing_leg,roll,1777515246.1591,1777515246.4788,0.3198,33,29.99,0.1602,0.43927,0.356426,1.591528,0.956279,6.0623,12.5034,12.5034,0.10625
sim,2504,25.0,0.4,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,1,left,stance,left,stance_leg,pitch,1778045946.0483,1778045946.7483,0.7,71,29.99,0.1428,0.229649,0.209072,0.68382,0.573461,1.4087,5.7152,5.7152,0.183622
sim,2504,25.0,0.4,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,1,left,stance,left,stance_leg,roll,1778045946.0483,1778045946.7483,0.7,71,10.0,0.1997,0.634513,0.154126,1.367793,0.347272,1.4087,14.2881,10.0017,0.26573
sim,2504,25.0,0.4,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,1,left,stance,right,swing_leg,pitch,1778045946.0483,1778045946.7483,0.7,71,20.0,0.0954,0.587473,0.135506,1.490972,0.412491,1.4087,8.5729,7.1441,0.169994
sim,2504,25.0,0.4,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,1,left,stance,right,swing_leg,roll,1778045946.0483,1778045946.7483,0.7,71,0.0,0.5425,0.39772,0.085604,1.075739,0.207164,1.4087,11.4305,10.0017,0.078561
sim,2504,25.0,0.4,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,2,left,stance,left,stance_leg,pitch,1778045946.7483,1778045946.9683,0.22,23,59.99,0.8957,0.741304,0.140416,1.444164,0.146402,4.3486,9.0924,9.0924,0.229077
sim,2504,25.0,0.4,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,2,left,stance,left,stance_leg,roll,1778045946.7483,1778045946.9683,0.22,23,199.97,1.0,0.468758,0.112121,0.551598,0.154818,4.3486,9.0924,9.0924,0.478433
sim,2504,25.0,0.4,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,2,left,stance,right,swing_leg,pitch,1778045946.7483,1778045946.9683,0.22,23,20.0,0.7175,0.21114,0.145404,0.525314,0.214147,4.3486,13.6387,13.6387,0.067629
sim,2504,25.0,0.4,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,2,left,stance,right,swing_leg,roll,1778045946.7483,1778045946.9683,0.22,23,199.97,1.0,0.352465,0.065486,0.54711,0.116484,4.3486,4.5462,4.5462,0.024086
sim,2504,25.0,0.4,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,3,right,stance,right,stance_leg,pitch,1778045946.9683,1778045947.4083,0.44,45,159.97,0.3671,0.76,0.18798,1.65979,0.272502,2.2226,6.8193,6.8193,0.268467
sim,2504,25.0,0.4,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,3,right,stance,right,stance_leg,roll,1778045946.9683,1778045947.4083,0.44,45,199.97,0.1817,0.358326,0.036479,0.970332,0.074816,2.2226,15.9118,15.9118,0.24422
sim,2504,25.0,0.4,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,3,right,stance,left,swing_leg,pitch,1778045946.9683,1778045947.4083,0.44,45,69.99,0.1734,0.292829,0.183152,1.058635,0.392085,2.2226,11.3655,9.0924,0.055304
sim,2504,25.0,0.4,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,3,right,stance,left,swing_leg,roll,1778045946.9683,1778045947.4083,0.44,45,29.99,0.0138,0.471591,0.072336,0.73089,0.133185,2.2226,11.3655,11.3655,0.180599
sim,2504,25.0,0.4,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,4,left,stance,left,stance_leg,pitch,1778045947.4083,1778045947.7683,0.36,37,199.97,0.4714,0.716426,0.17567,1.46429,0.398937,2.7032,11.113,11.113,0.483678
sim,2504,25.0,0.4,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,4,left,stance,left,stance_leg,roll,1778045947.4083,1778045947.7683,0.36,37,39.99,0.571,0.459534,0.118365,0.572606,0.23198,2.7032,13.8912,13.8912,0.279702
sim,2504,25.0,0.4,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,4,left,stance,right,swing_leg,pitch,1778045947.4083,1778045947.7683,0.36,37,199.97,0.5708,0.691345,0.218956,1.035185,0.370326,2.7032,2.7782,2.7782,0.132678
sim,2504,25.0,0.4,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,4,left,stance,right,swing_leg,roll,1778045947.4083,1778045947.7683,0.36,37,10.0,0.5021,0.451135,0.021151,1.169118,0.076886,2.7032,13.8912,13.8912,0.196291
sim,2504,25.0,0.4,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,5,right,stance,right,stance_leg,pitch,1778045947.7683,1778045948.0883,0.32,33,69.99,0.1337,0.76,0.140752,1.018511,0.29599,3.0308,15.6276,15.6276,0.632343
sim,2504,25.0,0.4,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,5,right,stance,right,stance_leg,roll,1778045947.7683,1778045948.0883,0.32,33,29.99,0.6401,0.414984,0.074785,0.560402,0.181564,6.0616,9.3766,9.3766,0.269594
sim,2504,25.0,0.4,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,5,right,stance,left,swing_leg,pitch,1778045947.7683,1778045948.0883,0.32,33,199.97,0.7534,0.430559,0.168067,1.323534,0.295071,3.0308,6.251,6.251,0.096682
sim,2504,25.0,0.4,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,5,right,stance,left,swing_leg,roll,1778045947.7683,1778045948.0883,0.32,33,20.0,0.4153,0.498947,0.060728,0.697045,0.105566,3.0308,9.3766,9.3766,0.200398
sim,2504,25.0,0.4,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,6,left,stance,left,stance_leg,pitch,1778045948.0883,1778045948.4683,0.38,39,179.97,0.4913,0.69969,0.184842,1.357331,0.43078,2.5645,10.5281,10.5281,0.564019
sim,2504,25.0,0.4,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,6,left,stance,left,stance_leg,roll,1778045948.0883,1778045948.4683,0.38,39,59.99,0.5646,0.471315,0.148527,0.575058,0.276043,2.5645,10.5281,10.5281,0.278681
sim,2504,25.0,0.4,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,6,left,stance,right,swing_leg,pitch,1778045948.0883,1778045948.4683,0.38,39,199.97,0.3765,0.714266,0.268472,1.338787,0.424804,2.5645,5.264,5.264,0.175798
sim,2504,25.0,0.4,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,6,left,stance,right,swing_leg,roll,1778045948.0883,1778045948.4683,0.38,39,10.0,0.3236,0.460904,0.038073,1.157744,0.120974,2.5645,13.1601,5.264,0.173
sim,3505,35.0,0.5,t27_tracking_lag_b1_diag_20260506_133024_3505.csv,1,left,stance,left,stance_leg,pitch,1778045425.2628,1778045425.6128,0.35,36,130.01,0.6585,0.485893,0.182434,1.001801,0.210176,2.7776,5.714,5.714,0.180461
sim,3505,35.0,0.5,t27_tracking_lag_b1_diag_20260506_133024_3505.csv,1,left,stance,left,stance_leg,roll,1778045425.2628,1778045425.6128,0.35,36,40.0,0.7515,0.438444,0.193286,0.546532,0.268548,2.7776,19.9988,19.9988,0.150073
sim,3505,35.0,0.5,t27_tracking_lag_b1_diag_20260506_133024_3505.csv,1,left,stance,right,swing_leg,pitch,1778045425.2628,1778045425.6128,0.35,36,10.0,0.3072,0.20155,0.134063,0.336201,0.344714,2.7776,8.5709,8.5709,0.13519
sim,3505,35.0,0.5,t27_tracking_lag_b1_diag_20260506_133024_3505.csv,1,left,stance,right,swing_leg,roll,1778045425.2628,1778045425.6128,0.35,36,10.0,0.8157,0.310411,0.14183,0.615204,0.25406,2.7776,8.5709,8.5709,0.046643
sim,3505,35.0,0.5,t27_tracking_lag_b1_diag_20260506_133024_3505.csv,2,right,stance,right,stance_leg,pitch,1778045425.6128,1778045425.9128,0.3,31,50.0,0.5765,0.759283,0.129568,1.538965,0.229125,3.2256,9.9994,9.9994,0.343115
sim,3505,35.0,0.5,t27_tracking_lag_b1_diag_20260506_133024_3505.csv,2,right,stance,right,stance_leg,roll,1778045425.6128,1778045425.9128,0.3,31,100.01,0.6263,0.289,0.042836,0.605966,0.067546,3.2256,13.3326,13.3326,0.146491
sim,3505,35.0,0.5,t27_tracking_lag_b1_diag_20260506_133024_3505.csv,2,right,stance,left,swing_leg,pitch,1778045425.6128,1778045425.9128,0.3,31,200.01,0.4888,0.21521,0.189763,0.535536,0.31224,3.2256,13.3326,13.3326,0.110178
sim,3505,35.0,0.5,t27_tracking_lag_b1_diag_20260506_133024_3505.csv,2,right,stance,left,swing_leg,roll,1778045425.6128,1778045425.9128,0.3,31,90.01,0.8851,0.510261,0.101071,0.649862,0.129873,6.4512,16.6657,16.6657,0.101137
sim,3505,35.0,0.5,t27_tracking_lag_b1_diag_20260506_133024_3505.csv,3,left,stance,left,stance_leg,pitch,1778045425.9128,1778045426.2728,0.36,37,50.0,0.2276,0.714796,0.160551,1.429249,0.420482,2.7025,11.1105,11.1105,0.430291
sim,3505,35.0,0.5,t27_tracking_lag_b1_diag_20260506_133024_3505.csv,3,left,stance,left,stance_leg,roll,1778045425.9128,1778045426.2728,0.36,37,30.0,0.7981,0.444758,0.215236,0.493218,0.369698,2.7025,13.8881,8.3328,0.152929
sim,3505,35.0,0.5,t27_tracking_lag_b1_diag_20260506_133024_3505.csv,3,left,stance,right,swing_leg,pitch,1778045425.9128,1778045426.2728,0.36,37,190.01,0.4826,0.6809,0.27936,1.275334,0.490734,2.7025,8.3328,8.3328,0.163429
sim,3505,35.0,0.5,t27_tracking_lag_b1_diag_20260506_133024_3505.csv,3,left,stance,right,swing_leg,roll,1778045425.9128,1778045426.2728,0.36,37,30.0,0.4688,0.384752,0.032015,0.927355,0.065858,2.7025,19.4433,19.4433,0.116302
sim,3505,35.0,0.5,t27_tracking_lag_b1_diag_20260506_133024_3505.csv,4,right,stance,right,stance_leg,pitch,1778045426.2728,1778045426.5928,0.32,33,60.0,0.2835,0.76,0.137246,0.900382,0.350343,3.0301,15.6241,15.6241,0.618777
sim,3505,35.0,0.5,t27_tracking_lag_b1_diag_20260506_133024_3505.csv,4,right,stance,right,stance_leg,roll,1778045426.2728,1778045426.5928,0.32,33,30.0,0.729,0.372477,0.087709,0.624618,0.195499,3.0301,15.6241,15.6241,0.191047
sim,3505,35.0,0.5,t27_tracking_lag_b1_diag_20260506_133024_3505.csv,4,right,stance,left,swing_leg,pitch,1778045426.2728,1778045426.5928,0.32,33,40.0,0.2038,0.404479,0.18724,1.234416,0.311887,3.0301,6.2496,6.2496,0.087441
sim,3505,35.0,0.5,t27_tracking_lag_b1_diag_20260506_133024_3505.csv,4,right,stance,left,swing_leg,roll,1778045426.2728,1778045426.5928,0.32,33,100.01,0.5966,0.502598,0.036491,0.755248,0.105733,3.0301,12.4993,9.3745,0.069318
sim,3505,35.0,0.5,t27_tracking_lag_b1_diag_20260506_133024_3505.csv,5,left,stance,left,stance_leg,pitch,1778045426.5928,1778045426.9728,0.38,39,180.01,0.3288,0.720983,0.15071,1.367842,0.413379,2.564,10.5257,10.5257,0.508606
sim,3505,35.0,0.5,t27_tracking_lag_b1_diag_20260506_133024_3505.csv,5,left,stance,left,stance_leg,roll,1778045426.5928,1778045426.9728,0.38,39,20.0,0.7653,0.441493,0.233823,0.489543,0.446522,2.564,7.8943,7.8943,0.169754
sim,3505,35.0,0.5,t27_tracking_lag_b1_diag_20260506_133024_3505.csv,5,left,stance,right,swing_leg,pitch,1778045426.5928,1778045426.9728,0.38,39,200.01,0.2488,0.705495,0.335684,1.200618,0.535256,2.564,2.6314,2.6314,0.177038
sim,3505,35.0,0.5,t27_tracking_lag_b1_diag_20260506_133024_3505.csv,5,left,stance,right,swing_leg,roll,1778045426.5928,1778045426.9728,0.38,39,30.0,0.3112,0.389238,0.024267,0.969286,0.081857,2.564,18.42,18.42,0.095043
sim,3505,35.0,0.5,t27_tracking_lag_b1_diag_20260506_133024_3505.csv,6,right,stance,right,stance_leg,pitch,1778045426.9728,1778045427.3129,0.3401,35,60.0,0.7688,0.747613,0.132103,1.192998,0.200543,2.857,14.705,14.705,0.425756
sim,3505,35.0,0.5,t27_tracking_lag_b1_diag_20260506_133024_3505.csv,6,right,stance,right,stance_leg,roll,1778045426.9728,1778045427.3129,0.3401,35,30.0,0.7783,0.367671,0.095652,0.572292,0.235756,2.857,14.705,14.705,0.196827
sim,3505,35.0,0.5,t27_tracking_lag_b1_diag_20260506_133024_3505.csv,6,right,stance,left,swing_leg,pitch,1778045426.9728,1778045427.3129,0.3401,35,70.0,0.3907,0.24135,0.205537,0.517784,0.335864,2.857,11.764,11.764,0.120252
sim,3505,35.0,0.5,t27_tracking_lag_b1_diag_20260506_133024_3505.csv,6,right,stance,left,swing_leg,roll,1778045426.9728,1778045427.3129,0.3401,35,100.01,0.5978,0.512276,0.074928,0.792501,0.147711,5.714,20.587,20.587,0.085945
sim,4005,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,1,left,stance,left,stance_leg,pitch,1778046114.042,1778046114.382,0.34,35,99.99,0.2796,0.746955,0.145799,1.621159,0.422637,2.8575,11.766,11.766,0.387386
sim,4005,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,1,left,stance,left,stance_leg,roll,1778046114.042,1778046114.382,0.34,35,30.0,0.8951,0.441661,0.27159,0.522537,0.429046,2.8575,11.766,11.766,0.116562
sim,4005,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,1,left,stance,right,swing_leg,pitch,1778046114.042,1778046114.382,0.34,35,199.98,0.7221,0.588761,0.244731,1.101917,0.40719,2.8575,2.9415,2.9415,0.101887
sim,4005,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,1,left,stance,right,swing_leg,roll,1778046114.042,1778046114.382,0.34,35,20.0,0.1826,0.40613,0.049651,1.092637,0.087266,2.8575,20.5905,20.5905,0.087691
sim,4005,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,2,right,stance,right,stance_leg,pitch,1778046114.382,1778046114.702,0.32,33,59.99,0.6099,0.76,0.13184,1.015225,0.268218,3.0306,15.6267,15.6267,0.535406
sim,4005,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,2,right,stance,right,stance_leg,roll,1778046114.382,1778046114.702,0.32,33,20.0,0.7003,0.352334,0.091741,0.628186,0.197753,3.0306,15.6267,15.6267,0.162934
sim,4005,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,2,right,stance,left,swing_leg,pitch,1778046114.382,1778046114.702,0.32,33,69.99,0.2432,0.252584,0.190546,0.961356,0.333399,3.0306,15.6267,15.6267,0.076131
sim,4005,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,2,right,stance,left,swing_leg,roll,1778046114.382,1778046114.702,0.32,33,89.99,0.6884,0.512585,0.097317,0.759955,0.16421,6.0613,12.5014,12.5014,0.080739
sim,4005,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,3,left,stance,left,stance_leg,pitch,1778046114.702,1778046115.072,0.37,38,169.98,0.3686,0.702437,0.14301,1.386102,0.413579,2.6319,10.812,10.812,0.482053
sim,4005,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,3,left,stance,left,stance_leg,roll,1778046114.702,1778046115.072,0.37,38,20.0,0.7758,0.440308,0.251092,0.491154,0.423037,2.6319,16.218,13.515,0.136522
sim,4005,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,3,left,stance,right,swing_leg,pitch,1778046114.702,1778046115.072,0.37,38,199.98,0.4586,0.692407,0.330903,1.352271,0.543246,2.6319,2.703,2.703,0.159308
sim,4005,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,3,left,stance,right,swing_leg,roll,1778046114.702,1778046115.072,0.37,38,0.0,0.5251,0.297897,0.034405,0.642382,0.086387,2.6319,13.515,10.812,0.101424
sim,4005,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,4,right,stance,right,stance_leg,pitch,1778046115.072,1778046115.4221,0.3501,36,59.99,0.8405,0.744953,0.131767,1.152835,0.218584,2.7781,8.5724,8.5724,0.434052
sim,4005,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,4,right,stance,right,stance_leg,roll,1778046115.072,1778046115.4221,0.3501,36,30.0,0.7817,0.373547,0.116579,0.642902,0.274193,2.7781,17.1447,17.1447,0.169987
sim,4005,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,4,right,stance,left,swing_leg,pitch,1778046115.072,1778046115.4221,0.3501,36,59.99,0.3455,0.240215,0.203679,0.480891,0.363466,2.7781,11.4298,8.5724,0.125924
sim,4005,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,4,right,stance,left,swing_leg,roll,1778046115.072,1778046115.4221,0.3501,36,89.99,0.5967,0.508099,0.153374,0.810012,0.223424,5.5562,14.2873,14.2873,0.099724
sim,4005,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,5,left,stance,left,stance_leg,pitch,1778046115.4221,1778046115.792,0.3699,38,49.99,0.4323,0.76,0.121776,1.693325,0.388489,5.2637,10.812,10.812,0.349924
sim,4005,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,5,left,stance,left,stance_leg,roll,1778046115.4221,1778046115.792,0.3699,38,30.0,0.8533,0.456032,0.309916,0.548333,0.543408,2.6319,16.218,16.218,0.132496
sim,4005,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,5,left,stance,right,swing_leg,pitch,1778046115.4221,1778046115.792,0.3699,38,30.0,0.3374,0.42137,0.278745,0.961292,0.427644,2.6319,8.109,8.109,0.079103
sim,4005,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,5,left,stance,right,swing_leg,roll,1778046115.4221,1778046115.792,0.3699,38,0.0,0.6444,0.345178,0.055658,0.921427,0.110754,2.6319,21.624,18.921,0.078923
sim,4005,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,6,right,stance,right,stance_leg,pitch,1778046115.792,1778046116.132,0.34,35,49.99,0.8574,0.731382,0.152573,1.289083,0.225757,2.8575,8.8245,8.8245,0.257975
sim,4005,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,6,right,stance,right,stance_leg,roll,1778046115.792,1778046116.132,0.34,35,20.0,0.6834,0.339709,0.075568,0.57961,0.16926,2.8575,17.649,17.649,0.166189
sim,4005,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,6,right,stance,left,swing_leg,pitch,1778046115.792,1778046116.132,0.34,35,89.99,0.3965,0.204887,0.210396,0.345593,0.350579,2.8575,14.7075,14.7075,0.120785
sim,4005,40.0,0.5,t27_tracking_lag_b1_diag_20260506_134153_4005.csv,6,right,stance,left,swing_leg,roll,1778046115.792,1778046116.132,0.34,35,99.99,0.6363,0.477951,0.155674,0.720346,0.215759,5.7149,20.5905,20.5905,0.091459
sim,5008,50.0,0.8,t27_tracking_lag_b1_diag_20260506_134417_5008.csv,1,left,stance,left,stance_leg,pitch,1778046258.2574,1778046258.6174,0.36,37,49.99,0.7862,0.721299,0.159259,1.525306,0.356077,2.7032,11.1132,11.1132,0.201115
sim,5008,50.0,0.8,t27_tracking_lag_b1_diag_20260506_134417_5008.csv,1,left,stance,left,stance_leg,roll,1778046258.2574,1778046258.6174,0.36,37,29.99,0.8737,0.438287,0.284148,0.597559,0.460053,2.7032,16.6699,16.6699,0.095291
sim,5008,50.0,0.8,t27_tracking_lag_b1_diag_20260506_134417_5008.csv,1,left,stance,right,swing_leg,pitch,1778046258.2574,1778046258.6174,0.36,37,20.0,0.3991,0.305494,0.133182,0.803878,0.354547,2.7032,8.3349,8.3349,0.072911
sim,5008,50.0,0.8,t27_tracking_lag_b1_diag_20260506_134417_5008.csv,1,left,stance,right,swing_leg,roll,1778046258.2574,1778046258.6174,0.36,37,10.0,0.8949,0.331101,0.144684,0.706722,0.267394,2.7032,13.8916,13.8916,0.041675
sim,5008,50.0,0.8,t27_tracking_lag_b1_diag_20260506_134417_5008.csv,2,right,stance,right,stance_leg,pitch,1778046258.6174,1778046258.9174,0.3,31,49.99,0.4525,0.76,0.127642,1.225088,0.275235,3.2264,10.0019,10.0019,0.437575
sim,5008,50.0,0.8,t27_tracking_lag_b1_diag_20260506_134417_5008.csv,2,right,stance,right,stance_leg,roll,1778046258.6174,1778046258.9174,0.3,31,79.98,0.5726,0.302286,0.060403,0.608162,0.093187,3.2264,13.3359,13.3359,0.126161
sim,5008,50.0,0.8,t27_tracking_lag_b1_diag_20260506_134417_5008.csv,2,right,stance,left,swing_leg,pitch,1778046258.6174,1778046258.9174,0.3,31,199.96,0.7531,0.226263,0.19588,0.923999,0.340175,3.2264,10.0019,10.0019,0.08458
sim,5008,50.0,0.8,t27_tracking_lag_b1_diag_20260506_134417_5008.csv,2,right,stance,left,swing_leg,roll,1778046258.6174,1778046258.9174,0.3,31,79.98,0.6521,0.444468,0.218772,0.673055,0.268792,6.4528,16.6699,16.6699,0.090465
sim,5008,50.0,0.8,t27_tracking_lag_b1_diag_20260506_134417_5008.csv,3,left,stance,left,stance_leg,pitch,1778046258.9174,1778046259.2674,0.35,36,49.99,0.3241,0.685403,0.163205,1.33698,0.459257,2.7783,11.4308,11.4308,0.426472
sim,5008,50.0,0.8,t27_tracking_lag_b1_diag_20260506_134417_5008.csv,3,left,stance,left,stance_leg,roll,1778046258.9174,1778046259.2674,0.35,36,29.99,0.8968,0.445792,0.29597,0.485315,0.387286,2.7783,8.5731,8.5731,0.088132
sim,5008,50.0,0.8,t27_tracking_lag_b1_diag_20260506_134417_5008.csv,3,left,stance,right,swing_leg,pitch,1778046258.9174,1778046259.2674,0.35,36,199.96,0.6181,0.668783,0.30579,1.246613,0.527327,2.7783,2.8577,2.8577,0.139786
sim,5008,50.0,0.8,t27_tracking_lag_b1_diag_20260506_134417_5008.csv,3,left,stance,right,swing_leg,roll,1778046258.9174,1778046259.2674,0.35,36,0.0,0.5802,0.235455,0.044444,0.519298,0.096349,2.7783,20.0038,17.1461,0.068291
sim,5008,50.0,0.8,t27_tracking_lag_b1_diag_20260506_134417_5008.csv,4,right,stance,right,stance_leg,pitch,1778046259.2674,1778046259.6174,0.35,36,179.97,0.5036,0.76,0.134465,0.954065,0.394546,2.7783,14.2885,14.2885,0.706703
sim,5008,50.0,0.8,t27_tracking_lag_b1_diag_20260506_134417_5008.csv,4,right,stance,right,stance_leg,roll,1778046259.2674,1778046259.6174,0.35,36,20.0,0.6311,0.310197,0.105674,0.60458,0.230383,2.7783,14.2885,11.4308,0.127358
sim,5008,50.0,0.8,t27_tracking_lag_b1_diag_20260506_134417_5008.csv,4,right,stance,left,swing_leg,pitch,1778046259.2674,1778046259.6174,0.35,36,49.99,0.1895,0.320568,0.186337,1.141633,0.348549,2.7783,11.4308,11.4308,0.077323
sim,5008,50.0,0.8,t27_tracking_lag_b1_diag_20260506_134417_5008.csv,4,right,stance,left,swing_leg,roll,1778046259.2674,1778046259.6174,0.35,36,69.99,0.6097,0.509977,0.231559,0.767565,0.299534,5.5566,20.0038,14.2885,0.088642
sim,5008,50.0,0.8,t27_tracking_lag_b1_diag_20260506_134417_5008.csv,5,left,stance,left,stance_leg,pitch,1778046259.6174,1778046259.9774,0.36,37,109.98,0.2685,0.715622,0.141906,1.417409,0.44782,2.7032,11.1132,11.1132,0.440001
sim,5008,50.0,0.8,t27_tracking_lag_b1_diag_20260506_134417_5008.csv,5,left,stance,left,stance_leg,roll,1778046259.6174,1778046259.9774,0.36,37,29.99,0.8382,0.440663,0.306994,0.495553,0.410416,2.7032,13.8916,13.8916,0.085047
sim,5008,50.0,0.8,t27_tracking_lag_b1_diag_20260506_134417_5008.csv,5,left,stance,right,swing_leg,pitch,1778046259.6174,1778046259.9774,0.36,37,189.96,0.4491,0.658597,0.340862,1.268387,0.529035,2.7032,2.7783,2.7783,0.165258
sim,5008,50.0,0.8,t27_tracking_lag_b1_diag_20260506_134417_5008.csv,5,left,stance,right,swing_leg,roll,1778046259.6174,1778046259.9774,0.36,37,0.0,0.6149,0.364324,0.032487,0.939207,0.083561,2.7032,19.4482,19.4482,0.065017
sim,5008,50.0,0.8,t27_tracking_lag_b1_diag_20260506_134417_5008.csv,6,right,stance,right,stance_leg,pitch,1778046259.9774,1778046260.3505,0.3731,38,49.99,0.901,0.727278,0.152102,1.440938,0.238273,2.6321,8.1097,8.1097,0.280795
sim,5008,50.0,0.8,t27_tracking_lag_b1_diag_20260506_134417_5008.csv,6,right,stance,right,stance_leg,roll,1778046259.9774,1778046260.3505,0.3731,38,29.99,0.7675,0.321264,0.117245,0.642804,0.27475,2.6321,16.2193,13.5161,0.132142
sim,5008,50.0,0.8,t27_tracking_lag_b1_diag_20260506_134417_5008.csv,6,right,stance,left,swing_leg,pitch,1778046259.9774,1778046260.3505,0.3731,38,20.0,0.3718,0.196426,0.218924,0.334217,0.411631,2.6321,10.8129,8.1097,0.152178
sim,5008,50.0,0.8,t27_tracking_lag_b1_diag_20260506_134417_5008.csv,6,right,stance,left,swing_leg,roll,1778046259.9774,1778046260.3505,0.3731,38,79.98,0.5833,0.512507,0.221423,0.849981,0.288517,2.6321,13.5161,10.8129,0.095271
