dataset,case_label,kp,kd,file,side,axis,reference_col,ref_valid_ratio,duration_s,fs_hz,n_td,fn_swing_hz,fn_swing_prominence,fn_swing_n_windows,fn_swing_resolution_hz,fn_stance_hz,fn_stance_prominence,fn_stance_n_windows,fn_full_hz,fn_full_prominence,zeta_theory,zeta_hat,zeta_hat_r2,zeta_hat_n_events,zeta_hat_n_total,zeta_hat_n_forced,zeta_BW,zeta_BW_peak_hz,zeta_BW_prominence,zeta_BW_bandwidth_hz,fn_equiv_BW_hz,Mr_theory,Mr_hat,PM_theory_deg,PM_hat_deg,tau_theory_ms,tau_hat_ms,fn_theory_hz,e_rms_rad,e_rms_swing_rad,e_rms_stance_rad,amplitude_gain_swing_median,amplitude_gain_swing_std,amplitude_gain_swing_n_valid,amplitude_gain_td_median,amplitude_gain_td_std,amplitude_gain_td_n_valid,n_self_excite_swing,n_self_excite_td,delay_ms_median,delay_ms_iqr,delay_corr_median,delay_n_valid,delay_n_total,delay_phase_loss_at_fn_deg,transfer_gain,transfer_phase_deg,transfer_coherence,A_peak,A_peak_n_events,target_dir_chg_swing_hz,target_dir_chg_td_hz,joint_dir_chg_swing_hz,joint_dir_chg_td_hz,jeff_hat,DeltaLR_e_rms_rad,DeltaLR_e_rms_swing_rad,DeltaLR_e_rms_stance_rad,DeltaLR_fn_swing_hz,DeltaLR_zeta_hat,DeltaLR_amplitude_gain_swing_median,DeltaLR_delay_ms_median
real,20260428_163825,,,t27_tracking_lag_b1_diag_20260428_163825.csv,left,pitch,pos_des_raw_left_ankle_pitch_joint,1.0,8.80915,100.00384,15,4.54563,1.0,2,0.25908,3.29683,6.44572,15,3.00012,5.70309,,,,0,15,12,0.06,2.83458,333.92498,0.34015,2.83969,,,,,,,,0.22875,0.21043,0.30012,0.62757,0.14588,2,0.58986,0.65653,15,0,0,49.99808,219.99155,0.91465,13,14,81.81818,0.21948,159.04521,0.64683,2.06735,15,20.50244,21.5062,4.67517,9.78298,,0.79373,0.75837,0.86957,1.0,,2.26584,0.71429
real,20260428_163825,,,t27_tracking_lag_b1_diag_20260428_163825.csv,left,roll,pos_des_raw_left_ankle_roll_joint,1.0,8.80915,100.00384,15,4.54563,1.0,2,0.25908,3.29683,5.7521,15,2.75011,6.52584,,,,0,15,15,0.0625,2.72119,987.84056,0.34015,2.72652,,,,,,,,0.26602,0.27324,0.22917,1.09053,0.70204,2,0.43525,0.16766,15,0,0,9.99962,189.9927,0.9099,15,15,16.36364,0.76645,34.57209,0.38321,1.5792,15,23.82334,31.18399,4.80471,12.08838,,1.28692,1.32191,1.10822,1.0,,2.74241,
real,20260428_163825,,,t27_tracking_lag_b1_diag_20260428_163825.csv,right,pitch,pos_des_raw_right_ankle_pitch_joint,1.0,8.80915,100.00384,13,4.54563,1.0,3,0.26248,3.26099,4.60252,13,2.75011,8.49105,,,,0,13,12,0.08333,2.72119,266.65627,0.45353,2.73069,,,,,,,,0.2882,0.27748,0.34513,0.27697,0.21718,3,0.57958,0.36957,13,0,0,69.99731,279.98925,0.82967,13,13,114.54545,0.3831,101.13892,0.61125,1.57293,13,40.91066,29.34895,7.14313,9.78298,,0.79373,0.75837,0.86957,1.0,,2.26584,0.71429
real,20260428_163825,,,t27_tracking_lag_b1_diag_20260428_163825.csv,right,roll,pos_des_raw_right_ankle_roll_joint,1.0,8.80915,100.00384,13,4.54563,1.0,3,0.26248,3.26099,4.5786,13,2.75011,3.09322,,,,0,13,13,0.04,2.83458,68.73423,0.22677,2.83685,,,,,,,,0.20671,0.2067,0.20679,0.39765,0.32929,3,0.33806,0.13238,13,0,0,0.0,329.98733,0.77197,13,13,0.0,0.99399,24.46143,0.21394,1.95869,13,30.95357,32.60995,18.18252,17.39197,,1.28692,1.32191,1.10822,1.0,,2.74241,
real,20260428_164817,,,t27_tracking_lag_b1_diag_20260428_164817.csv,left,pitch,pos_des_raw_left_ankle_pitch_joint,1.0,22.2792,100.00896,37,4.76233,1.0,3,0.11112,3.297,5.0375,37,4.25038,14.42939,,0.1193,0.43565,1,37,35,0.02344,2.8715,521.33419,0.1346,2.87229,,4.22111,,13.60561,,401.72748,,0.30503,0.31466,0.26817,0.14525,0.17664,3,0.94276,0.58217,37,0,0,94.99149,334.96998,0.78247,36,36,162.85714,0.04379,37.42527,0.05805,2.3231,37,29.16928,22.58267,9.52466,8.69643,,0.90342,0.93512,0.78043,1.7619,,0.21022,
real,20260428_164817,,,t27_tracking_lag_b1_diag_20260428_164817.csv,left,roll,pos_des_raw_left_ankle_roll_joint,1.0,22.2792,100.00896,37,4.76233,1.0,3,0.11112,3.297,4.26911,37,2.75025,6.47624,,,,0,37,37,0.02381,2.82663,856.58425,0.1346,2.82743,,,,,,,,0.31981,0.34014,0.23405,0.44615,0.39802,3,0.27196,0.10987,37,0,0,9.9991,189.98298,0.8025,37,37,17.14286,0.18081,-131.67284,0.12985,1.80455,37,28.57399,32.61162,4.76233,16.48499,,2.01035,2.26931,1.16586,1.7619,,0.84876,0.125
real,20260428_164817,,,t27_tracking_lag_b1_diag_20260428_164817.csv,right,pitch,pos_des_raw_right_ankle_pitch_joint,1.0,22.2792,100.00896,39,2.70294,1.41473,10,0.10882,3.26116,4.24118,39,2.75025,4.2549,,,,0,39,39,0.02381,2.82663,315.79568,0.1346,2.82743,,,,,,,,0.33764,0.33649,0.34362,0.69095,0.66837,10,0.65663,0.41735,39,0,0,0.0,289.97402,0.80856,39,39,0.0,0.19631,47.6621,0.07735,1.75184,39,35.0856,30.43751,9.09172,8.792,,0.90342,0.93512,0.78043,1.7619,,0.21022,
real,20260428_164817,,,t27_tracking_lag_b1_diag_20260428_164817.csv,right,roll,pos_des_raw_right_ankle_roll_joint,1.0,22.2792,100.00896,39,2.70294,1.09046,10,0.10882,3.26116,4.07569,39,4.25038,5.42647,,,,0,39,39,0.02344,2.8715,151.15656,0.1346,2.87229,,,,,,,,0.15908,0.14989,0.20075,0.52566,0.44884,10,0.38728,0.18118,39,0,0,79.99283,274.97536,0.76156,39,39,77.83784,0.27817,-8.43437,0.26787,1.90417,39,31.53436,36.56242,15.98889,19.35657,,2.01035,2.26931,1.16586,1.7619,,0.84876,0.125
real,20260429_161248,0.0,0.0,t27_tracking_lag_b1_diag_20260429_161248.csv,left,pitch,pos_des_raw_left_ankle_pitch_joint,1.0,30.91852,100.0,75,4.34783,1.0,9,0.24038,3.26087,5.61179,75,2.75,15.56436,,0.09104,0.28931,2,75,52,0.01705,2.84513,1386.54505,0.09699,2.84555,,5.5149,,10.40355,,541.74979,,0.25695,0.25696,0.25689,0.2997,0.45749,9,1.29211,0.46718,75,0,1,170.0,220.0,0.83562,69,73,266.08696,0.26974,-100.83317,0.38939,2.2498,75,23.80952,20.65217,9.09091,8.69565,0.0,0.81478,0.85468,0.69446,1.13043,,1.76056,8.5
real,20260429_161248,0.0,0.0,t27_tracking_lag_b1_diag_20260429_161248.csv,left,roll,pos_des_raw_left_ankle_roll_joint,1.0,30.91852,100.0,75,4.34783,1.0,9,0.24038,3.26087,5.21032,75,3.0,8.98566,,,,0,75,75,0.01136,2.84513,773.98602,0.06466,2.84532,,,,,,,,0.27487,0.29004,0.22985,0.59,0.42387,9,0.30622,0.10405,75,1,0,0.0,435.0,0.91604,75,75,0.0,0.60423,26.08993,0.34277,1.76803,75,17.3913,31.52174,8.69565,13.18681,0.0,1.11022,1.12641,1.14024,1.13043,,0.9747,0.0
real,20260429_161248,0.0,0.0,t27_tracking_lag_b1_diag_20260429_161248.csv,right,pitch,pos_des_raw_right_ankle_pitch_joint,1.0,30.91852,100.0,72,3.84615,1.0,44,0.2439,3.26087,3.19379,72,3.0,9.13486,,,,0,72,71,0.01136,2.84513,432.16418,0.06466,2.84532,,,,,,,,0.31536,0.30066,0.36992,0.17023,0.68848,44,0.62692,0.59727,72,5,1,20.0,275.0,0.70934,71,71,27.69231,0.43354,-55.63041,0.29415,1.67759,72,26.67984,23.91304,8.69565,7.52688,0.0,0.81478,0.85468,0.69446,1.13043,,1.76056,8.5
real,20260429_161248,0.0,0.0,t27_tracking_lag_b1_diag_20260429_161248.csv,right,roll,pos_des_raw_right_ankle_roll_joint,1.0,30.91852,100.0,72,3.84615,1.0,44,0.2439,4.34783,4.31893,72,4.25,5.6224,,,,0,72,72,0.01705,2.84513,288.11316,0.09699,2.84555,,,,,,,,0.24759,0.25749,0.20158,0.60532,0.72341,44,0.36708,0.18731,72,2,0,15.0,280.0,0.68234,72,72,20.76923,0.64909,161.2911,0.14639,1.89001,72,36.93957,36.21435,10.9322,16.30435,0.0,1.11022,1.12641,1.14024,1.13043,,0.9747,0.0
real,25/0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,left,pitch,pos_des_raw_left_ankle_pitch_joint,1.0,14.17911,100.00384,23,2.5642,1.15549,3,0.15061,3.29683,4.4928,23,2.75011,19.26758,0.12876,,,0,23,23,0.03659,2.88947,594.46007,0.21142,2.89141,3.91565,,14.67259,,482.5,,2.56169,0.32392,0.32892,0.30235,0.34974,0.31557,3,0.49746,0.39661,23,0,0,109.99578,194.99251,0.79445,23,23,101.53846,0.05503,-108.4041,0.04061,1.9214,23,25.64201,23.91396,4.54563,9.78298,0.09631,1.01129,1.06157,0.92605,0.58974,,0.65415,1.375
real,25/0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,left,roll,pos_des_raw_left_ankle_roll_joint,1.0,14.17911,100.00384,23,2.5642,1.27358,3,0.15061,3.29683,6.0122,23,2.75011,15.36928,0.12876,,,0,23,23,0.0375,2.81899,523.89275,0.21142,2.82098,3.91565,,14.67259,,482.5,,2.56169,0.28308,0.29281,0.23861,0.89995,0.81701,3,0.3593,0.15922,23,1,0,29.99885,289.98886,0.9084,23,23,27.69231,0.07202,2.69121,0.17731,1.91114,23,20.51361,31.52295,9.09126,13.04398,0.09631,0.90767,1.26944,0.67757,0.58974,,0.24981,0.42857
real,25/0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,right,pitch,pos_des_raw_right_ankle_pitch_joint,1.0,14.17911,100.00384,21,4.34799,1.0,5,3.33346,3.29683,6.54025,21,2.75011,11.94108,0.12876,,,0,21,21,0.0375,2.81899,581.52573,0.21142,2.82098,3.91565,,14.67259,,482.5,,2.56169,0.32031,0.30984,0.3265,0.53465,0.3446,5,0.66636,0.39168,21,0,0,79.99693,149.99424,0.77477,21,21,125.21739,0.11258,-113.14163,0.09068,1.55029,21,40.00154,30.77041,9.09126,8.69599,0.0335,1.01129,1.06157,0.92605,0.58974,,0.65415,1.375
real,25/0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,right,roll,pos_des_raw_right_ankle_roll_joint,1.0,14.17911,100.00384,21,4.34799,1.0,5,3.33346,4.39577,6.74605,21,2.75011,13.52765,0.12876,,,0,21,21,0.02439,2.88947,878.10212,0.14095,2.89033,3.91565,,14.67259,,482.5,,2.56169,0.31188,0.23066,0.35216,3.60247,3.00402,5,0.59277,0.32738,21,4,1,69.99731,349.98656,0.83833,21,21,109.56522,0.19114,179.37022,0.0444,1.79853,21,34.78394,36.26513,4.54563,9.89049,0.0335,0.90767,1.26944,0.67757,0.58974,,0.24981,0.42857
real,30/0.4,30.0,0.4,t27_tracking_lag_b1_diag_20260430_100314.csv,left,pitch,pos_des_raw_left_ankle_pitch_joint,1.0,24.13919,100.00512,19,3.44845,1.25033,3,3.22597,3.26104,6.67352,19,3.00015,13.64123,0.11755,0.08892,0.27491,1,19,17,0.01456,4.26523,1887.85748,0.12423,4.26568,4.28337,5.6451,13.40692,10.16296,482.5,546.66156,2.80619,0.4063,0.27428,0.43246,1.68882,0.95373,3,1.24776,0.65084,19,0,0,0.0,389.98003,0.797,17,17,0.0,0.89955,130.28984,0.38461,2.25833,19,32.25972,21.74024,3.44845,10.87012,0.0639,1.79707,1.2663,1.30196,1.31034,,3.25568,
real,30/0.4,30.0,0.4,t27_tracking_lag_b1_diag_20260430_100314.csv,left,roll,pos_des_raw_left_ankle_roll_joint,1.0,24.13919,100.00512,19,3.44845,1.18304,3,3.22597,3.26104,6.9675,19,4.25022,6.4559,0.11755,,,0,19,19,0.01456,4.26523,4209.43803,0.12423,4.26568,4.28337,,13.40692,,482.5,,2.80619,0.48884,0.23722,0.53252,0.99346,0.11795,3,0.51771,0.18614,19,0,0,-19.99898,184.99053,0.88255,19,19,24.82759,0.76671,152.58979,0.26314,1.447,19,33.33504,32.61037,16.12986,11.95713,0.0639,2.00245,0.96243,2.55977,0.65517,,0.96724,
real,30/0.4,30.0,0.4,t27_tracking_lag_b1_diag_20260430_100314.csv,right,pitch,pos_des_raw_right_ankle_pitch_joint,1.0,24.13919,100.00512,19,2.63171,1.09894,9,0.05791,3.26104,5.21132,19,2.75014,5.41488,0.11755,,,0,19,19,0.01449,2.85729,2015.48797,0.08282,2.85759,4.28337,,13.40692,,482.5,,2.80619,0.22609,0.2166,0.33216,0.51873,0.68085,9,0.71255,0.47669,19,0,0,0.0,259.98669,0.7091,17,18,0.0,0.13789,124.95708,0.0328,1.88861,19,25.58271,23.91427,9.09137,6.52207,0.10972,1.79707,1.2663,1.30196,1.31034,,3.25568,
real,30/0.4,30.0,0.4,t27_tracking_lag_b1_diag_20260430_100314.csv,right,roll,pos_des_raw_right_ankle_roll_joint,1.0,24.13919,100.00512,19,5.26343,1.04707,9,0.05791,4.34805,5.2228,19,2.75014,5.33122,0.11755,,,0,19,19,0.01449,2.85729,2625.32526,0.08282,2.85759,4.28337,,13.40692,,482.5,,2.80619,0.24412,0.24648,0.20803,1.02711,2.03411,9,0.33463,0.29331,19,1,0,0.0,137.49296,0.74145,18,19,0.0,0.6887,167.94817,0.11514,1.75487,19,34.21228,35.48569,9.5243,13.04415,0.02743,2.00245,0.96243,2.55977,0.65517,,0.96724,
real,35/0.5,35.0,0.5,t27_tracking_lag_b1_diag_20260430_100705.csv,left,pitch,pos_des_raw_left_ankle_pitch_joint,1.0,22.04926,100.00128,9,4.27757,1994.3177,1,0.05217,3.26091,5.20821,9,4.25005,77.14326,0.13603,,,0,9,9,0.01587,2.85588,119630.50773,0.09066,2.85624,3.71008,,15.49045,,386.0,,3.03103,0.58713,0.59532,0.31175,0.07786,0.0,1,0.47919,0.51356,9,0,0,99.99872,222.49715,0.83321,8,8,153.99061,0.00145,126.82139,0.01129,1.41298,9,5.79037,20.43037,0.05217,8.69576,0.04845,1.72272,1.98174,0.90694,,,,1.0
real,35/0.5,35.0,0.5,t27_tracking_lag_b1_diag_20260430_100705.csv,left,roll,pos_des_raw_left_ankle_roll_joint,1.0,22.04926,100.00128,9,2.8691,2646.13699,1,0.05217,3.26091,6.71593,9,2.75004,5.8839,0.13603,,,0,9,9,0.01587,2.85588,121242.16177,0.09066,2.85624,3.71008,,15.49045,,386.0,,3.03103,0.15942,0.15591,0.23176,0.31986,0.0,1,0.53424,0.20456,9,0,0,-99.99872,219.99718,0.94727,9,9,103.28638,0.14501,55.79792,0.19533,1.51196,9,15.70182,27.47288,0.05217,8.79132,0.1077,0.48798,0.7788,0.69292,,,,5.0
real,35/0.5,35.0,0.5,t27_tracking_lag_b1_diag_20260430_100705.csv,right,pitch,pos_des_raw_right_ankle_pitch_joint,1.0,22.04926,100.00128,9,,,0,,3.29675,6.46576,9,2.75004,17.17012,0.13603,,,0,9,9,0.01587,2.85588,378826.27676,0.09066,2.85624,3.71008,,15.49045,,386.0,,3.03103,0.34082,0.3004,0.34374,,,0,0.0,1.11004,9,0,1,99.99872,349.99552,1.128,5,5,,0.00148,41.77565,0.00672,1.19188,9,,18.4785,,0.0,,1.72272,1.98174,0.90694,,,,1.0
real,35/0.5,35.0,0.5,t27_tracking_lag_b1_diag_20260430_100705.csv,right,roll,pos_des_raw_right_ankle_roll_joint,1.0,22.04926,100.00128,9,,,0,,3.29675,5.08612,9,4.25005,40.40072,0.13603,,,0,9,9,0.01587,2.85588,483175.51203,0.09066,2.85624,3.71008,,15.49045,,386.0,,3.03103,0.32669,0.20019,0.33446,,,0,0.0,0.33235,9,0,0,-19.99974,129.99834,0.81052,5,5,,0.00234,153.80593,0.00665,1.63661,9,,31.86854,,0.0,,0.48798,0.7788,0.69292,,,,5.0
real,40/0.8,40.0,0.8,t27_tracking_lag_b1_diag_20260430_101404.csv,left,pitch,pos_des_raw_left_ankle_pitch_joint,1.0,9.2892,100.00896,10,4.28121,54.95214,1,0.17125,3.26116,4.54464,10,3.00027,3.66956,0.20359,,,0,10,10,0.05556,2.90349,350.10217,0.32261,2.90798,2.5084,,22.99647,,241.25,,3.24031,0.19894,0.18307,0.29535,0.25614,0.0,1,0.35398,0.46023,10,0,0,49.99552,134.9879,0.68483,10,10,77.05479,0.0963,134.84293,0.28514,1.48491,10,10.44614,27.16774,0.17125,11.41407,0.05528,0.4589,0.73496,0.61549,1.0274,,0.04467,1.0
real,40/0.8,40.0,0.8,t27_tracking_lag_b1_diag_20260430_101404.csv,left,roll,pos_des_raw_left_ankle_roll_joint,1.0,9.2892,100.00896,10,2.91122,65.74794,1,0.17125,5.43527,5.5438,10,2.75025,5.22867,0.20359,,,0,10,10,0.05556,2.90349,1254.62535,0.32261,2.90798,2.5084,,22.99647,,241.25,,3.24031,0.23239,0.23287,0.22858,0.17139,0.0,1,0.55936,0.22829,10,0,0,29.99731,154.98611,0.90639,10,10,31.43836,0.07013,32.70527,0.11167,2.02863,10,10.95989,34.2422,0.17125,12.57279,0.11955,1.1857,0.82526,1.45861,0.69863,,0.00956,-0.33333
real,40/0.8,40.0,0.8,t27_tracking_lag_b1_diag_20260430_101404.csv,right,pitch,pos_des_raw_right_ankle_pitch_joint,1.0,9.2892,100.00896,11,4.16704,1.0,1,4.16704,3.297,6.81818,11,2.2502,5.24413,0.20359,0.17807,0.7739,1,11,10,,2.15073,326.2195,,,2.5084,2.8535,22.99647,20.18364,241.25,266.7568,3.24031,0.43352,0.24908,0.47986,5.73374,0.0,1,0.68506,0.46152,11,1,0,49.99552,229.97939,0.75738,11,11,75.0,0.4749,-177.59961,0.11562,1.48131,11,45.83744,32.61162,16.66816,11.95759,0.05835,0.4589,0.73496,0.61549,1.0274,,0.04467,1.0
real,40/0.8,40.0,0.8,t27_tracking_lag_b1_diag_20260430_101404.csv,right,roll,pos_des_raw_right_ankle_roll_joint,1.0,9.2892,100.00896,11,4.16704,1.0,1,4.16704,5.495,7.08494,11,5.25047,3.18507,0.20359,,,0,11,11,0.03659,4.409,921.84084,0.32261,4.41195,2.5084,,22.99647,,241.25,,3.24031,0.19599,0.28217,0.15671,17.93035,0.0,1,0.96131,0.36608,11,1,6,-89.99194,154.98611,0.82804,11,11,135.0,0.53973,76.49454,0.2263,1.95412,11,37.50336,38.04689,8.33408,11.82902,0.05835,1.1857,0.82526,1.45861,0.69863,,0.00956,-0.33333
