step_index,window,step_start_s,step_end_s,joint,side,axis,sample_count,lag_ms,corr,aligned_tracking_err_rms_rad,target_range_rad,joint_range_rad,amplitude_gain,target_vel_rms_radps,joint_vel_rms_radps,velocity_self_excitation_ratio,target_direction_change_rate_hz,joint_direction_change_rate_hz,target_dominant_freq_hz,joint_dominant_freq_hz,error_dominant_freq_hz,joint_lock_flag
8,full_step,3.8500000000000005,4.4,right_ankle_roll_joint,right,roll,48,69.96306449999823,0.43659213959533,0.2496459658710382,0.755394,0.21388809999999997,0.28314773482447564,6.97626261422632,1.9436335717725726,0.2786067095308345,14.896735510227344,7.448367755113672,2.0833934715096114,2.0833934715096114,2.0833934715096114,0
8,swing_approx,3.8500000000000005,4.4,left_ankle_pitch_joint,left,pitch,27,59.96834099999848,0.4927717274366024,0.2491102160501957,0.76,0.18721899999999997,0.24634078947368418,17.66195290393031,2.349571242535544,0.13303009329238413,28.84460167376146,7.691893779669722,7.407621232034173,3.7038106160170865,7.407621232034173,0
8,swing_approx,3.8500000000000005,4.4,left_ankle_roll_joint,left,roll,13,199.89446999999495,0.5431654429073064,0.26147130357073606,0.481711,0.3429973,0.7120395838998902,6.785167433125,6.284542530600076,0.926217752552297,16.659519871471165,8.329759935735582,7.692529740958564,7.692529740958564,7.692529740958564,0
8,swing_approx,3.8500000000000005,4.4,right_ankle_pitch_joint,right,pitch,13,199.89446999999495,0.7292622601382915,0.11422003187187572,0.4938586,0.057927000000000006,0.11729470743245134,13.445958022933507,1.066042381742418,0.0792834828075597,20.82439983933896,4.164879967867791,7.692529740958564,7.692529740958564,7.692529740958564,0
8,swing_approx,3.8500000000000005,4.4,right_ankle_roll_joint,right,roll,26,69.96306449999823,0.5937862270157718,0.2719768482355241,0.755394,0.15566829999999998,0.2060756373495156,7.969918152786631,1.8650050586452296,0.2340055472204746,13.999029475284557,5.999584060836239,3.846264870479282,3.846264870479282,3.846264870479282,0
8,touchdown_approx,3.8500000000000005,4.4,left_ankle_pitch_joint,left,pitch,10,50.07087000000077,0.7647276768891506,0.5961366865477246,0.17865899999999998,0.08010400000000004,0.4483625230187119,4.5256480438895546,1.8498351700563969,0.40874481447005356,5.551158298029065,5.551158298029065,10.000288663246135,10.000288663246135,10.000288663246135,0
8,touchdown_approx,3.8500000000000005,4.4,left_ankle_roll_joint,left,roll,15,0.0,0.39936073255240123,0.1402434274724522,0.4487674,0.16037980000000002,0.3573784548521127,8.162767669897908,2.940113409005251,0.36018584969012396,25.007968253198836,10.717700679942357,6.666859108830756,13.333718217661511,6.666859108830756,0
8,touchdown_approx,3.8500000000000005,4.4,right_ankle_pitch_joint,right,pitch,10,50.07087000000077,0.3371480588601193,0.12087058056628171,0.333334,0.1317439,0.3952309095381809,11.141540457240419,1.4926304248079958,0.13396984290785374,22.20463319211626,0.0,10.000288663246135,10.000288663246135,10.000288663246135,0
8,touchdown_approx,3.8500000000000005,4.4,right_ankle_roll_joint,right,roll,10,50.07087000000077,-0.07326401498516501,0.09365889367207264,0.2246645,0.325218,1.447571823763879,4.5845164323049845,4.213474086885609,0.9190661979516944,27.755791490145324,5.551158298029065,10.000288663246135,10.000288663246135,10.000288663246135,0
9,full_step,4.4,4.95,left_ankle_pitch_joint,left,pitch,48,70.09274300000313,0.2562806785411937,0.3083328820270796,0.76,0.22500699999999998,0.29606184210526315,13.682371010076691,1.7929087655611409,0.13103787086614685,14.88897786920196,6.380990515372269,2.0833934715096114,4.166786943019223,2.0833934715096114,0
9,full_step,4.4,4.95,left_ankle_roll_joint,left,roll,48,70.09274300000313,0.29371639359805773,0.15671133205911456,0.8090189999999999,0.40622800000000003,0.5021241775533085,9.859627364486437,3.172841166335002,0.32180132666710237,17.015974707659385,9.571485773058404,2.0833934715096114,4.166786943019223,2.0833934715096114,0
9,full_step,4.4,4.95,right_ankle_pitch_joint,right,pitch,37,180.23848200000802,0.16935033741634717,0.26346118947751224,0.6739299999999999,0.2544321,0.3775349071862063,15.349787109994914,0.9737134766047841,0.0634349824937153,8.334657062089395,5.55643804139293,2.7027807197962526,2.7027807197962526,2.7027807197962526,0
9,full_step,4.4,4.95,right_ankle_roll_joint,right,roll,44,110.14573900000491,0.3292742117869806,0.18708665427496124,0.9538530000000001,0.42037899999999995,0.4407167561458631,8.664968478188953,1.9622702639842629,0.22646017338938926,20.927710428349247,5.8132528967636805,2.272792878010485,2.272792878010485,2.272792878010485,0
9,swing_approx,4.4,4.95,left_ankle_pitch_joint,left,pitch,15,180.4613309999974,0.47329294463151544,0.23407847891665165,0.087584,0.07745600000000002,0.8843624406284256,2.583796650746773,1.273344667315797,0.4928192266786061,17.842128833173586,10.70527729990415,6.666859108830756,13.333718217661511,6.666859108830756,0
9,swing_approx,4.4,4.95,left_ankle_roll_joint,left,roll,15,180.4613309999974,0.4670979524490326,0.07701508925393447,0.2908,0.1783173,0.6131956671251719,4.4402565206872575,2.5545254321572415,0.5753103272875449,14.273703066538868,10.70527729990415,6.666859108830756,6.666859108830756,13.333718217661511,0
9,swing_approx,4.4,4.95,right_ankle_pitch_joint,right,pitch,15,180.4613309999974,0.5220599865705418,0.2351891081642586,0.178525,0.1056687,0.5918986136395463,3.65760445951348,1.0100403415416623,0.27614805064952647,0.0,3.568425766634717,6.666859108830756,6.666859108830756,6.666859108830756,0
9,swing_approx,4.4,4.95,right_ankle_roll_joint,right,roll,20,130.3331834999981,0.3193106892467926,0.2825212747002215,0.82841,0.36347799999999997,0.4387658285148658,7.795564803110796,2.4615473776919727,0.31576254445472635,15.783332223502049,2.6305553705836746,5.000144331623067,5.000144331623067,5.000144331623067,0
9,touchdown_approx,4.4,4.95,left_ankle_pitch_joint,left,pitch,15,0.0,0.0,0.2695794597396718,0.0,0.014134000000000008,nan,0.0,0.26057319840185916,nan,0.0,3.575653563679411,nan,6.666859108830756,6.666859108830756,0
9,touchdown_approx,4.4,4.95,left_ankle_roll_joint,left,roll,10,49.8446575,0.572706965928788,0.28310672027034967,0.463652,0.06675500000000001,0.14397651687041144,6.1215881515007915,0.8630090890427958,0.14097797298421935,0.0,0.0,10.000288663246135,10.000288663246135,10.000288663246135,0
9,touchdown_approx,4.4,4.95,right_ankle_pitch_joint,right,pitch,15,0.0,0.3756492319498968,0.2278719791490374,0.564933,0.02038000000000001,0.03607507438935238,8.265183350042413,0.2956847170530234,0.03577473173072514,17.878267818397056,10.726960691038233,6.666859108830756,6.666859108830756,6.666859108830756,0
9,touchdown_approx,4.4,4.95,right_ankle_roll_joint,right,roll,10,49.8446575,0.5955426340471636,0.28476163447719743,0.6333468999999999,0.05253540000000001,0.08294885472716455,10.744958552840925,1.1500056075353327,0.10702745868026411,5.555352106216205,11.11070421243241,10.000288663246135,10.000288663246135,10.000288663246135,0
10,full_step,4.95,5.5,left_ankle_pitch_joint,left,pitch,49,59.894006999997806,0.21347695863546967,0.1622175817513789,0.28472,0.21417000000000003,0.7522127001966846,4.458587901972082,1.130291321885085,0.2535088119234219,14.586471795070958,2.0837816850101367,2.04087523739717,2.04087523739717,2.04087523739717,0
10,full_step,4.95,5.5,left_ankle_roll_joint,left,roll,49,59.894006999997806,0.6550964175827257,0.1957521011719959,0.6860295000000001,0.2336637,0.34060299156231616,5.376746179560555,1.5964567221527823,0.2969187439462247,18.75403516509123,6.25134505503041,2.04087523739717,2.04087523739717,2.04087523739717,0
10,full_step,4.95,5.5,right_ankle_pitch_joint,right,pitch,43,119.78801399999561,0.1660367562016828,0.24043538832427577,0.5610299999999999,0.120921,0.21553392866691623,7.349852725474857,0.9909307812451182,0.13482321595513283,5.95135043354374,9.522160693669983,2.3256485263363103,2.3256485263363103,2.3256485263363103,0
10,full_step,4.95,5.5,right_ankle_roll_joint,right,roll,49,59.894006999997806,0.29358683910863753,0.14227627795091452,0.781355,0.38542699999999996,0.4932802631326349,9.381320253138524,4.240298622163425,0.4519938034036128,14.586471795070958,9.377017582545616,2.04087523739717,2.04087523739717,4.08175047479434,0
10,swing_approx,4.95,5.5,left_ankle_pitch_joint,left,pitch,29,39.95647600000041,0.2393797778399794,0.1040741464527193,0.126666,0.164201,1.2963305070026685,4.261315912380105,1.2318939369541166,0.28908768143079483,19.653051250730403,1.786641022793673,3.4483754011193564,3.4483754011193564,3.4483754011193564,0
10,swing_approx,4.95,5.5,left_ankle_roll_joint,left,roll,27,59.93471400000061,0.16270289561294785,0.0549067434061869,0.28679740000000004,0.1416459,0.4938883685835366,3.081805785484261,1.0825474035957134,0.3512704819669897,21.156543043484945,7.693288379449071,3.7038106160170865,3.7038106160170865,7.407621232034173,0
10,swing_approx,4.95,5.5,right_ankle_pitch_joint,right,pitch,22,109.88030900000112,0.4926589547309082,0.2528071783409281,0.3679032,0.043577000000000005,0.11844691755874917,8.117879656683764,0.5122074327556657,0.06309620916022642,2.3801686480872517,7.140505944261756,4.54558575602097,4.54558575602097,4.54558575602097,0
10,swing_approx,4.95,5.5,right_ankle_roll_joint,right,roll,19,139.84766600000142,0.41673592750614397,0.13495631714668957,0.36291442,0.22203933,0.6118228369101454,9.984857211612654,3.713111878078509,0.371874309204949,22.23389958980847,11.116949794904235,5.263309822761123,5.263309822761123,5.263309822761123,0
10,touchdown_approx,4.95,5.5,left_ankle_pitch_joint,left,pitch,12,30.030718499999054,0.35143238955083295,0.21361369626344967,0.0060889999999999556,0.08207900000000001,nan,0.2600600390980446,1.3362356740272268,5.138181470177568,4.538087414346101,4.538087414346101,16.66714777207689,8.333573886038446,8.333573886038446,0
10,touchdown_approx,4.95,5.5,left_ankle_roll_joint,left,roll,13,20.02047899999937,0.3041441051787151,0.41789838665536133,0.380492,0.05190800000000001,0.1364233676397927,4.2115340786108435,0.7860887971254382,0.18665141548248523,0.0,12.498182451816962,7.692529740958564,15.385059481917128,7.692529740958564,0
10,touchdown_approx,4.95,5.5,right_ankle_pitch_joint,right,pitch,10,50.05119749999842,0.1910097563787372,0.08815438916582656,0.304858,0.10126200000000002,0.3321612029207041,8.207246759752483,1.1656860485244895,0.1420313148424996,11.095074783134011,0.0,10.000288663246135,10.000288663246135,10.000288663246135,0
10,touchdown_approx,4.95,5.5,right_ankle_roll_joint,right,roll,10,50.05119749999842,-0.1724362394369147,0.049972162512044685,0.150677,0.1670891,1.1089223969152557,3.186482173341512,2.1998441429145235,0.6903676290169393,5.547537391567006,0.0,10.000288663246135,10.000288663246135,10.000288663246135,0
11,full_step,5.5,6.050000000000001,left_ankle_pitch_joint,left,pitch,50,50.04811250000074,0.22357676803553644,0.23694981979798296,0.76,0.152062,0.20008157894736842,13.637586954854706,1.0006332780954206,0.07337319141633156,10.197839909459006,9.178055918513104,4.000115465298453,4.000115465298453,4.000115465298453,0
11,full_step,5.5,6.050000000000001,left_ankle_roll_joint,left,roll,47,80.07698000000119,0.4999047537375851,0.17242292590320923,0.802463,0.24721189999999998,0.3080664155232079,4.802547898733874,1.3562083240342477,0.28239350291369164,10.864698281320548,6.518818968792329,2.1277209921800284,2.1277209921800284,2.1277209921800284,0
11,full_step,5.5,6.050000000000001,right_ankle_pitch_joint,right,pitch,54,10.009622500000148,0.3176880072527879,0.28250546982620234,0.76,0.20703900000000003,0.2724197368421053,11.454243544304372,1.5061087052260502,0.13148914630638908,12.26198038778109,4.716146302992727,1.8519053080085432,1.8519053080085432,1.8519053080085432,0
11,full_step,5.5,6.050000000000001,right_ankle_roll_joint,right,roll,47,80.07698000000119,0.4802156974502619,0.2573683520464655,0.6330561,0.2316473,0.36591907099544574,6.540503315488557,1.9015147549683806,0.2907291172019447,17.383517250112877,9.778228453188493,2.1277209921800284,2.1277209921800284,2.1277209921800284,0
11,swing_approx,5.5,6.050000000000001,left_ankle_pitch_joint,left,pitch,26,69.87342599999869,0.554328787897649,0.2615882595156255,0.76,0.152062,0.20008157894736842,7.773729257381498,1.313317133323374,0.16894299889288292,10.005893751584711,6.003536250950827,3.846264870479282,3.846264870479282,3.846264870479282,0
11,swing_approx,5.5,6.050000000000001,left_ankle_roll_joint,left,roll,30,29.945753999999436,0.389807153781551,0.1821833769882397,0.7034864000000001,0.24721189999999998,0.3514096363483359,7.6630825583228015,1.2106058649015174,0.15797896677841344,12.070172243116701,5.172930961335729,3.333429554415378,3.333429554415378,3.333429554415378,0
11,swing_approx,5.5,6.050000000000001,right_ankle_pitch_joint,right,pitch,28,49.909589999999056,0.5799435353061996,0.38528242166306903,0.648211,0.12570099999999998,0.19391988102639415,9.602348758173546,0.6269742164832778,0.06529383927547888,9.264469631292759,3.7057878525171035,3.5715316654450477,3.5715316654450477,3.5715316654450477,0
11,swing_approx,5.5,6.050000000000001,right_ankle_roll_joint,right,roll,25,79.8553439999985,0.5680630529666483,0.3384469586494351,0.6330561,0.2316473,0.36591907099544574,6.331054561060662,1.830866598934024,0.28918825154261396,12.50861781224175,10.423848176868125,4.000115465298453,4.000115465298453,4.000115465298453,0
11,touchdown_approx,5.5,6.050000000000001,left_ankle_pitch_joint,left,pitch,10,49.87970249999974,0.7485284201201242,0.31611533557829335,0.630937,0.06353999999999999,0.1007073606398103,17.13620312207612,0.9847782893809701,0.05746770637378277,5.560402434793437,5.560402434793437,10.000288663246135,10.000288663246135,10.000288663246135,0
11,touchdown_approx,5.5,6.050000000000001,left_ankle_roll_joint,left,roll,14,9.975940499999947,0.31503839111766335,0.28399836304960835,0.5204420000000001,0.02046300000000001,0.03931850234992565,4.6436105988799286,0.5151958493230329,0.11094725501903663,7.7081013548113555,19.27025338702839,7.1430633308900955,7.1430633308900955,7.1430633308900955,0
11,touchdown_approx,5.5,6.050000000000001,right_ankle_pitch_joint,right,pitch,12,29.92782149999984,0.6519801889738039,0.08290508491976613,0.28747606,0.03931600000000002,0.13676269251777007,5.410569924102557,0.400247919064207,0.07397518647364963,18.192190045513755,0.0,8.333573886038446,8.333573886038446,8.333573886038446,0
11,touchdown_approx,5.5,6.050000000000001,right_ankle_roll_joint,right,roll,15,0.0,-0.2843465724120201,0.13500734287568636,0.24906146,0.2068583,0.8305512221762451,4.760458748449491,2.9291987284182204,0.6153185823471903,10.725134187516412,7.150089458344275,6.666859108830756,6.666859108830756,6.666859108830756,0
12,full_step,6.050000000000001,6.6000000000000005,left_ankle_pitch_joint,left,pitch,36,189.77512549999486,0.11424569768688181,0.2569170961738971,0.76,0.119121,0.15673815789473686,18.28343380531269,1.3560803175795373,0.07416989237467503,22.882278517070368,5.720569629267592,2.777857962012815,5.55571592402563,2.777857962012815,0
12,full_step,6.050000000000001,6.6000000000000005,left_ankle_roll_joint,left,roll,46,89.89348049999757,0.4052804661436711,0.1278152985084855,0.897473,0.39632199999999995,0.4415976859470981,6.756613446495389,2.4401650699042157,0.3611520903522923,16.673030725443386,6.669212290177354,2.173975796357855,2.173975796357855,2.173975796357855,0
12,full_step,6.050000000000001,6.6000000000000005,right_ankle_pitch_joint,right,pitch,44,109.86980949999703,0.21782243436572796,0.21799180274020233,0.75296,0.33567899999999995,0.4458125265618359,12.973539580394075,2.353313745044082,0.18139334531344603,17.44428988674388,4.651810636465035,2.272792878010485,2.272792878010485,2.272792878010485,0
12,full_step,6.050000000000001,6.6000000000000005,right_ankle_roll_joint,right,roll,42,129.8461384999965,0.45465068022510224,0.20027260541067596,0.6263880000000001,0.2962552,0.472957974929277,5.252301478290652,2.982766226687989,0.567896995063338,17.077963849702822,9.758836485544471,2.3810211102966985,2.3810211102966985,2.3810211102966985,0
12,swing_approx,6.050000000000001,6.6000000000000005,left_ankle_pitch_joint,left,pitch,20,129.87538849999768,0.4912779295158397,0.11853792569595605,0.17211599999999996,0.11833099999999999,0.6875072625438658,5.315527109311603,1.5342044126953442,0.2886269566771214,15.78934479329593,7.894672396647965,10.000288663246135,5.000144331623067,5.000144331623067,0
12,swing_approx,6.050000000000001,6.6000000000000005,left_ankle_roll_joint,left,roll,14,189.81787549999663,0.5330543131668911,0.07847288244385535,0.1447946,0.14852099999999996,1.0257357663890778,2.6917734099813804,1.5853941751672715,0.588977574891134,23.10648765012926,3.8510812750215435,7.1430633308900955,7.1430633308900955,14.286126661780191,0
12,swing_approx,6.050000000000001,6.6000000000000005,right_ankle_pitch_joint,right,pitch,19,139.86580299999753,0.2318324945877081,0.2568784487537382,0.3713126,0.15877966000000002,0.42761721525205454,9.543343722343407,1.3617630530813372,0.14269244540496867,22.220618140488217,2.777577267561027,10.526619645522246,5.263309822761123,10.526619645522246,0
12,swing_approx,6.050000000000001,6.6000000000000005,right_ankle_roll_joint,right,roll,20,129.87538849999768,0.25296443615251296,0.26706108279993324,0.594628,0.2962552,0.49821939094694495,6.08862462671083,2.181228593793577,0.35824652159118414,13.157787327746608,7.894672396647965,5.000144331623067,5.000144331623067,5.000144331623067,0
12,touchdown_approx,6.050000000000001,6.6000000000000005,left_ankle_pitch_joint,left,pitch,10,49.974674999999635,0.5302878625697166,0.18946761541593327,0.18476499999999998,0.013358000000000009,0.07229724244310345,3.872725837241541,0.3559298350048214,0.0919067989740122,0.0,11.102064408893138,10.000288663246135,10.000288663246135,10.000288663246135,0
12,touchdown_approx,6.050000000000001,6.6000000000000005,left_ankle_roll_joint,left,roll,13,19.989869999999854,0.7481252912208138,0.10907259104314605,0.272204,0.16484839999999998,0.6056060895504841,4.632125057330591,2.3406283452115324,0.5053033577984601,8.330739418769651,8.330739418769651,7.692529740958564,7.692529740958564,7.692529740958564,0
12,touchdown_approx,6.050000000000001,6.6000000000000005,right_ankle_pitch_joint,right,pitch,10,49.974674999999635,-0.22444180569731823,0.1391891701006224,0.29468799999999995,0.06964599999999999,0.23633809316972526,6.09329360957854,0.8052577568456061,0.13215476037126397,5.551032204446569,0.0,10.000288663246135,10.000288663246135,10.000288663246135,0
12,touchdown_approx,6.050000000000001,6.6000000000000005,right_ankle_roll_joint,right,roll,14,9.994934999999927,0.29893287852275524,0.04096876200077845,0.06855539999999999,0.0730643,1.065770165442839,2.713907974498769,0.953138985522178,0.3512053446462985,30.76218812120886,11.535820545453323,14.286126661780191,7.1430633308900955,7.1430633308900955,0
