step_index,window,step_start_s,step_end_s,joint,side,axis,sample_count,lag_ms,corr,aligned_tracking_err_rms_rad,target_range_rad,joint_range_rad,amplitude_gain,target_vel_rms_radps,joint_vel_rms_radps,velocity_self_excitation_ratio,target_direction_change_rate_hz,joint_direction_change_rate_hz,target_dominant_freq_hz,joint_dominant_freq_hz,error_dominant_freq_hz,joint_lock_flag
1,touchdown_approx,0.0,0.55,right_ankle_pitch_joint,right,pitch,10,50.00580750000011,0.6008126670046763,0.06691031579061632,0.15560099999999996,0.05421199999999998,0.3484039305659989,3.5548094774764145,0.6607370709038481,0.18587130339624003,16.646049055262917,0.0,10.000288663246135,10.000288663246135,10.000288663246135,0
1,touchdown_approx,0.0,0.55,right_ankle_roll_joint,right,roll,15,0.0,0.1897635659292572,0.050106373606837014,0.1631231,0.0673888,0.41311622939976006,2.768828108264622,0.6675793783311794,0.24110538907725423,21.42817531344492,7.142725104481641,6.666859108830756,6.666859108830756,13.333718217661511,0
2,full_step,0.55,1.1,left_ankle_pitch_joint,left,pitch,49,59.95382400000005,0.14423907825438417,0.3037363675906684,0.76,0.21673,0.28517105263157894,16.167268537396467,1.2641017060603537,0.07818894720133851,13.545345497845474,6.251697922082527,2.04087523739717,2.04087523739717,2.04087523739717,0
2,full_step,0.55,1.1,left_ankle_roll_joint,left,roll,39,159.87686400000013,0.3822776053013958,0.18617650844402026,0.729606,0.296823,0.40682642412480163,5.462376345470371,1.3789334987061004,0.2524420529628225,9.217299260053915,5.267028148602237,2.5641765803195216,2.5641765803195216,2.5641765803195216,0
2,full_step,0.55,1.1,right_ankle_pitch_joint,right,pitch,47,79.93843200000006,0.10804174810803358,0.271004998863594,0.76,0.202054,0.2658605263157895,17.35199906845423,1.0715332243718794,0.06175272486729881,18.49223344035072,2.1755568753353787,2.1277209921800284,2.1277209921800284,2.1277209921800284,0
2,full_step,0.55,1.1,right_ankle_roll_joint,right,roll,48,69.94612800000006,0.6271795083633844,0.2643733023463991,0.795537,0.2590281,0.32560157478533364,6.555981593139956,1.76355110610862,0.26899878851916903,13.834405688489678,6.385110317764467,2.0833934715096114,2.0833934715096114,2.0833934715096114,0
2,swing_approx,0.55,1.1,left_ankle_pitch_joint,left,pitch,20,129.734202,0.453799215269577,0.13396173160699662,0.54031,0.17977700000000002,0.33272935907164414,5.150157500596205,1.5019848971389311,0.29163863376315285,10.533759942183984,7.900319956637987,5.000144331623067,5.000144331623067,5.000144331623067,0
2,swing_approx,0.55,1.1,left_ankle_roll_joint,left,roll,16,169.65241800000004,0.5303627567046827,0.09699879843485498,0.1592583,0.09824900000000002,0.6169160414245287,2.1510576491869497,0.9798454190340027,0.4555179724747785,9.995741014668468,6.663827343112312,6.250180414528834,6.250180414528834,6.250180414528834,0
2,swing_approx,0.55,1.1,right_ankle_pitch_joint,right,pitch,26,69.85687800000001,0.5212489441966356,0.31098584414141356,0.536956,0.177526,0.3306155439179374,12.047602173810045,0.9603488075651686,0.07971285851825725,18.009433269108616,2.0010481410120686,3.846264870479282,3.846264870479282,3.846264870479282,0
2,swing_approx,0.55,1.1,right_ankle_roll_joint,right,roll,25,79.83643200000002,0.8145011708594531,0.341656673298493,0.6844857,0.2590281,0.37842733602761897,4.791681403142794,1.9329908904435846,0.40340555387838684,10.425589494315288,4.170235797726115,4.000115465298453,4.000115465298453,4.000115465298453,0
2,touchdown_approx,0.55,1.1,left_ankle_pitch_joint,left,pitch,10,49.96802000000022,0.8397092067664063,0.21563014501540362,0.4486442,0.028397000000000006,0.06329514568560121,11.514401236590649,0.67822816987969,0.05890259996537255,5.565895443206973,11.131790886413945,10.000288663246135,10.000288663246135,10.000288663246135,0
2,touchdown_approx,0.55,1.1,left_ankle_roll_joint,left,roll,10,49.96802000000022,0.45490370721830103,0.27441657223582727,0.312834,0.0580784,0.18565245465646318,4.7066469077906055,1.250339864424063,0.2656540609312454,22.26358177282789,11.131790886413945,10.000288663246135,10.000288663246135,10.000288663246135,0
2,touchdown_approx,0.55,1.1,right_ankle_pitch_joint,right,pitch,15,0.0,-0.17976999028084745,0.09341669061692706,0.2457438,0.09429200000000001,0.38370042296082346,3.728045777087224,0.7335649575110972,0.19676929988886618,25.006668206696393,0.0,6.666859108830756,6.666859108830756,6.666859108830756,0
2,touchdown_approx,0.55,1.1,right_ankle_roll_joint,right,roll,10,49.96802000000022,-0.023502917017979196,0.08668599854088133,0.0559079,0.16987449999999998,3.038470412947007,2.7303602291004183,2.320577554702791,0.8499162601219693,16.697686329620918,11.131790886413945,10.000288663246135,10.000288663246135,10.000288663246135,0
3,full_step,1.1,1.6500000000000001,left_ankle_pitch_joint,left,pitch,39,159.92390399999934,0.11773144864508114,0.17087659171782424,0.76,0.19180700000000003,0.2523776315789474,12.930471222000257,1.6169049747508124,0.12504609824271262,17.101952174948533,5.262139130753395,2.5641765803195216,2.5641765803195216,2.5641765803195216,0
3,full_step,1.1,1.6500000000000001,left_ankle_roll_joint,left,roll,45,99.95243999999958,0.5211013030809017,0.13826872786797717,0.6429852,0.21763482,0.3384756289880389,4.6620510477336286,1.8337828382590473,0.39334250515135555,19.31180001441479,4.543952944568185,2.222286369610252,2.222286369610252,2.222286369610252,0
3,full_step,1.1,1.6500000000000001,right_ankle_pitch_joint,right,pitch,42,129.93817199999947,0.2001739363211858,0.19955080582232362,0.5652929999999999,0.2599488,0.45984790188450947,13.794395774976651,1.6610949533918162,0.12041810170512002,18.29297043878417,4.878125450342446,2.3810211102966985,2.3810211102966985,4.762042220593397,0
3,full_step,1.1,1.6500000000000001,right_ankle_roll_joint,right,roll,42,129.93817199999947,0.3055706451206071,0.18286876269011215,0.658402,0.3528663,0.5359435420913059,6.297310152324158,2.0311228365939455,0.32253816112968736,21.951564526541006,7.317188175513668,2.3810211102966985,2.3810211102966985,2.3810211102966985,0
3,swing_approx,1.1,1.6500000000000001,left_ankle_pitch_joint,left,pitch,17,159.8641119999975,0.6861576734633633,0.1474947148032171,0.137704,0.19180700000000003,1.392893452623018,3.4434971484963715,2.333878355385862,0.677763986650887,12.515590827939244,6.257795413969622,11.765045486171923,5.8825227430859615,5.8825227430859615,0
3,swing_approx,1.1,1.6500000000000001,left_ankle_roll_joint,left,roll,23,99.91506999999844,0.5535219671996061,0.10461842586813946,0.42276909999999995,0.17827679999999999,0.42168834004188105,3.8618510638936465,2.3778485772166884,0.6157276751163113,25.009254560971854,4.547137192903974,8.69590318543142,8.69590318543142,4.34795159271571,0
3,swing_approx,1.1,1.6500000000000001,right_ankle_pitch_joint,right,pitch,21,119.89808399999814,0.4594001869754952,0.21796266795330757,0.3844604,0.1814037,0.47183975254668625,6.123394297743506,1.1339044534577003,0.18517580255701457,5.00121134339948,2.50060567169974,4.762042220593397,4.762042220593397,4.762042220593397,0
3,swing_approx,1.1,1.6500000000000001,right_ankle_roll_joint,right,roll,21,119.89808399999814,0.4869202979321854,0.20488688499638563,0.658402,0.2899353,0.4403621191916185,6.9100646594631705,2.027948378609435,0.2934774822739477,12.5030283584987,7.50181701509922,4.762042220593397,4.762042220593397,4.762042220593397,0
3,touchdown_approx,1.1,1.6500000000000001,left_ankle_pitch_joint,left,pitch,10,49.97621999999979,0.5601644664815831,0.18352446137776837,0.23545899999999997,0.028724,0.1219915144462518,6.052142903319089,0.41277548392237906,0.06820319521801221,5.555802356642471,5.555802356642471,10.000288663246135,10.000288663246135,10.000288663246135,0
3,touchdown_approx,1.1,1.6500000000000001,left_ankle_roll_joint,left,roll,10,49.97621999999979,0.7139389223937612,0.1311317283779475,0.4383255,0.19472745,0.4442530722031915,5.927026205337581,2.395376121552988,0.40414468209974047,5.555802356642471,5.555802356642471,10.000288663246135,10.000288663246135,10.000288663246135,0
3,touchdown_approx,1.1,1.6500000000000001,right_ankle_pitch_joint,right,pitch,10,49.97621999999979,0.5622112506642318,0.0760969109296198,0.24911342999999997,0.094284,0.37847818963433655,9.280931728428463,2.227190708576151,0.23997490486370385,16.667407069927414,5.555802356642471,10.000288663246135,10.000288663246135,10.000288663246135,0
3,touchdown_approx,1.1,1.6500000000000001,right_ankle_roll_joint,right,roll,15,0.0,0.5736997361529377,0.15678286440832426,0.3508742,0.1870755,0.5331697229377367,8.808709962797321,3.100616821380291,0.3519944276148751,10.71440127675663,7.14293418450442,6.666859108830756,6.666859108830756,6.666859108830756,0
4,full_step,1.6500000000000001,2.2,left_ankle_pitch_joint,left,pitch,50,50.022392499999846,0.3597193480903757,0.16711342144211278,0.7307939999999999,0.25133500000000003,0.3439204481700726,11.997717683200735,1.5720684694859548,0.13103062690724696,22.439362310123695,10.199710140965315,4.000115465298453,2.0000577326492266,2.0000577326492266,0
4,full_step,1.6500000000000001,2.2,left_ankle_roll_joint,left,roll,50,50.022392499999846,0.6479678249042864,0.15222961231993098,0.777649,0.41283400000000003,0.5308744690728079,7.248100532275795,3.908775705562051,0.5392827663132252,15.299565211447973,7.1397970986757215,4.000115465298453,6.00017319794768,2.0000577326492266,0
4,full_step,1.6500000000000001,2.2,right_ankle_pitch_joint,right,pitch,35,200.08956999999938,0.30497437091578966,0.3957966897021051,0.76,0.355605,0.4679013157894737,14.971413950658826,1.4847937487861012,0.09917525182855304,14.704377273430902,5.881750909372361,2.8572253323560384,2.8572253323560384,2.8572253323560384,0
4,full_step,1.6500000000000001,2.2,right_ankle_roll_joint,right,roll,38,170.07613449999948,0.2051783698459278,0.25712453458880674,0.659253,0.3528377,0.535208334281376,10.58558227431403,3.396096712260437,0.3208228535997574,17.562953257604942,8.105978426586898,2.6316549113805614,7.894964734141684,2.6316549113805614,0
4,swing_approx,1.6500000000000001,2.2,left_ankle_pitch_joint,left,pitch,28,50.03292249999958,0.48011405244200867,0.19344123259703266,0.7307939999999999,0.22959100000000002,0.3141665093035794,11.576638727439763,2.083256614891352,0.17995349634203153,25.926327303881976,9.259402608529276,3.5715316654450477,3.5715316654450477,3.5715316654450477,0
4,swing_approx,1.6500000000000001,2.2,left_ankle_roll_joint,left,roll,14,190.1251054999984,0.7215045015243273,0.3247139776222915,0.7053128,0.240223,0.34059072797204304,12.303334868502045,3.533045573983768,0.2871616201416066,11.542396785464044,7.6949311903093625,7.1430633308900955,7.1430633308900955,7.1430633308900955,0
4,swing_approx,1.6500000000000001,2.2,right_ankle_pitch_joint,right,pitch,13,200.13168999999831,0.4667700305068293,0.3100671033838792,0.76,0.210548,0.2770368421052632,14.274662672479026,1.8356602994946392,0.12859570426373143,12.496801547783857,0.0,7.692529740958564,7.692529740958564,7.692529740958564,0
4,swing_approx,1.6500000000000001,2.2,right_ankle_roll_joint,right,roll,25,80.05267599999932,0.3959421662417687,0.10031401940825221,0.462183,0.159029,0.3440823223701434,9.280062558709883,1.7083321807402714,0.184086278506485,18.727435391128225,10.404130772849015,4.000115465298453,4.000115465298453,4.000115465298453,0
4,touchdown_approx,1.6500000000000001,2.2,left_ankle_pitch_joint,left,pitch,10,50.074297499999034,0.7262088036371502,0.6302461499226513,0.457746,0.05674000000000001,0.12395520659929309,10.009714768819958,1.0324192993080845,0.10314173012442353,0.0,5.550923926308377,10.000288663246135,10.000288663246135,10.000288663246135,0
4,touchdown_approx,1.6500000000000001,2.2,left_ankle_roll_joint,left,roll,15,0.0,0.7229666406212877,0.4739152755345495,0.5997876,0.1200428,0.20014218366635123,10.157122065174157,1.3902973458922547,0.13687906249144957,3.569422810767696,7.138845621535392,6.666859108830756,6.666859108830756,6.666859108830756,0
4,touchdown_approx,1.6500000000000001,2.2,right_ankle_pitch_joint,right,pitch,10,50.074297499999034,0.15608309702235354,0.580404043534588,0.76,0.105215,0.1384407894736842,22.399499118301442,1.204989477724118,0.05379537601979613,0.0,0.0,10.000288663246135,10.000288663246135,10.000288663246135,0
4,touchdown_approx,1.6500000000000001,2.2,right_ankle_roll_joint,right,roll,10,50.074297499999034,0.17139716020820403,0.1333874775711311,0.5397270000000001,0.30373130000000004,0.5627498716943936,9.14241114420345,4.423360260396265,0.4838286301749623,16.652771778925132,5.550923926308377,10.000288663246135,10.000288663246135,10.000288663246135,0
5,full_step,2.2,2.75,left_ankle_pitch_joint,left,pitch,48,69.98162500000137,0.32267939799702244,0.411590690041436,0.76,0.4102306,0.5397771052631579,9.542820818155576,2.28264841229963,0.23920059443606081,5.319309590637531,4.255447672510025,2.0833934715096114,4.166786943019223,2.0833934715096114,0
5,full_step,2.2,2.75,left_ankle_roll_joint,left,roll,47,79.97900000000158,0.5323642162201165,0.2862139874242132,0.904279,0.49157000000000006,0.543604352196612,7.734280126557086,3.1394631522329166,0.40591536650618426,5.435930346302073,6.5231164155624874,2.1277209921800284,2.1277209921800284,2.1277209921800284,0
5,full_step,2.2,2.75,right_ankle_pitch_joint,right,pitch,37,179.95275000000356,0.27820948703014414,0.6165721551799459,0.76,0.16869499999999998,0.22196710526315788,8.18853470074502,1.3383344785059264,0.163440044820737,4.167913335855568,8.335826671711136,2.7027807197962526,2.7027807197962526,2.7027807197962526,0
5,full_step,2.2,2.75,right_ankle_roll_joint,right,roll,49,59.98425000000118,0.39123181283723396,0.2291034537156558,0.5427715399999999,0.3531916,0.6507187167551195,5.860014001057784,3.8164076961087985,0.6512625559290308,15.624341466557892,8.332982115497542,2.04087523739717,4.08175047479434,2.04087523739717,0
5,swing_approx,2.2,2.75,left_ankle_pitch_joint,left,pitch,25,79.97138400000026,0.8201423257419513,0.18181999921077988,0.76,0.3618856,0.4761652631578947,6.253802972688564,2.9812680243309924,0.47671281576197777,4.172296833552138,4.172296833552138,4.000115465298453,4.000115465298453,4.000115465298453,0
5,swing_approx,2.2,2.75,left_ankle_roll_joint,left,roll,31,19.992846000000064,0.2545093187349823,0.286231256770099,0.842909,0.49157000000000006,0.5831827635011609,4.960411830607204,2.750871360425963,0.5545651156325923,3.3356040902925175,8.339010225731293,3.2258995687890755,3.2258995687890755,3.2258995687890755,0
5,swing_approx,2.2,2.75,right_ankle_pitch_joint,right,pitch,30,29.989269000000096,0.15850788707744665,0.6829005349630034,0.76,0.12408599999999997,0.1632710526315789,10.956254988366725,1.012554279090965,0.09241791836408408,3.4508614021252226,8.627153505313057,3.333429554415378,3.333429554415378,3.333429554415378,0
5,swing_approx,2.2,2.75,right_ankle_roll_joint,right,roll,25,79.97138400000026,0.4532998411844663,0.29664575363641343,0.5427715399999999,0.15787887,0.2908753653516911,4.382784647431439,1.7126624803934505,0.3907703932925767,12.516890500656414,8.344593667104276,4.000115465298453,4.000115465298453,4.000115465298453,0
5,touchdown_approx,2.2,2.75,left_ankle_pitch_joint,left,pitch,13,19.972623999999772,0.0,0.4835824559811984,0.0,0.1768127,nan,0.0,1.9302538517350534,nan,0.0,4.1711764731498375,nan,7.692529740958564,7.692529740958564,0
5,touchdown_approx,2.2,2.75,left_ankle_roll_joint,left,roll,11,39.945247999999545,0.6337547266886653,0.290585954290011,0.22616600000000003,0.14608899999999997,0.645937055083434,3.3594318815018203,2.7855810972088513,0.8291821937355577,20.02717908500812,5.00679477125203,9.09117151204194,9.09117151204194,9.09117151204194,0
5,touchdown_approx,2.2,2.75,right_ankle_pitch_joint,right,pitch,11,39.945247999999545,0.3945936372561769,0.08785965389653082,0.27179699999999996,0.019989000000000035,0.07354385809997917,4.841009926386054,0.32144710712,0.0664008361908006,5.00679477125203,20.02717908500812,9.09117151204194,9.09117151204194,9.09117151204194,0
5,touchdown_approx,2.2,2.75,right_ankle_roll_joint,right,roll,10,49.93155999999943,0.18143946470515884,0.04239030351667702,0.070464,0.10175640000000001,1.444090599455041,2.5535018771771916,1.8209170949460445,0.7131058376033017,22.267174451766373,5.566793612941593,10.000288663246135,10.000288663246135,10.000288663246135,0
6,full_step,2.75,3.3000000000000003,left_ankle_pitch_joint,left,pitch,45,99.96753000000025,0.17416695816547212,0.3004186023181469,0.76,0.3825006,0.5032902631578947,14.639618419920502,2.3390320925108083,0.1597741160608413,11.36078847216613,4.544315388866452,2.222286369610252,2.222286369610252,2.222286369610252,0
6,full_step,2.75,3.3000000000000003,left_ankle_roll_joint,left,roll,48,69.97727100000017,0.5234792907814664,0.16941280728442773,0.9416519999999999,0.400306,0.42511033800172465,7.806481559656557,2.8096196014663684,0.3599085682833505,20.208041661273064,6.38148684040202,2.0833934715096114,2.0833934715096114,2.0833934715096114,0
6,full_step,2.75,3.3000000000000003,right_ankle_pitch_joint,right,pitch,48,69.97727100000017,0.3500643593091551,0.3128041666817684,0.76,0.516445,0.6795328947368422,17.849150848885596,2.390159362990897,0.13390885556553664,11.699392540737037,6.38148684040202,6.250180414528834,2.0833934715096114,2.0833934715096114,0
6,full_step,2.75,3.3000000000000003,right_ankle_roll_joint,right,roll,47,79.9740240000002,0.2327922384469212,0.09754759522611253,0.6647000000000001,0.332181,0.499745749962389,8.473421033737399,1.9737422941798675,0.23293334372519697,21.731970317483952,16.298977738112967,2.1277209921800284,2.1277209921800284,2.1277209921800284,0
6,swing_approx,2.75,3.3000000000000003,left_ankle_pitch_joint,left,pitch,18,150.01805249999833,0.05883340876847164,0.22762479057239618,0.76,0.3541858,0.466033947368421,21.485352021017324,3.0851607721359304,0.1435936804348365,17.63242826431701,2.938738044052835,5.55571592402563,5.55571592402563,5.55571592402563,0
6,swing_approx,2.75,3.3000000000000003,left_ankle_roll_joint,left,roll,13,200.02406999999778,0.22215578878274872,0.25661465858195365,0.436847,0.128029,0.29307514988085076,11.25645049539137,2.0833277716756107,0.18507857095170183,20.801896121122034,8.320758448448814,15.385059481917128,7.692529740958564,15.385059481917128,0
6,swing_approx,2.75,3.3000000000000003,right_ankle_pitch_joint,right,pitch,13,200.02406999999778,0.47746100114930967,0.2921568885904034,0.76,0.0730138,0.09607078947368422,29.344069898028938,1.2178855739951786,0.041503635256709394,20.801896121122034,4.160379224224407,7.692529740958564,7.692529740958564,7.692529740958564,0
6,swing_approx,2.75,3.3000000000000003,right_ankle_roll_joint,right,roll,25,80.00962799999911,0.16281838446292665,0.1306804147290438,0.6647000000000001,0.32278700000000005,0.4856130585226418,10.773314724142931,2.6196702854451606,0.24316288463888425,24.981770593816282,8.327256864605427,8.000230930596906,4.000115465298453,12.00034639589536,0
6,touchdown_approx,2.75,3.3000000000000003,left_ankle_pitch_joint,left,pitch,15,0.0,0.0,0.3750870380482376,0.0,0.11553322,nan,0.0,1.734231049814375,nan,0.0,10.707071595361093,nan,13.333718217661511,13.333718217661511,0
6,touchdown_approx,2.75,3.3000000000000003,left_ankle_roll_joint,left,roll,10,50.058899999999575,0.7142755479794084,0.13437186459746697,0.22988199999999998,0.022390999999999994,0.09740214544853446,6.374440402265324,0.6569851610787827,0.10306554295264975,22.192625150982014,16.64446886323651,10.000288663246135,10.000288663246135,10.000288663246135,0
6,touchdown_approx,2.75,3.3000000000000003,right_ankle_pitch_joint,right,pitch,13,20.02355999999983,0.5539454181385808,0.17878143767034602,0.14378,0.2736806,1.90346779802476,2.9672868914079626,2.2995952934581845,0.7749824596053932,24.97335280821985,0.0,7.692529740958564,7.692529740958564,7.692529740958564,0
6,touchdown_approx,2.75,3.3000000000000003,right_ankle_roll_joint,right,roll,15,0.0,0.7779789255089549,0.07249757654809937,0.1971718,0.2162287,1.0966512452592105,3.5128877611984355,2.7432970268513444,0.7809236199210241,10.707071595361093,7.138047730240728,6.666859108830756,6.666859108830756,6.666859108830756,0
7,full_step,3.3000000000000003,3.8500000000000005,left_ankle_pitch_joint,left,pitch,53,20.015696000000194,0.15828129837032295,0.27446463406804383,0.246325,0.36101530000000004,1.4656056023546131,5.466586416124263,1.1929146839434552,0.2182193041757887,12.499384597606792,3.8459644915713205,1.8868469175936102,1.8868469175936102,1.8868469175936102,0
7,full_step,3.3000000000000003,3.8500000000000005,left_ankle_roll_joint,left,roll,39,160.12556800000155,0.2679008677904963,0.17498912332755398,0.575931,0.2006832,0.3484500747485376,7.181810413250099,1.7603219763112585,0.24510838841743138,18.427114230805167,10.529779560460094,2.5641765803195216,5.128353160639043,2.5641765803195216,0
7,full_step,3.3000000000000003,3.8500000000000005,right_ankle_pitch_joint,right,pitch,54,10.007848000000097,0.11455728600185858,0.265865086714218,0.41260579999999997,0.411471,0.9972496751136315,5.001909015947931,2.448495900302901,0.4895122827097,11.321474549149729,3.7738248497165765,1.8519053080085432,1.8519053080085432,1.8519053080085432,0
7,full_step,3.3000000000000003,3.8500000000000005,right_ankle_roll_joint,right,roll,49,60.047088000000585,0.4756541084619651,0.17393732630810602,0.6921619999999999,0.337954,0.48825852907267375,5.977689043762239,1.917220960794903,0.32072945694549576,18.745172532286308,7.289789318111342,2.04087523739717,2.04087523739717,2.04087523739717,0
7,swing_approx,3.3000000000000003,3.8500000000000005,left_ankle_pitch_joint,left,pitch,31,20.015696000000194,0.18658300669240546,0.20068878487426298,0.24592899999999998,0.34908720000000004,1.4194633410455866,5.744122080861876,1.478613734668278,0.2574133547047488,16.650318218717263,1.6650318218717264,3.2258995687890755,3.2258995687890755,3.2258995687890755,0
7,swing_approx,3.3000000000000003,3.8500000000000005,left_ankle_roll_joint,left,roll,23,100.07848000000097,0.5030024946656494,0.1254790449509607,0.400369,0.1554902,0.3883672312291911,6.445281991525539,2.0011494087535877,0.3104828324633061,22.743038511701375,9.09721540468055,4.34795159271571,4.34795159271571,4.34795159271571,0
7,swing_approx,3.3000000000000003,3.8500000000000005,right_ankle_pitch_joint,right,pitch,17,160.12556800000155,0.14410450170406305,0.3804792713910747,0.24804199999999998,0.2479741,0.999726256037284,4.519948141811293,1.7124575189125322,0.3788666297012633,0.0,3.126632219267164,5.8825227430859615,5.8825227430859615,5.8825227430859615,0
7,swing_approx,3.3000000000000003,3.8500000000000005,right_ankle_roll_joint,right,roll,13,200.15696000000193,0.4541223161286612,0.44130150616920044,0.3022969999999999,0.1828532,0.6048793074360647,6.572234234661382,2.1380454901388575,0.32531486459551223,25.00888669948131,4.1681477832468845,7.692529740958564,7.692529740958564,15.385059481917128,0
7,touchdown_approx,3.3000000000000003,3.8500000000000005,left_ankle_pitch_joint,left,pitch,11,39.97438399999975,0.7876939207839101,0.21305809129628303,0.65572,0.060815000000000036,0.09274537912523644,10.388003371355543,0.6658538445465287,0.06409834698192254,5.018745214124566,0.0,9.09117151204194,9.09117151204194,9.09117151204194,0
7,touchdown_approx,3.3000000000000003,3.8500000000000005,left_ankle_roll_joint,left,roll,10,49.96797999999969,0.3145729695174418,0.2032245295534646,0.2204352,0.04864600000000002,0.22068163342333721,7.062536243252178,0.8033942681324382,0.11375435685728796,22.294367290203706,11.147183645101853,10.000288663246135,10.000288663246135,10.000288663246135,0
7,touchdown_approx,3.3000000000000003,3.8500000000000005,right_ankle_pitch_joint,right,pitch,14,9.993595999999938,0.633365445132278,0.02651930588404283,0.068223,0.07752300000000001,1.136317664130865,2.050951984174188,0.7326189654362125,0.3572092233700928,26.986921336023467,0.0,7.1430633308900955,7.1430633308900955,7.1430633308900955,0
7,touchdown_approx,3.3000000000000003,3.8500000000000005,right_ankle_roll_joint,right,roll,15,0.0,-0.1532426420523856,0.06707403551119956,0.1581283,0.1233737,0.7802126501075393,1.9165624078408101,1.758792553589001,0.9176808156069638,17.89531381716217,7.158125526864868,6.666859108830756,6.666859108830756,6.666859108830756,0
8,full_step,3.8500000000000005,4.4,left_ankle_pitch_joint,left,pitch,49,59.96834099999848,0.3436642639530509,0.31111386120030693,0.76,0.19591899999999998,0.2577881578947368,19.137061180511157,1.7985266873783878,0.09398134177519249,22.92224001830844,7.2934400058254125,2.04087523739717,2.04087523739717,2.04087523739717,0
8,full_step,3.8500000000000005,4.4,left_ankle_roll_joint,left,roll,35,199.89446999999495,0.17065581131066482,0.2292457713704917,0.534107,0.513776,0.9619345936301154,9.674946338019678,5.179929814402262,0.5353962320231864,19.124927693797403,7.3557414206913085,5.714450664712077,2.8572253323560384,5.714450664712077,0
8,full_step,3.8500000000000005,4.4,right_ankle_pitch_joint,right,pitch,54,9.994723499999747,0.09491534146234998,0.18993000510372107,0.604441,0.3307024,0.5471210589619169,12.007655659799175,1.9197863040748926,0.159880192975737,21.702105125521836,2.8307093641985004,9.259526540042717,1.8519053080085432,1.8519053080085432,0
