dataset,case_label,diag_csv,step_index,touchdown_side,window,side,axis,touchdown_time_sec,lag_samples,lag_ms,corr,tracking_lag_ms,xcorr_coeff,range_gain_phase,joint_vel_rms_radps,target_vel_rms_radps,velocity_self_excitation_ratio,joint_lock_flag,raw_sample_count,aligned_sample_count,target_range_rad,joint_range_rad,target_path_rad,joint_path_rad,joint_hp_rms_rad,joint_direction_change_rate_hz,target_direction_change_rate_hz,joint_extrema_rate_hz,joint_dominant_freq_hz,target_dominant_freq_hz,f_modal_candidate_hz,freq_gap_hz,amplitude_gain,aligned_tracking_err_rms_rad,aligned_tracking_err_hp_rms_rad,aligned_tracking_err_path_rad,step_risk_score,step_accumulation_score,risk_tags,overall_status
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,5,left,swing,left,pitch,1777514596.3676941,5,49.99697208404541,0.309065372024231,49.99697208404541,0.309065372024231,1.4969069513905802,4.6869124879899005,9.553988407416647,0.4905712973601168,0,32,27,0.4837622,0.7241470000000001,1.2794773999999998,0.9090395000000001,0.013707562260908282,7.692773553743261,26.924707438101414,7.692773553743261,3.703928007357866,3.703928007357866,3.703928007357866,0.0,1.4969069513905802,0.3157864236926644,0.05819634735016807,1.65169704,30.0,5,high_tracking_err;warn,warn
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,5,left,swing,right,roll,1777514596.3676941,8,79.99515533447266,0.7676216749780554,79.99515533447266,0.7676216749780554,0.15131155285895373,0.847277507566097,4.25567170679504,0.1990937191450288,0,32,24,0.6051567,0.0915672,0.7808499199999999,0.1302646,0.00398267865568796,39.132804599476586,17.392357599767372,39.132804599476586,4.1669190082776,4.1669190082776,4.1669190082776,0.0,0.15131155285895373,0.23840851025060625,0.019280799355206844,0.7049567200000003,30.0,5,high_tracking_err;warn,warn
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,5,left,swing,right,pitch,1777514596.3676941,9,89.99454975128174,0.2546656362117523,89.99454975128174,0.2546656362117523,0.833116560250221,2.4794884827668575,10.544709953669303,0.23514051061253285,0,32,23,0.532969,0.4440253,1.136327,0.45624430000000005,0.007846867125568603,9.091459654423854,22.728649136059634,4.545729827211927,4.348089399941843,4.348089399941843,8.696178799883686,4.348089399941843,0.833116560250221,0.1287635598992288,0.06492374535838895,1.2970657,30.0,5,high_tracking_err;warn,warn
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,5,left,touchdown,left,roll,1777514596.3676941,0,0.0,0.7617899899670232,0.0,0.7617899899670232,0.5104599000326527,1.1731602691129437,2.602792020285851,0.45073146834993816,0,15,15,0.199065,0.1016147,0.26443099999999997,0.1410847,0.00587551536886105,7.143289728475885,28.57315891390354,7.143289728475885,6.66707041324416,6.66707041324416,6.66707041324416,0.0,0.5104599000326527,0.19824865674905845,0.011082560717436506,0.19138169999999993,30.0,5,high_tracking_err;warn,warn
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,5,left,touchdown,left,pitch,1777514596.3676941,0,0.0,0.0,0.0,0.0,nan,0.4036676040683654,0.0,nan,0,15,15,0.0,0.0403018,0.0,0.0441744,0.0020169350920146126,14.28657945695177,0.0,7.143289728475885,6.66707041324416,46.669492892709115,6.66707041324416,40.002422479464954,nan,0.3577068778238284,0.0020169350920146013,0.04417439999999995,30.0,5,high_tracking_err;warn,warn
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,5,left,touchdown,right,roll,1777514596.3676941,3,29.998183250427246,0.41958569953720876,29.998183250427246,0.41958569953720876,0.5597904195004924,0.5110396735764595,0.7783879645462691,0.6565359394711995,0,15,12,0.0618569,0.0346269,0.0668361,0.05132369999999999,0.0030429615560107716,9.091459654423854,9.091459654423854,9.091459654423854,8.3338380165552,8.3338380165552,8.3338380165552,0.0,0.5597904195004924,0.036885127953502815,0.003243009108916008,0.08030109999999997,30.0,5,high_tracking_err;warn,warn
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,5,left,touchdown,right,pitch,1777514596.3676941,3,29.998183250427246,0.09352554657925051,29.998183250427246,0.09352554657925051,8.128570206943724,2.1357937393615063,0.8038583626705236,2.6569279347497456,0,15,12,0.02338800000000002,0.19011099999999997,0.0668800000000001,0.19733499999999998,0.011722591967525064,9.091459654423854,36.36583861769542,9.091459654423854,8.3338380165552,8.3338380165552,8.3338380165552,0.0,8.128570206943724,0.2114361308679684,0.013580250257158753,0.2121550000000001,30.0,5,high_tracking_err;warn,warn
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,6,right,swing,left,roll,1777514596.5476913,1,9.999394416809082,0.33402029954955653,9.999394416809082,0.33402029954955653,0.3883199604444697,1.6657645907875387,5.726951180391173,0.2908641157080303,0,32,31,0.5735734,0.22273,1.3443824,0.4340165999999999,0.008300788759670519,3.33353520662208,30.001816859598716,3.33353520662208,3.226001812860077,6.452003625720154,3.226001812860077,3.226001812860077,0.3883199604444697,0.2725840953838039,0.04177029859691897,1.1263166,40.0,6,high_tracking_err;amplitude_overshoot;warn,warn
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,6,right,swing,left,pitch,1777514596.5476913,0,0.0,0.34043528851156263,0.0,0.34043528851156263,2.8289835936989354,1.2098063946165665,1.373973963407514,0.8805162447301367,0,32,32,0.07649499999999998,0.21640310000000001,0.07649499999999998,0.25990599999999997,0.005907551324695937,12.904007251440309,0.0,9.67800543858023,3.1251892562081998,18.751135537249198,3.1251892562081998,15.625946281040997,2.8289835936989354,0.3965630123941683,0.009696578473660313,0.3080178,40.0,6,high_tracking_err;amplitude_overshoot;warn,warn
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,6,right,swing,right,roll,1777514596.5476913,8,79.99515533447266,0.32509735616916574,79.99515533447266,0.32509735616916574,1.8000877392699872,1.1385153667015462,1.3127176656390465,0.867296446526682,0,32,24,0.0720316,0.1296632,0.23919852000000003,0.1815412,0.00649284433468461,26.08853639965106,30.436625799592903,26.08853639965106,4.1669190082776,8.3338380165552,4.1669190082776,4.1669190082776,1.8000877392699872,0.020499644723295716,0.010614778118009335,0.25738132,40.0,6,high_tracking_err;amplitude_overshoot;warn,warn
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,6,right,swing,right,pitch,1777514596.5476913,18,179.98909950256348,0.3403142720233326,179.98909950256348,0.3403142720233326,3.9714315624182155,3.1101225012684854,2.700867891514228,1.1515270743304704,0,32,14,0.095525,0.379371,0.2691240000000001,0.379371,0.012274659876128658,0.0,38.463867768716305,0.0,7.143289728475885,14.28657945695177,7.143289728475885,7.143289728475885,3.9714315624182155,0.13219215503900805,0.02026021996499545,0.3630209999999999,40.0,6,high_tracking_err;amplitude_overshoot;warn,warn
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,6,right,touchdown,left,roll,1777514596.5476913,0,0.0,0.3622340956014197,0.0,0.3622340956014197,0.25735126437222855,1.1513067196776412,5.853348635239206,0.19669197777599853,0,15,15,0.2188161,0.056312600000000004,0.5397335,0.13357708000000001,0.009065939399281282,21.429869185427656,50.003028099331196,21.429869185427656,13.33414082648832,13.33414082648832,20.001211239732477,6.667070413244158,0.25735126437222855,0.040258840753158324,0.03549086992104275,0.5006124060000001,40.0,6,high_tracking_err;amplitude_overshoot;warn,warn
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,6,right,touchdown,left,pitch,1777514596.5476913,1,9.999394416809082,0.41508346351432024,9.999394416809082,0.41508346351432024,0.5258870482435237,1.4841684189585245,4.390906779603497,0.3380095487002223,0,15,14,0.20771699999999998,0.10923568,0.4255379999999999,0.17354835999999998,0.009043834441285783,7.692773553743261,30.771094214973044,7.692773553743261,7.143289728475885,14.28657945695177,14.28657945695177,0.0,0.5258870482435237,0.27578088802780354,0.02867610527322909,0.43641080000000004,40.0,6,high_tracking_err;amplitude_overshoot;warn,warn
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,6,right,touchdown,right,roll,1777514596.5476913,2,19.998788833618164,0.11356695309893283,19.998788833618164,0.11356695309893283,0.28856981757661543,1.2478397347396024,10.11678766106172,0.12334347389165685,0,15,13,0.2459882,0.07098476999999999,0.9627125,0.12415904000000001,0.007259935209376868,25.001514049665598,41.669190082776,25.001514049665598,7.692773553743261,23.07832066122978,23.07832066122978,0.0,0.28856981757661543,0.08056124183349198,0.07595738316176145,0.9260667999999999,40.0,6,high_tracking_err;amplitude_overshoot;warn,warn
real,30/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100314.csv,6,right,touchdown,right,pitch,1777514596.5476913,3,29.998183250427246,0.08207226841356262,29.998183250427246,0.08207226841356262,1.5099026400355253,3.832720690889503,8.005867815461317,0.47873894239017645,0,15,12,0.20942899999999998,0.3162174,0.525925,0.31621740000000004,0.022349953291663453,0.0,18.18291930884771,0.0,8.3338380165552,25.001514049665598,8.3338380165552,16.667676033110396,1.5099026400355253,0.5226638447266065,0.059685531572464576,0.7149404000000001,40.0,6,high_tracking_err;amplitude_overshoot;warn,warn
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,1,left,swing,left,roll,1777514825.9877677,2,19.999980926513672,0.5531452569196997,19.999980926513672,0.5531452569196997,0.6660651515567122,2.7797757817148563,4.9146210485219815,0.5656134530557231,0,33,31,0.5140353,0.342381,0.8981671299999997,0.653675,0.010509767305148998,13.333346049003012,43.33337465925979,13.333346049003012,3.2258095279845995,3.2258095279845995,3.2258095279845995,0.0,0.6660651515567122,0.2141030292202789,0.02539448113858798,0.95288449,30.0,1,high_tracking_err;warn,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,1,left,swing,left,pitch,1777514825.9877677,5,49.99995231628418,0.2260017015557096,49.99995231628418,0.2260017015557096,0.8180623368647322,3.303833204283872,14.504243029437822,0.22778391106508694,0,33,28,0.6513,0.532804,1.9226864,0.790277,0.009480089662641284,3.70370723583417,33.33336512250753,3.70370723583417,3.571431977411521,7.142863954823042,3.571431977411521,3.571431977411521,0.8180623368647322,0.2555969078358756,0.09898374496194674,2.1535334,30.0,1,high_tracking_err;warn,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,1,left,swing,right,roll,1777514825.9877677,19,189.99981880187988,1.1483811976144365,189.99981880187988,1.1483811976144365,0.22839644120972175,1.5527766567271268,4.583646069680812,0.3387645191451827,0,33,14,0.4255491,0.0971939,0.49246510000000004,0.17154805,0.009368387754407603,7.6923150282709685,30.769260113083874,7.6923150282709685,7.142863954823042,7.142863954823042,7.142863954823042,0.0,0.22839644120972175,0.2654838943238858,0.023222458902049443,0.4469897300000001,30.0,1,high_tracking_err;warn,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,1,left,swing,right,pitch,1777514825.9877677,11,109.9998950958252,0.7159473801876219,109.9998950958252,0.7159473801876219,0.3309105263157894,1.7878700368601228,11.248686672268075,0.1589403357876297,0,33,22,0.76,0.25149199999999994,1.7142861999999996,0.309513,0.007018164298767515,4.761909303215361,28.57145581929217,4.761909303215361,4.545458880341936,4.545458880341936,4.545458880341936,0.0,0.3309105263157894,0.2443434663134895,0.06053111199135363,1.6882071999999995,30.0,1,high_tracking_err;warn,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,1,left,touchdown,left,roll,1777514825.9877677,2,19.999980926513672,0.9748716396662651,19.999980926513672,0.9748716396662651,1.0773630083016026,2.6547005380850397,2.839865925523828,0.9347978417661976,0,15,13,0.19670900000000002,0.21192699999999998,0.2537710000000001,0.296598,0.013145722755672128,8.333341280626883,33.33336512250753,8.333341280626883,7.6923150282709685,7.6923150282709685,7.6923150282709685,0.0,1.0773630083016026,0.21163230679739,0.012648905958005455,0.323965,30.0,1,high_tracking_err;warn,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,1,left,touchdown,left,pitch,1777514825.9877677,0,0.0,0.0,0.0,0.0,nan,1.372769817128705,0.0,nan,0,15,15,0.0,0.138785,0.0,0.148135,0.007861736384555304,7.142863954823042,0.0,7.142863954823042,6.666673024501506,46.66671117151054,6.666673024501506,40.000038147009036,nan,0.2629973757803171,0.007861736384555298,0.148135,30.0,1,high_tracking_err;warn,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,1,left,touchdown,right,roll,1777514825.9877677,4,39.999961853027344,0.48125077845049563,39.999961853027344,0.48125077845049563,2.9233245986474388,2.8207444420456427,0.851839826273094,3.3113554391871456,0,15,11,0.052220920000000004,0.1526587,0.06424942,0.23888489999999998,0.019474481100908613,10.000009536752259,10.000009536752259,10.000009536752259,9.090917760683872,9.090917760683872,9.090917760683872,0.0,2.9233245986474388,0.10899003903687446,0.01871182041618718,0.20674968000000005,30.0,1,high_tracking_err;warn,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,1,left,touchdown,right,pitch,1777514825.9877677,3,29.999971389770508,-0.08293622595171776,29.999971389770508,-0.08293622595171776,0.655087651206417,1.0195027168884085,1.9074051419835785,0.5344972048403893,0,15,12,0.10821299999999998,0.07088899999999998,0.19436199999999998,0.10019,0.006614409596346498,9.090917760683872,18.181835521367745,0.0,8.333341280626883,8.333341280626883,8.333341280626883,0.0,0.655087651206417,0.14385295949597282,0.015584757104538195,0.23885799999999985,30.0,1,high_tracking_err;warn,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,swing,left,roll,1777514826.1375866,1,9.999990463256836,0.5736410411925303,9.999990463256836,0.5736410411925303,1.2421812973413726,2.9953688043113464,5.253117159963086,0.5702078809779287,0,33,32,0.37282400000000004,0.463115,1.10135,0.7402040000000001,0.01743596649115185,16.129047639922998,41.935523863799794,16.129047639922998,6.250005960470162,3.125002980235081,3.125002980235081,0.0,1.2421812973413726,0.24658039963583125,0.025731782081283287,1.0845684,30.83,2,high_tracking_err;warn,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,swing,left,pitch,1777514826.1375866,5,49.99995231628418,0.3086653215076136,49.99995231628418,0.3086653215076136,0.5277260862889606,2.1866550201018935,14.271937229102154,0.15321360968734135,0,33,28,0.6513,0.343708,1.5558674,0.46495580000000003,0.009898370598703457,7.40741447166834,18.51853617917085,7.40741447166834,3.571431977411521,3.571431977411521,7.142863954823042,3.571431977411521,0.5277260862889606,0.2934878222562017,0.10169529436531638,1.6653272,30.83,2,high_tracking_err;warn,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,swing,right,roll,1777514826.1375866,9,89.99991416931152,0.36420314129724607,89.99991416931152,0.36420314129724607,2.306824378829773,2.9139178771143746,1.921145362880501,1.5167607477371434,0,33,24,0.11479140000000002,0.26480360000000003,0.30187786,0.5570902000000001,0.01469936351160014,8.695660466741094,21.739151166852736,8.695660466741094,4.166670640313441,4.166670640313441,4.166670640313441,0.0,2.306824378829773,0.0808017328719595,0.015545039636214076,0.5924136600000001,30.83,2,high_tracking_err;warn,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,swing,right,pitch,1777514826.1375866,15,149.99985694885254,0.705625745650884,149.99985694885254,0.705625745650884,0.2537177190269556,1.5917902056214872,8.508119359045354,0.18709072339578608,0,33,18,0.4991098,0.126633,0.7355828,0.235576,0.009283510212249518,5.882358551030741,41.17650985721519,0.0,5.555560853751255,11.11112170750251,11.11112170750251,0.0,0.2537177190269556,0.14802293378941128,0.04751779616900524,0.6919488,30.83,2,high_tracking_err;warn,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,left,roll,1777514826.1375866,4,39.999961853027344,0.7486117113423056,39.999961853027344,0.7486117113423056,1.0325749327149234,5.018629790838327,4.602206403564526,1.0904834226798847,0,16,12,0.2545884,0.2628816,0.4529555,0.5031184000000001,0.03213446091971338,9.090917760683872,27.272753282051614,9.090917760683872,8.333341280626883,8.333341280626883,8.333341280626883,0.0,1.0325749327149234,0.14576075245817632,0.030507081497484205,0.372680686,30.83,2,high_tracking_err;warn,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,left,pitch,1777514826.1375866,4,39.999961853027344,0.35228848432579146,39.999961853027344,0.35228848432579146,0.437723212522805,1.6270452458322675,8.01810861691219,0.20292132765580442,0,16,12,0.25323399999999996,0.11084639999999998,0.6791159999999998,0.15938979999999997,0.010129623725585167,9.090917760683872,45.45458880341936,9.090917760683872,8.333341280626883,16.666682561253765,16.666682561253765,0.0,0.437723212522805,0.18223708034041122,0.05116926917871602,0.6612736,30.83,2,high_tracking_err;warn,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,right,roll,1777514826.1375866,5,49.99995231628418,0.03240544886482219,49.99995231628418,0.03240544886482219,0.3704506103650851,3.405932835771705,14.953242134583808,0.22777219850499678,0,16,11,0.458578,0.1698805,0.9820110999999998,0.2983557,0.02220656995469933,10.000009536752259,30.000028610256777,10.000009536752259,9.090917760683872,9.090917760683872,9.090917760683872,0.0,0.3704506103650851,0.1786843237505134,0.10662316663698662,1.1155115999999998,30.83,2,high_tracking_err;warn,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,2,right,touchdown,right,pitch,1777514826.1375866,0,0.0,0.0,0.0,0.0,nan,4.803498866674273,0.0,nan,0,16,16,0.0,0.5873360000000001,0.0,0.587336,0.013287815079924931,0.0,0.0,0.0,6.250005960470162,25.000023841880648,6.250005960470162,18.750017881410486,nan,0.4328943443884929,0.013287815079924945,0.587336,30.83,2,high_tracking_err;warn,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,left,roll,1777514826.4476342,4,39.999961853027344,0.04992758446381142,39.999961853027344,0.04992758446381142,4.431318157178289,4.912097752727973,2.4438229771137903,2.010005552255373,0,32,28,0.1320844,0.5853079999999999,0.462485091,1.1939409999999997,0.018009214379869323,7.40741447166834,33.33336512250753,3.70370723583417,3.571431977411521,3.571431977411521,3.571431977411521,0.0,4.431318157178289,0.19860348678532772,0.01850024726905142,1.2572594769999998,40.0,3,high_tracking_err;amplitude_overshoot;warn,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,left,pitch,1777514826.4476342,4,39.999961853027344,0.16982169557001653,39.999961853027344,0.16982169557001653,1.8068018642146368,2.157515187262075,5.286493477953977,0.40811838627238683,0,32,28,0.214353,0.3872934,0.867061,0.5286297999999998,0.007025723283370421,7.40741447166834,48.14819406584421,3.70370723583417,3.571431977411521,3.571431977411521,3.571431977411521,0.0,1.8068018642146368,0.1214830492609933,0.037771070038362824,1.0309046000000002,40.0,3,high_tracking_err;amplitude_overshoot;warn,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,right,roll,1777514826.4476342,9,89.99991416931152,0.1821140152734502,89.99991416931152,0.1821140152734502,0.20126870456062002,1.2254514515552184,11.559809028052303,0.10600966232066665,0,32,23,0.458578,0.0922974,1.5823451999999996,0.15840770000000004,0.009294254475652916,13.636376641025807,54.54550656410323,9.090917760683872,8.695660466741094,21.739151166852736,4.347830233370547,17.391320933482188,0.20126870456062002,0.1766436004217588,0.08120755894182481,1.5381712200000002,40.0,3,high_tracking_err;amplitude_overshoot;warn,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,swing,right,pitch,1777514826.4476342,0,0.0,0.0,0.0,0.0,nan,3.3105519596184165,0.0,nan,0,32,32,0.0,0.5548109999999999,0.0,0.5809039999999999,0.011981764081739725,3.2258095279845995,0.0,3.2258095279845995,3.125002980235081,25.000023841880648,3.125002980235081,21.875020861645567,nan,0.551888948223641,0.011981764081739735,0.5809040000000002,40.0,3,high_tracking_err;amplitude_overshoot;warn,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,touchdown,left,roll,1777514826.4476342,0,0.0,0.26091993283709086,0.0,0.26091993283709086,0.8493346494494317,5.395492107760897,8.222600916306162,0.6561782777346215,0,15,15,0.5866757,0.498284,0.9589567,0.5130839999999999,0.021804540169267868,14.285727909646084,35.71431977411521,14.285727909646084,6.666673024501506,6.666673024501506,6.666673024501506,0.0,0.8493346494494317,0.3320208907991403,0.058624193426896336,0.9223089000000002,40.0,3,high_tracking_err;amplitude_overshoot;warn,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,touchdown,left,pitch,1777514826.4476342,0,0.0,0.0,0.0,0.0,nan,2.9594440044972408,0.0,nan,0,15,15,0.0,0.3353762,0.0,0.3431604,0.009923645340987289,14.285727909646084,0.0,7.142863954823042,6.666673024501506,46.66671117151054,6.666673024501506,40.000038147009036,nan,0.2734408619023609,0.009923645340987278,0.34316040000000003,40.0,3,high_tracking_err;amplitude_overshoot;warn,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,touchdown,right,roll,1777514826.4476342,0,0.0,-0.22727960841124903,0.0,-0.22727960841124903,0.66195881048784,2.974535914118069,12.66937252802735,0.23478162849326295,0,15,15,0.5044051,0.3338954,1.3520222,0.33389539999999995,0.013168071809977607,0.0,35.71431977411521,0.0,6.666673024501506,6.666673024501506,6.666673024501506,0.0,0.66195881048784,0.19315605079466283,0.0937064231363197,1.5377728799999997,40.0,3,high_tracking_err;amplitude_overshoot;warn,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,3,left,touchdown,right,pitch,1777514826.4476342,1,9.999990463256836,0.04863440627794477,9.999990463256836,0.04863440627794477,1.8137314678790213,3.9622868436456273,9.971807904792213,0.3973488941500214,0,15,14,0.24437299999999998,0.44322700000000004,0.6861220000000001,0.44323,0.01695535523012294,0.0,30.769260113083874,0.0,7.142863954823042,14.285727909646084,7.142863954823042,7.142863954823042,1.8137314678790213,0.44058626824440245,0.06404356269645375,0.9463485999999999,40.0,3,high_tracking_err;amplitude_overshoot;warn,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,4,right,swing,left,roll,1777514826.837477,14,139.9998664855957,0.37951851987998625,139.9998664855957,0.37951851987998625,0.4047220025601572,2.0533944910878983,6.283258294005529,0.32680408714805115,0,34,20,0.6277192699999999,0.2540518,0.9661830699999999,0.29671741999999995,0.007343641979990997,10.526325828160273,31.578977484480816,5.263162914080136,5.0000047683761295,5.0000047683761295,5.0000047683761295,0.0,0.4047220025601572,0.27937663100779525,0.03761381296487853,0.83301927,36.08,3,high_tracking_err;warn,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,4,right,swing,left,pitch,1777514826.837477,1,9.999990463256836,0.038537049706623194,9.999990463256836,0.038537049706623194,0.32142916099952273,0.5135575603934263,4.030038669263995,0.12743241505601166,0,34,33,0.278653,0.0895672,0.344122,0.1254288,0.00256378759242577,12.500011920940324,3.125002980235081,6.250005960470162,3.030305920227957,3.030305920227957,6.060611840455914,3.030305920227957,0.32142916099952273,0.36631770357037974,0.027562738298241136,0.45769859999999996,36.08,3,high_tracking_err;warn,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,4,right,swing,right,roll,1777514826.837477,11,109.9998950958252,1.1824138210277055,109.9998950958252,1.1824138210277055,0.6947499813688994,6.8968152306315575,6.193244478553675,1.1136029353458028,0,34,23,0.4656193,0.323489,0.6730422999999998,0.323489,0.049884681886318,0.0,36.36367104273549,0.0,17.391320933482188,8.695660466741094,8.695660466741094,0.0,0.6947499813688994,0.06650277438832823,0.020478918705977085,0.4819693000000001,36.08,3,high_tracking_err;warn,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,4,right,swing,right,pitch,1777514826.837477,10,99.99990463256836,0.44540667150995616,99.99990463256836,0.44540667150995616,2.2348649274666075,10.945402654373847,3.3747853784368105,3.243288513785052,0,34,24,0.23313399999999998,0.521023,0.612875,0.5848880000000001,0.07712507856887055,4.347830233370547,47.82613256707602,4.347830233370547,4.166670640313441,4.166670640313441,12.500011920940324,8.333341280626883,2.2348649274666075,0.23146325325533137,0.06752292891043404,1.0779410000000003,36.08,3,high_tracking_err;warn,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,4,right,touchdown,left,roll,1777514826.837477,4,39.999961853027344,0.12368519501851942,39.999961853027344,0.12368519501851942,0.3661351315885894,1.1643405610517128,11.785574406851548,0.09879370498690526,0,15,11,0.29339550000000003,0.1074224,0.7699634999999999,0.10742240000000002,0.005914443302866575,0.0,30.000028610256777,0.0,9.090917760683872,18.181835521367745,18.181835521367745,0.0,0.3661351315885894,0.0860479397215073,0.07528626508515855,0.7623547800000001,36.08,3,high_tracking_err;warn,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,4,right,touchdown,left,pitch,1777514826.837477,3,29.999971389770508,-0.07208134939400174,29.999971389770508,-0.07208134939400174,1.2680239225670313,2.347746368929034,5.5165519902770095,0.4255822066151041,0,15,12,0.174396,0.22113829999999998,0.46722199999999997,0.22310909999999998,0.011876158882362327,9.090917760683872,54.54550656410323,9.090917760683872,8.333341280626883,8.333341280626883,8.333341280626883,0.0,1.2680239225670313,0.1964808088816996,0.0338392317068583,0.4436554200000001,36.08,3,high_tracking_err;warn,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,4,right,touchdown,right,roll,1777514826.837477,0,0.0,0.0,0.0,0.0,0.0,0.0,10.723148468940899,0.0,0,15,15,0.3267559,0.0,1.02644196,0.0,0.0,0.0,35.71431977411521,0.0,nan,20.000019073504518,20.000019073504518,0.0,0.0,0.15119441236495415,0.07320528623219585,1.02644196,36.08,3,high_tracking_err;warn,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,4,right,touchdown,right,pitch,1777514826.837477,0,0.0,0.0,0.0,0.0,0.0,0.0,15.400766448989055,0.0,1,15,15,0.4749598,0.0,1.5723038,0.0,0.0,0.0,42.85718372893825,0.0,nan,13.333346049003012,13.333346049003012,0.0,0.0,0.2607649213471006,0.11082575622757347,1.5723038,36.08,3,high_tracking_err;warn,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,5,left,swing,left,roll,1777514827.2476904,0,0.0,0.3730995415826008,0.0,0.3730995415826008,0.3114248701690419,1.482143684862415,5.175678710529299,0.28636701923694974,0,32,32,0.64923845,0.202189,0.78552515,0.4031985999999999,0.005478698641006982,6.451619055969199,25.806476223876796,6.451619055969199,3.125002980235081,3.125002980235081,3.125002980235081,0.0,0.3114248701690419,0.1996811705407039,0.026955860684949227,0.87066747,60.0,4,high_tracking_err;joint_lock;risk,fail
real,35/0.5 all_ankles,t27_tracking_lag_b1_diag_20260430_100705.csv,5,left,swing,left,pitch,1777514827.2476904,0,0.0,0.31134309005004995,0.0,0.31134309005004995,0.48112048466407076,2.173395511478933,6.210605298519964,0.3499490640625432,0,32,32,0.730898,0.35165,0.9827800000000001,0.5584389999999999,0.008658815341390154,3.2258095279845995,32.258095279845996,3.2258095279845995,3.125002980235081,3.125002980235081,6.250005960470162,3.125002980235081,0.48112048466407076,0.25094929895181267,0.032477789702652665,1.114011,60.0,4,high_tracking_err;joint_lock;risk,fail
