dataset,case_label,diag_csv,step_index,touchdown_side,window,side,axis,cycle_index,lag_ms,target_amplitude_rad,joint_amplitude_rad,amplitude_gain,segment_duration_sec,equivalent_frequency_hz,segment_tracking_err_rms_rad,segment_target_path_rad,segment_joint_path_rad
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,3,left,swing,left,roll,3,199.99027252197266,0.0079329,0.1236071,nan,0.019996166229248047,25.00479313222845,0.04942507147095557,0.0079329,0.1236071
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,3,left,swing,left,roll,4,199.99027252197266,0.00500405,0.08836200000000002,nan,0.01997208595275879,25.034941326743784,0.22398982588948282,0.013136449999999997,0.08836200000000002
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,3,left,swing,left,pitch,1,199.99027252197266,0.034338000000000035,0.02842800000000001,0.8278874716058006,0.0299832820892334,16.67595957346989,0.03388303191495708,0.06339999999999996,0.02842800000000001
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,3,left,swing,left,pitch,2,199.99027252197266,0.018697999999999992,0.0027550000000000074,0.1473419617071349,0.019989728927612305,25.01284543730544,0.014408360975489198,0.034262000000000015,0.014141000000000015
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,3,left,swing,left,pitch,3,199.99027252197266,0.003703999999999985,0.08226999999999998,nan,0.02003622055053711,24.954806159118494,0.05092847972402082,0.02100799999999997,0.08226999999999998
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,3,left,swing,left,pitch,4,199.99027252197266,0.049398,0.20725348000000002,4.195584436616867,0.03998851776123047,12.503589229925353,0.16327474999588296,0.05705200000000005,0.20725348
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,3,left,swing,right,roll,1,49.997568130493164,0.014419999999999988,0.004183800000000001,0.29013869625520144,0.03996896743774414,12.509705205139523,0.30248913681455736,0.07298799999999994,0.008021999999999987
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,3,left,swing,right,roll,2,49.997568130493164,0.014177999999999968,0.006749999999999992,0.47608971646212495,0.020034313201904297,24.95718195882423,0.33912525175564556,0.14916999999999997,0.006749999999999992
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,3,left,swing,right,roll,3,49.997568130493164,0.005727999999999955,0.007283399999999995,nan,0.019996166229248047,25.00479313222845,0.3090029028184417,0.04125800000000002,0.007283399999999995
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,3,left,swing,right,roll,4,49.997568130493164,0.01626700000000003,0.00644320000000001,0.3960902440523758,0.029998302459716797,16.66760979796856,0.3386372954798061,0.029121000000000064,0.00644320000000001
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,3,left,swing,right,roll,5,49.997568130493164,0.005642000000000036,0.014323200000000001,nan,0.029999732971191406,16.666815017325238,0.3696428972022085,0.052566,0.014323200000000001
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,3,left,swing,right,roll,6,49.997568130493164,0.15048999999999996,0.011834400000000002,0.07863911223337103,0.07999706268310547,6.25022948630831,0.28641651183059924,0.15659000000000006,0.0340806
real,25/0.4 all_ankles,t27_tracking_lag_b1_diag_20260430_100024.csv,3,left,swing,right,roll,7,49.997568130493164,0.2551752,0.0092881,0.036398913374026946,0.029957294464111328,16.690425785913252,0.12114759927331413,0.2551752,0.036572299999999995
