timestamp_ns,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_pitch_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_pitch_joint,right_ankle_pitch_joint,right_ankle_roll_joint
1775801486040629445,-0.903542,-1.29426,0.561661,0.170937,0.641974,-0.312695,0.0732574,1.63614,-0.0244217,0.0244217,0.644296,-0.105991
1775801486041676427,-1.0989,-1.39194,0.463982,0.0732574,0.0839912,-0.33998,0.0244217,1.5873,0.0244217,0.268623,0.55818,-0.0534809
1775801486042660900,-1.05006,-1.68498,0.463982,0.0732574,0.770005,-0.44326,0.0244217,1.3431,-0.0244217,0.268623,0.472063,-0.000970347
1775801486043678836,-1.0989,-1.5873,0.463982,0.317459,0.856108,-0.390758,-0.0244217,1.39194,0.0244217,0.0244217,0.515118,-0.0272236
1775801486044642831,-0.805862,-2.02686,0.415138,0.317459,0.512823,-0.391446,0.268623,1.14774,-0.122101,0.0244217,0.600657,0.0249341
1775801486045692172,-0.952377,-1.68498,0.561661,0.170937,0.513949,-0.182126,0.0732574,1.53846,-0.122101,-0.268623,0.257339,0.0256357
1775801486046679412,-0.952377,-1.14774,0.512817,0.0244217,0.384791,-0.260881,-0.21978,1.8315,-0.0244217,0.512817,0.472634,-0.105643
1775801486047727686,-0.757019,-1.05006,0.512817,0.122101,0.770568,-0.3386,-0.317459,1.63614,-0.0732574,0.854698,0.514829,0.0251065
1775801486048631915,-1.0989,-1.14774,0.512817,0.122101,0.470613,-0.260705,-0.415138,1.39194,-0.0244217,0.952377,0.687062,-0.0799146
1775801486049667748,-0.952377,-1.14774,0.512817,0.122101,0.771131,-0.23394,-0.512817,1.44078,-0.0732574,0.757019,0.472634,-0.105643
1775801486050647780,-0.854698,-1.29426,0.415138,0.317459,0.470331,-0.313039,-0.21978,1.19658,-0.0732574,0.757019,0.257339,0.0256357
1775801486051908680,-1.3431,-0.952377,0.463982,0.268623,0.556159,-0.312867,-0.512817,1.29426,-0.122101,0.0244217,0.300112,0.0517166
1775801486052730639,-1.0989,-1.0989,0.561661,0.268623,0.770568,-0.3386,-0.65934,1.44078,-0.0732574,0.0244217,0.42929,-0.0270512
1775801486053630093,-1.0989,-1.0989,0.561661,0.268623,0.770568,-0.3386,-0.65934,1.44078,-0.0732574,0.0244217,0.42929,-0.0270512
1775801486056676008,-1.24542,-1.24542,0.512817,0.0732574,0.727802,-0.312523,0.0244217,1.53846,0.122101,-0.122101,0.42929,-0.0270512
1775801486056836034,-1.24542,-1.24542,0.512817,0.0732574,0.727802,-0.312523,0.0244217,1.53846,0.122101,-0.122101,0.42929,-0.0270512
1775801486057086696,-1.24542,-1.24542,0.512817,0.0732574,0.727802,-0.312523,0.0244217,1.53846,0.122101,-0.122101,0.42929,-0.0270512
1775801486057784850,-1.05006,-1.14774,0.366302,0.0244217,0.599764,-0.181954,-0.122101,1.39194,-0.0244217,-0.122101,0.557602,0.0511873
1775801486058809644,-0.952377,-1.19658,0.415138,0.122101,0.813342,-0.364681,0.0244217,1.14774,0.0732574,-0.268623,0.300978,-0.10529
1775801486059774687,-0.854698,-1.39194,0.415138,0.0244217,0.512823,-0.391446,0.268623,1.5873,-0.0732574,0.0244217,0.386806,-0.105462
1775801486060738103,-0.952377,-1.44078,0.415138,-0.0732574,0.599207,-0.286618,0.317459,1.44078,0.0244217,-0.268623,0.257916,-0.0790325
1775801486061658300,-0.757019,-1.39194,0.463982,-0.0732574,0.470331,-0.313039,0.268623,1.3431,0.0244217,-0.366302,0.428706,0.0776211
