timestamp_ns,gyro_x,gyro_y,gyro_z
1775801483341686080,-0.000470104,-0.00062022,0.000975604
1775801483342657499,0.0012018,-0.00224219,0.00065209
1775801483343669092,0.0012018,-0.00224219,0.00065209
1775801483344654012,0.0012018,-0.00224219,0.00065209
1775801483345656918,0.0012018,-0.00224219,0.00065209
1775801483346655889,0.0012018,-0.00224219,0.00065209
1775801483347653641,0.00271502,-0.000293163,0.000198758
1775801483348628093,0.00271502,-0.000293163,0.000198758
1775801483349659009,0.00271502,-0.000293163,0.000198758
1775801483350654665,0.00271502,-0.000293163,0.000198758
1775801483351637704,0.00271502,-0.000293163,0.000198758
1775801483352642291,0.00259414,-0.00420288,0.000759044
1775801483353669798,0.00259414,-0.00420288,0.000759044
1775801483354715659,0.00259414,-0.00420288,0.000759044
1775801483355667786,0.00259414,-0.00420288,0.000759044
1775801483356644807,0.00259414,-0.00420288,0.000759044
1775801483357669843,-0.000928061,-0.00392825,-0.00124749
1775801483358668674,-0.000928061,-0.00392825,-0.00124749
1775801483359656439,-0.000928061,-0.00392825,-0.00124749
1775801483360643411,-0.000928061,-0.00392825,-0.00124749
1775801483361624930,-0.000928061,-0.00392825,-0.00124749
1775801483362632882,-0.0016819,-0.00241634,-0.00314
1775801483363707500,-0.0016819,-0.00241634,-0.00314
1775801483364661015,-0.0016819,-0.00241634,-0.00314
1775801483365666562,-0.0016819,-0.00241634,-0.00314
1775801483366665252,-0.0016819,-0.00241634,-0.00314
1775801483367658453,-0.000249565,-0.0014536,-0.005602
1775801483368650903,-0.000249565,-0.0014536,-0.005602
1775801483369637913,-0.000249565,-0.0014536,-0.005602
1775801483370670577,-0.000249565,-0.0014536,-0.005602
1775801483371650556,-0.000249565,-0.0014536,-0.005602
1775801483372629922,0.00116843,-0.00326747,-0.00168234
1775801483373685469,0.00116843,-0.00326747,-0.00168234
1775801483374641085,0.00116843,-0.00326747,-0.00168234
1775801483375626667,0.00116843,-0.00326747,-0.00168234
1775801483376783210,0.00116843,-0.00326747,-0.00168234
1775801483377753356,0.00393671,-0.00398176,-0.00494256
1775801483378849817,0.00393671,-0.00398176,-0.00494256
1775801483379747965,0.00393671,-0.00398176,-0.00494256
1775801483380783594,0.00393671,-0.00398176,-0.00494256
1775801483381740970,0.00393671,-0.00398176,-0.00494256
1775801483382838864,0.00188393,-0.0043879,-0.0032504
1775801483383768793,0.00188393,-0.0043879,-0.0032504
1775801483384614585,0.00188393,-0.0043879,-0.0032504
1775801483385654546,0.00188393,-0.0043879,-0.0032504
1775801483386672900,0.00188393,-0.0043879,-0.0032504
1775801483387665156,-0.00189258,-0.00467511,-0.0037686
1775801483388628302,-0.00189258,-0.00467511,-0.
1775801483389740490,-0.001,-0.00189258,-0.00467511,-0.0037686
1775801483390662972,-0.00189258,-0.00467511,-0.0037686
1775801483391619396,-0.00189258,-0.00467511,-0.0037686
1775801483392631503,-0.0014426,-0.00340557,-0.00279469
1775801483393670128,-0.0014426,-0.00340557,-0.00279469
1775801483394694435,-0.0014426,-0.00340557,-0.00279469
1775801483395672430,-0.0014426,-0.00340557,-0.00279469
1775801483396682631,-0.0014426,-0.00340557,-0.00279469
1775801483397654204,-0.000164201,-0.00526611,-0.00238787
1775801483398674922,-0.000164201,-0.00526611,-0.00238787
1775801483399668478,-0.000164201,-0.00526611,-0.00238787
1775801483400658116,-0.000164201,-0.00526611,-0.00238787
1775801483401666407,-0.000164201,-0.00526611,-0.00238787
1775801483402664167,-0.00210288,-0.00257492,-0.00254392
1775801483403672113,-0.00210288,-0.00257492,-0.00254392
1775801483404643298,-0.00210288,-0.00257492,-0.00254392
1775801483405668104,-0.00210288,-0.00257492,-0.00254392
1775801483406666650,-0.00210288,-0.00257492,-0.00254392
1775801483407670768,0.00062303,-0.00314028,-0.00468867
1775801483408658688,0.00062303,-0.00314028,-0.00468867
1775801483409666095,0.00062303,-0.00314028,-0.00468867
1775801483410673209,0.00062303,-0.00314028,-0.00468867
1775801483411673595,0.00062303,-0.00314028,-0.00468867
1775801483412657752,0.00112682,-0.00352979,-0.00238424
1775801483413654689,0.00112682,-0.00352979,-0.00238424
1775801483414662637,0.00112682,-0.00352979,-0.00238424
1775801483415657444,0.00112682,-0.00352979,-0.00238424
1775801483416628717,0.00112682,-0.00352979,-0.00238424
1775801483417715701,-0.00402333,-0.00450826,-0.00152142
1775801483418659907,-0.00402333,-0.00450826,-0.00152142
1775801483419659082,-0.00402333,-0.00450826,-0.00152142
1775801483420662666,-0.00402333,-0.00450826,-0.00152142
1775801483421665168,-0.00402333,-0.00450826,-0.00152142
1775801483422666827,-0.00121346,-0.00345073,0.000385596
1775801483423670822,-0.00121346,-0.00345073,0.000385596
1775801483424644306,-0.00121346,-0.00345073,0.000385596
1775801483425668621,-0.00121346,-0.00345073,0.000385596
1775801483426671836,-0.00121346,-0.00345073,0.000385596
1775801483427657835,0.00596609,-0.00485165,-0.00360852
1775801483428630024,0.00596609,-0.00485165,-0.00360852
1775801483429645887,0.00596609,-0.00485165,-0.00360852
1775801483430638714,0.00596609,-0.00485165,-0.00360852
1775801483431647022,0.00596609,-0.00485165,-0.00360852
1775801483432601927,0.00217299,-0.00515783,-0.0024901
1775801483433649058,0.00217299,-0.00515783,-0.0024901
1775801483434659278,0.00217299,-0.00515783,-0.0024901
1775801483435664467,0.00217299,-0.00515783,-0.0024901
1775801483436618316,0.00217299,-0.00515783,-0.0024901
1775801483437656866,0.000539621,-0.00465825,-0.00324162
1775801483438666929,0.000539621,-0.00465825,-0.00324162
1775801483439707680,0.000539621,-0.00465825,-0.00324162
1775801483440660436,0.000539621,-0.00465825,-0.00324162
1775801483441666148,0.000539621,-0.00465825,-0.00324162
1775801483442668410,0.00245051,-0.000484538,-0.00152678
1775801483443657346,0.00245051,-0.000484538,-0.00152678
1775801483444653306,0.00245051,-0.000484538,-0.00152678
1775801483445669632,0.00245051,-0.000484538,-0.00152678
1775801483446650931,0.00245051,-0.000484538,-0.00152678
1775801483447649043,0.0027421,-0.00174179,-0.00294208
1775801483448601248,0.0027421,-0.00174179,-0.00294208
1775801483449635292,0.0027421,-0.00174179,-0.00294208
1775801483450651033,0.0027421,-0.00174179,-0.00294208
1775801483451660163,0.0027421,-0.00174179,-0.00294208
1775801483452638469,0.00155022,-0.00409032,-0.00123124
1775801483453660402,0.00155022,-0.00409032,-0.00123124
1775801483454658705,0.00155022,-0.00409032,-0.00123124
1775801483455649295,0.00155022,-0.00409032,-0.00123124
1775801483456878148,0.00313479,-0.00417326,0.000553269
1775801483457779146,0.00313479,-0.00417326,0.000553269
1775801483458869482,0.00313479,-0.00417326,0.000553269
1775801483459781174,0.00313479,-0.00417326,0.000553269
1775801483460945839,0.00313479,-0.00417326,0.000553269
1775801483461822824,0.00313479,-0.00417326,0.000553269
1775801483462862930,-0.000789098,-0.00292617,-0.000487593
1775801483463691669,-0.000789098,-0.00292617,-0.000487593
1775801483464806965,-0.000789098,-0.00292617,-0.000487593
1775801483465777375,-0.000789098,-0.00292617,-0.000487593
1775801483466868665,-0.00300678,-0.00236398,-0.00269618
1775801483467669526,-0.00300678,-0.00236398,-0.00269618
1775801483468842509,-0.00300678,-0.00236398,-0.00269618
1775801483469765029,-0.00300678,-0.00236398,-0.00269618
1775801483470710140,-0.00300678,-0.00236398,-0.00269618
1775801483471743717,-0.00300678,-0.00236398,-0.00269618
1775801483472607509,0.000744941,-0.0011209,-0.00121993
1775801483473782696,0.000744941,-0.0011209,-0.00121993
1775801483474602952,0.000744941,-0.0011209,-0.00121993
1775801483475789749,0.000744941,-0.0011209,-0.00121993
1775801483476598887,0.000744941,-0.0011209,-0.00121993
1775801483477792901,0.00116351,-0.0016599,-0.000940715
1775801483478709074,0.00116351,-0.0016599,-0.000940715
1775801483479771131,0.00116351,-0.0016599,-0.000940715
1775801483480605793,0.00116351,-0.0016599,-0.000940715
1775801483481856426,0.000142017,-0.00281153,-0.00285939
1775801483482639951,0.000142017,-0.00281153,-0.00285939
1775801483483921052,0.000142017,-0.00281153,-0.00285939
1775801483484643288,0.000142017,-0.00281153,-0.00285939
1775801483485845713,0.000142017,-0.00281153,-0.00285939
1775801483486754981,0.00272907,4.36856e-05,-0.00240939
1775801483487800518,0.00272907,4.36856e-05,-0.00240939
1775801483488619781,0.00272907,4.36856e-05,-0.00240939
1775801483489727857,0.00272907,4.36856e-05,-0.00240939
1775801483490670166,0.00272907,4.36856e-05,-0.00240939
1775801483491715446,0.00272907,4.36856e-05,-0.00240939
1775801483492639134,0.00402691,9.39511e-05,-0.00176654
1775801483493669873,0.00402691,9.39511e-05,-0.00176654
1775801483494682799,0.00402691,9.39511e-05,-0.00176654
1775801483495679639,0.00402691,9.39511e-05,-0.00176654
1775801483496836358,0.00160726,-0.00135581,-0.00268327
1775801483497652949,0.00160726,-0.00135581,-0.00268327
1775801483498655544,0.00160726,-0.00135581,-0.00268327
1775801483499658827,0.00160726,-0.00135581,-0.00268327
1775801483500752362,0.00160726,-0.00135581,-0.00268327
1775801483501867082,0.00160726,-0.00135581,-0.00268327
1775801483502800066,-0.00121735,0.000504383,0.003375
1775801483503860919,-0.00121735,0.000504383,0.003375
1775801483504781778,-0.00121735,0.000504383,0.003375
1775801483505935063,-0.00121735,0.000504383,0.003375
1775801483506763424,-0.00121735,0.000504383,0.003375
1775801483507882922,0.00389448,-0.000155736,-7.49619e-05
1775801483508698560,0.00389448,-0.000155736,-7.49619e-05
1775801483509783911,0.00389448,-0.000155736,-7.49619e-05
1775801483510768342,0.00389448,-0.000155736,-7.49619e-05
1775801483511708989,0.00462111,-0.000357932,5.89049e-05
1775801483512651726,0.00462111,-0.000357932,5.89049e-05
1775801483513774371,0.00462111,-0.000357932,5.89049e-05
1775801483514769736,0.00462111,-0.000357932,5.89049e-05
1775801483515790621,0.00462111,-0.000357932,5.89049e-05
1775801483516696420,-0.000145264,0.00245292,-0.00183265
1775801483517770820,-0.000145264,0.00245292,-0.00183265
