timestamp_ns,accel_x,accel_y,accel_z
1775801479804826254,-0.374605,-0.003028,9.76321
1775801479805741883,-0.374605,-0.003028,9.76321
1775801479806837253,-0.356063,0.000714,9.77263
1775801479807793321,-0.356063,0.000714,9.77263
1775801479808814162,-0.356063,0.000714,9.77263
1775801479809738651,-0.356063,0.000714,9.77263
1775801479810839135,-0.356063,0.000714,9.77263
1775801479811762513,-0.356063,0.000714,9.77263
1775801479812988024,-0.346915,0.01245,9.77631
1775801479813664203,-0.346915,0.01245,9.77631
1775801479814790789,-0.346915,0.01245,9.77631
1775801479815783932,-0.346915,0.01245,9.77631
1775801479816918223,-0.345914,0.01028,9.76111
1775801479817739906,-0.345914,0.01028,9.76111
1775801479818855245,-0.345914,0.01028,9.76111
1775801479819793782,-0.345914,0.01028,9.76111
1775801479820758012,-0.345914,0.01028,9.76111
1775801479821695093,-0.345914,0.01028,9.76111
1775801479822759613,-0.351019,0.005229,9.75459
1775801479823744962,-0.351019,0.005229,9.75459
1775801479824817344,-0.351019,0.005229,9.75459
1775801479825743216,-0.351019,0.005229,9.75459
1775801479826854833,-0.337023,0.003812,9.75734
1775801479827763954,-0.337023,0.003812,9.75734
1775801479828786390,-0.337023,0.003812,9.75734
1775801479829756093,-0.337023,0.003812,9.75734
1775801479830806591,-0.337023,0.003812,9.75734
1775801479831733897,-0.337023,0.003812,9.75734
1775801479832918762,-0.314872,0.006971,9.77137
1775801479833672525,-0.314872,0.006971,9.77137
1775801479834818929,-0.314872,0.006971,9.77137
1775801479835761774,-0.314872,0.006971,9.77137
1775801479836881779,-0.312363,0.005106,9.75491
1775801479837637390,-0.312363,0.005106,9.75491
1775801479838884234,-0.312363,0.005106,9.75491
1775801479839814312,-0.312363,0.005106,9.75491
1775801479840855350,-0.312363,0.005106,9.75491
1775801479841804095,-0.324117,-0.006135,9.75996
1775801479842891975,-0.324117,-0.006135,9.75996
1775801479843790731,-0.324117,-0.006135,9.75996
1775801479844847902,-0.324117,-0.006135,9.75996
1775801479845748671,-0.324117,-0.006135,9.75996
1775801479846869244,-0.324117,-0.006135,9.75996
1775801479847733596,-0.324117,-0.006135,9.75996
1775801479848860039,-0.333051,-0.005668,9.77071
1775801479849808679,-0.333051,-0.005668,9.77071
1775801479850884944,-0.333051,-0.005668,9.77071
1775801479851808892,-0.327307,0.004312,9.77804
1775801479852844097,-0.327307,0.004312,9.77804
1775801479853663851,-0.327307,0.004312,9.77804
1775801479854875283,-0.327307,0.004312,9.77804
1775801479855861375,-0.327307,0.004312,9.77804
1775801479856936183,-0.33272,0.023164,9.78549
1775801479857801862,-0.33272,0.023164,9.78549
1775801479858913673,-0.33272,0.023164,9.78549
1775801479859711720,-0.33272,0.023164,9.78549
1775801479860878561,-0.33272,0.023164,9.78549
1775801479861789881,-0.33272,0.023164,9.78549
1775801479862876727,-0.343737,0.01024,9.77955
1775801479863771559,-0.343737,0.01024,9.77955
1775801479864739585,-0.343737,0.01024,9.77955
1775801479865778148,-0.343737,0.01024,9.77955
1775801479866922601,-0.343737,0.01024,9.77955
1775801479867832016,-0.343737,0.01024,9.77955
1775801479868817836,-0.357935,0.013086,9.77608
1775801479869653471,-0.357935,0.013086,9.77608
1775801479870854795,-0.357935,0.013086,9.77608
1775801479871670715,-0.357935,0.013086,9.77608
1775801479872866195,-0.354913,0.016535,9.78659
1775801479873782059,-0.354913,0.016535,9.78659
1775801479874972048,-0.354913,0.016535,9.78659
1775801479875809871,-0.354913,0.016535,9.78659
1775801479876849804,-0.354913,0.016535,9.78659
1775801479877791351,-0.357728,0.030107,9.7965
1775801479878810064,-0.357728,0.030107,9.7965
1775801479879769112,-0.357728,0.030107,9.7965
1775801479880840637,-0.357728,0.030107,9.7965
1775801479881763586,-0.362541,0.028879,9.78623
1775801479882912114,-0.362541,0.028879,9.78623
1775801479883773650,-0.362541,0.028879,9.78623
1775801479884943534,-0.362541,0.028879,9.78623
1775801479885796655,-0.362541,0.028879,9.78623
1775801479886845905,-0.362541,0.028879,9.78623
1775801479887809688,-0.371876,0.006386,9.78971
1775801479888844988,-0.371876,0.006386,9.78971
1775801479889789126,-0.371876,0.006386,9.78971
1775801479890806596,-0.371876,0.006386,9.78971
1775801479891788086,-0.376432,0.006005,9.80038
1775801479892801830,-0.376432,0.006005,9.80038
1775801479893765437,-0.376432,0.006005,9.80038
1775801479894747279,-0.376432,0.006005,9.80038
1775801479895786411,-0.376432,0.006005,9.80038
1775801479896901051,-0.376432,0.006005,9.80038
1775801479897803792,-0.381438,0.026591,9.80949
1775801479898801266,-0.381438,0.026591,9.80949
1775801479899810261,-0.381438,0.026591,9.80949
1775801479900869122,-0.381438,0.026591,9.80949
1775801479901854019,-0.370771,0.029005,9.82051
1775801479902821482,-0.370771,0.029005,9.82051
1775801479903807008,-0.370771,0.029005,9.82051
1775801479904851613,-0.370771,0.029005,9.82051
1775801479905783427,-0.370771,0.029005,9.82051
1775801479906798348,-0.370771,0.029005,9.82051
