timestamp_ns,phase_sin,phase_cos,cmd_linear_x,cmd_linear_y,cmd_angular_z,left_contact,right_contact,base_euler_x,base_euler_y,base_euler_z,base_ang_vel_x,base_ang_vel_y,base_ang_vel_z,action_left_hip_pitch_joint,pos_left_hip_pitch_joint,vel_left_hip_pitch_joint,effort_left_hip_pitch_joint,pos_des_raw_left_hip_pitch_joint,pos_des_lpf_left_hip_pitch_joint,tau_des_raw_left_hip_pitch_joint,tau_des_lpf_left_hip_pitch_joint,is_parallel_left_hip_pitch_joint,action_left_hip_roll_joint,pos_left_hip_roll_joint,vel_left_hip_roll_joint,effort_left_hip_roll_joint,pos_des_raw_left_hip_roll_joint,pos_des_lpf_left_hip_roll_joint,tau_des_raw_left_hip_roll_joint,tau_des_lpf_left_hip_roll_joint,is_parallel_left_hip_roll_joint,action_left_hip_yaw_joint,pos_left_hip_yaw_joint,vel_left_hip_yaw_joint,effort_left_hip_yaw_joint,pos_des_raw_left_hip_yaw_joint,pos_des_lpf_left_hip_yaw_joint,tau_des_raw_left_hip_yaw_joint,tau_des_lpf_left_hip_yaw_joint,is_parallel_left_hip_yaw_joint,action_left_knee_pitch_joint,pos_left_knee_pitch_joint,vel_left_knee_pitch_joint,effort_left_knee_pitch_joint,pos_des_raw_left_knee_pitch_joint,pos_des_lpf_left_knee_pitch_joint,tau_des_raw_left_knee_pitch_joint,tau_des_lpf_left_knee_pitch_joint,is_parallel_left_knee_pitch_joint,action_left_ankle_pitch_joint,pos_left_ankle_pitch_joint,vel_left_ankle_pitch_joint,effort_left_ankle_pitch_joint,pos_des_raw_left_ankle_pitch_joint,pos_des_lpf_left_ankle_pitch_joint,tau_des_raw_left_ankle_pitch_joint,tau_des_lpf_left_ankle_pitch_joint,is_parallel_left_ankle_pitch_joint,action_left_ankle_roll_joint,pos_left_ankle_roll_joint,vel_left_ankle_roll_joint,effort_left_ankle_roll_joint,pos_des_raw_left_ankle_roll_joint,pos_des_lpf_left_ankle_roll_joint,tau_des_raw_left_ankle_roll_joint,tau_des_lpf_left_ankle_roll_joint,is_parallel_left_ankle_roll_joint,action_right_hip_pitch_joint,pos_right_hip_pitch_joint,vel_right_hip_pitch_joint,effort_right_hip_pitch_joint,pos_des_raw_right_hip_pitch_joint,pos_des_lpf_right_hip_pitch_joint,tau_des_raw_right_hip_pitch_joint,tau_des_lpf_right_hip_pitch_joint,is_parallel_right_hip_pitch_joint,action_right_hip_roll_joint,pos_right_hip_roll_joint,vel_right_hip_roll_joint,effort_right_hip_roll_joint,pos_des_raw_right_hip_roll_joint,pos_des_lpf_right_hip_roll_joint,tau_des_raw_right_hip_roll_joint,tau_des_lpf_right_hip_roll_joint,is_parallel_right_hip_roll_joint,action_right_hip_yaw_joint,pos_right_hip_yaw_joint,vel_right_hip_yaw_joint,effort_right_hip_yaw_joint,pos_des_raw_right_hip_yaw_joint,pos_des_lpf_right_hip_yaw_joint,tau_des_raw_right_hip_yaw_joint,tau_des_lpf_right_hip_yaw_joint,is_parallel_right_hip_yaw_joint,action_right_knee_pitch_joint,pos_right_knee_pitch_joint,vel_right_knee_pitch_joint,effort_right_knee_pitch_joint,pos_des_raw_right_knee_pitch_joint,pos_des_lpf_right_knee_pitch_joint,tau_des_raw_right_knee_pitch_joint,tau_des_lpf_right_knee_pitch_joint,is_parallel_right_knee_pitch_joint,action_right_ankle_pitch_joint,pos_right_ankle_pitch_joint,vel_right_ankle_pitch_joint,effort_right_ankle_pitch_joint,pos_des_raw_right_ankle_pitch_joint,pos_des_lpf_right_ankle_pitch_joint,tau_des_raw_right_ankle_pitch_joint,tau_des_lpf_right_ankle_pitch_joint,is_parallel_right_ankle_pitch_joint,action_right_ankle_roll_joint,pos_right_ankle_roll_joint,vel_right_ankle_roll_joint,effort_right_ankle_roll_joint,pos_des_raw_right_ankle_roll_joint,pos_des_lpf_right_ankle_roll_joint,tau_des_raw_right_ankle_roll_joint,tau_des_lpf_right_ankle_roll_joint,is_parallel_right_ankle_roll_joint
1779267018630299618,-0.224209,0.974541,0.8,0,0,1,1,0.183544,-0.0971319,-0.367406,0.587635,0.303978,-1.5638,2.01831,0.315717,0.0705805,-10.0855,1.40915,1.39006,nan,nan,0,1.17111,0.146594,-0.0153437,1.3431,0.635553,0.631522,nan,nan,0,-0.972389,-0.229429,0.438826,-0.170937,-0.796194,-0.780906,nan,nan,0,0.403122,0.630571,-0.371314,2.3199,0.691561,0.679305,nan,nan,0,-0.748738,-0.201527,-0.370481,1.11697,-0.584369,nan,-7.47161,-7.65193,1,0.147883,0.335014,-4.91866,3.8208,0.0739414,nan,-6.67819,-6.49993,1,3.57818,-0.58877,0.389727,-12.0879,1.38909,1.39679,nan,nan,0,-1.65879,0.0342274,-0.383589,2.66178,-0.879396,-0.883689,nan,nan,0,-2.41847,0.300569,-2.26164,5.20146,-0.899237,-0.89705,nan,nan,0,-0.63037,0.318402,-1.85657,-10.9157,0.174815,0.177098,nan,nan,0,5.73003,-0.0935726,0.399805,-20.0306,2.65502,nan,54.7719,55.2278,1,3.81605,-0.346016,-1.73211,3.02442,1.90802,nan,79.7575,79.9422,1
1779267018640333606,-0.111371,0.993779,0.8,0,0,1,1,0.183544,-0.0971319,-0.367406,0.587635,0.303978,-1.5638,2.04873,0.315717,0.0705805,-10.0855,1.42437,1.39988,nan,nan,0,1.17525,0.146594,-0.0153437,1.3431,0.637626,0.633548,nan,nan,0,-0.984822,-0.229429,0.438826,-0.170937,-0.802411,-0.789575,nan,nan,0,0.421721,0.630571,-0.371314,2.3199,0.70086,0.685592,nan,nan,0,-0.743489,-0.201527,-0.370481,1.11697,-0.581745,nan,-7.41911,-7.54774,1,0.14186,0.335014,-4.91866,3.8208,0.07093,nan,-6.78359,-6.59051,1,3.57204,-0.58877,0.389727,-12.0879,1.38602,1.39285,nan,nan,0,-1.64637,0.0342274,-0.383589,2.66178,-0.873186,-0.882567,nan,nan,0,-2.42346,0.300569,-2.26164,5.20146,-0.901732,-0.897965,nan,nan,0,-0.641482,0.318402,-1.85657,-10.9157,0.169259,0.176911,nan,nan,0,5.69399,-0.0935726,0.399805,-20.0306,2.637,nan,54.4115,55.0258,1,3.81031,-0.346016,-1.73211,3.02442,1.90516,nan,79.6571,79.8436,1
1779267018650326323,0.00267406,0.999996,0.8,0,0,1,1,0.183544,-0.0971319,-0.367406,0.587635,0.303978,-1.5638,2.08452,0.315717,0.0705805,-10.0855,1.44226,1.41184,nan,nan,0,1.17846,0.146594,-0.0153437,1.3431,0.639231,0.635709,nan,nan,0,-0.996101,-0.229429,0.438826,-0.170937,-0.80805,-0.796989,nan,nan,0,0.441855,0.630571,-0.371314,2.3199,0.710927,0.693118,nan,nan,0,-0.74085,-0.201527,-0.370481,1.11697,-0.580425,nan,-7.39272,-7.46766,1,0.13583,0.335014,-4.91866,3.8208,0.0679148,nan,-6.88912,-6.69039,1,3.56559,-0.58877,0.389727,-12.0879,1.3828,1.38903,nan,nan,0,-1.62816,0.0342274,-0.383589,2.66178,-0.864082,-0.878687,nan,nan,0,-2.43266,0.300569,-2.26164,5.20146,-0.906328,-0.899638,nan,nan,0,-0.657027,0.318402,-1.85657,-10.9157,0.161486,0.174005,nan,nan,0,5.6491,-0.0935726,0.399805,-20.0306,2.61455,nan,53.9626,54.733,1,3.80438,-0.346016,-1.73211,3.02442,1.90219,nan,79.5533,79.7441,1
1779267018660311420,0.116461,0.993195,0.8,0,0,1,1,0.183544,-0.0971319,-0.367406,0.587635,0.303978,-1.5638,2.12394,0.315717,0.0705805,-10.0855,1.46197,1.4268,nan,nan,0,1.18027,0.146594,-0.0153437,1.3431,0.640133,0.637706,nan,nan,0,-1.00575,-0.229429,0.438826,-0.170937,-0.812874,-0.803316,nan,nan,0,0.462961,0.630571,-0.371314,2.3199,0.721481,0.702072,nan,nan,0,-0.740742,-0.201527,-0.370481,1.11697,-0.580371,nan,-7.39164,-7.41561,1,0.130232,0.335014,-4.91866,3.8208,0.0651162,nan,-6.98707,-6.79527,1,3.55978,-0.58877,0.389727,-12.0879,1.37989,1.38556,nan,nan,0,-1.60648,0.0342274,-0.383589,2.66178,-0.853241,-0.872039,nan,nan,0,-2.44548,0.300569,-2.26164,5.20146,-0.912739,-0.902589,nan,nan,0,-0.676058,0.318402,-1.85657,-10.9157,0.151971,0.168403,nan,nan,0,5.59809,-0.0935726,0.399805,-20.0306,2.58905,nan,53.4525,54.3557,1,3.79951,-0.346016,-1.73211,3.02442,1.89975,nan,79.468,79.643,1
1779267018670391509,0.2298,0.973238,0.8,0,0,1,1,0.183544,-0.0971319,-0.367406,0.587635,0.303978,-1.5638,2.14746,0.315717,0.0705805,-10.0855,1.47373,1.44452,nan,nan,0,1.18011,0.146594,-0.0153437,1.3431,0.640057,0.639238,nan,nan,0,-1.00679,-0.229429,0.438826,-0.170937,-0.813395,-0.808764,nan,nan,0,0.475413,0.630571,-0.371314,2.3199,0.727707,0.712072,nan,nan,0,-0.738068,-0.201527,-0.370481,1.11697,-0.579034,nan,-7.3649,-7.39123,1,0.12387,0.335014,-4.91866,3.8208,0.0619349,nan,-7.09842,-6.89926,1,3.5404,-0.58877,0.389727,-12.0879,1.3702,1.38238,nan,nan,0,-1.59084,0.0342274,-0.383589,2.66178,-0.84542,-0.862947,nan,nan,0,-2.46342,0.300569,-2.26164,5.20146,-0.921712,-0.90726,nan,nan,0,-0.690365,0.318402,-1.85657,-10.9157,0.144818,0.160512,nan,nan,0,5.53648,-0.0935726,0.399805,-20.0306,2.55824,nan,52.8363,53.9024,1,3.79153,-0.346016,-1.73211,3.02442,1.89576,nan,79.3283,79.546,1
1779267018680310980,0.338406,0.941,0.8,0,0,1,1,0.183544,-0.0971319,-0.367406,0.587635,0.303978,-1.5638,2.16612,0.315717,0.0705805,-10.0855,1.48306,1.46129,nan,nan,0,1.1775,0.146594,-0.0153437,1.3431,0.638748,0.640025,nan,nan,0,-1.00786,-0.229429,0.438826,-0.170937,-0.813929,-0.81229,nan,nan,0,0.485629,0.630571,-0.371314,2.3199,0.732814,0.721188,nan,nan,0,-0.73489,-0.201527,-0.370481,1.11697,-0.577445,nan,-7.33313,-7.37672,1,0.118174,0.335014,-4.91866,3.8208,0.0590868,nan,-7.1981,-7.00439,1,3.5155,-0.58877,0.389727,-12.0879,1.35775,1.3772,nan,nan,0,-1.57803,0.0342274,-0.383589,2.66178,-0.839016,-0.853383,nan,nan,0,-2.481,0.300569,-2.26164,5.20146,-0.930502,-0.914042,nan,nan,0,-0.703965,0.318402,-1.85657,-10.9157,0.138017,0.152032,nan,nan,0,5.46789,-0.0935726,0.399805,-20.0306,2.52395,nan,52.1505,53.3679,1,3.78203,-0.346016,-1.73211,3.02442,1.89101,nan,79.1621,79.438,1
1779267018690308165,0.443417,0.896315,0.8,0,0,1,1,0.183544,-0.0971319,-0.367406,0.587635,0.303978,-1.5638,2.18443,0.315717,0.0705805,-10.0855,1.49222,1.47457,nan,nan,0,1.17174,0.146594,-0.0153437,1.3431,0.635869,0.6398,nan,nan,0,-1.01249,-0.229429,0.438826,-0.170937,-0.816247,-0.813872,nan,nan,0,0.496172,0.630571,-0.371314,2.3199,0.738086,0.728299,nan,nan,0,-0.733608,-0.201527,-0.370481,1.11697,-0.576804,nan,-7.3203,-7.35699,1,0.114303,0.335014,-4.91866,3.8208,0.0571513,nan,-7.26585,-7.10899,1,3.49036,-0.58877,0.389727,-12.0879,1.34518,1.3684,nan,nan,0,-1.56499,0.0342274,-0.383589,2.66178,-0.832495,-0.845025,nan,nan,0,-2.49688,0.300569,-2.26164,5.20146,-0.938438,-0.922358,nan,nan,0,-0.718491,0.318402,-1.85657,-10.9157,0.130755,0.144177,nan,nan,0,5.39562,-0.0935726,0.399805,-20.0306,2.48781,nan,51.4277,52.7505,1,3.77236,-0.346016,-1.73211,3.02442,1.88618,nan,78.993,79.3031,1
1779267018700366682,0.543278,0.839553,0.8,0,0,1,1,0.183544,-0.0971319,-0.367406,0.587635,0.303978,-1.5638,2.20266,0.315717,0.0705805,-10.0855,1.50133,1.48499,nan,nan,0,1.1629,0.146594,-0.0153437,1.3431,0.63145,0.638279,nan,nan,0,-1.01832,-0.229429,0.438826,-0.170937,-0.81916,-0.815046,nan,nan,0,0.507503,0.630571,-0.371314,2.3199,0.743751,0.733988,nan,nan,0,-0.734056,-0.201527,-0.370481,1.11697,-0.577028,nan,-7.32478,-7.33624,1,0.111521,0.335014,-4.91866,3.8208,0.0557607,nan,-7.31452,-7.2006,1,3.46206,-0.58877,0.389727,-12.0879,1.33103,1.35688,nan,nan,0,-1.55245,0.0342274,-0.383589,2.66178,-0.826227,-0.837888,nan,nan,0,-2.5123,0.300569,-2.26164,5.20146,-0.94615,-0.931002,nan,nan,0,-0.733159,0.318402,-1.85657,-10.9157,0.12342,0.136844,nan,nan,0,5.3183,-0.0935726,0.399805,-20.0306,2.44915,nan,50.6546,52.0671,1,3.76094,-0.346016,-1.73211,3.02442,1.88047,nan,78.7931,79.1452,1
1779267018710369172,0.63545,0.772142,0.8,0,0,1,1,0.183544,-0.0971319,-0.367406,0.587635,0.303978,-1.5638,2.21736,0.315717,0.0705805,-10.0855,1.50868,1.49408,nan,nan,0,1.15463,0.146594,-0.0153437,1.3431,0.627316,0.635271,nan,nan,0,-1.01857,-0.229429,0.438826,-0.170937,-0.819285,-0.816873,nan,nan,0,0.519928,0.630571,-0.371314,2.3199,0.749964,0.739253,nan,nan,0,-0.735152,-0.201527,-0.370481,1.11697,-0.577576,nan,-7.33574,-7.32481,1,0.107502,0.335014,-4.91866,3.8208,0.0537508,nan,-7.38486,-7.27111,1,3.4322,-0.58877,0.389727,-12.0879,1.3161,1.34366,nan,nan,0,-1.53566,0.0342274,-0.383589,2.66178,-0.817832,-0.83143,nan,nan,0,-2.52541,0.300569,-2.26164,5.20146,-0.952705,-0.939302,nan,nan,0,-0.749255,0.318402,-1.85657,-10.9157,0.115372,0.129648,nan,nan,0,5.23454,-0.0935726,0.399805,-20.0306,2.40727,nan,49.8169,51.3316,1,3.74803,-0.346016,-1.73211,3.02442,1.87402,nan,78.5672,78.966,1
1779267018720312399,0.71889,0.695124,0.8,0,0,1,1,0.183544,-0.0971319,-0.367406,0.587635,0.303978,-1.5638,2.2282,0.315717,0.0705805,-10.0855,1.5141,1.50227,nan,nan,0,1.14644,0.146594,-0.0153437,1.3431,0.623222,0.631298,nan,nan,0,-1.01399,-0.229429,0.438826,-0.170937,-0.816996,-0.818482,nan,nan,0,0.532528,0.630571,-0.371314,2.3199,0.756264,0.744792,nan,nan,0,-0.73599,-0.201527,-0.370481,1.11697,-0.577995,nan,-7.34412,-7.3256,1,0.102521,0.335014,-4.91866,3.8208,0.0512605,nan,-7.47202,-7.33279,1,3.39758,-0.58877,0.389727,-12.0879,1.29879,1.32931,nan,nan,0,-1.51613,0.0342274,-0.383589,2.66178,-0.808067,-0.824535,nan,nan,0,-2.53884,0.300569,-2.26164,5.20146,-0.959418,-0.946851,nan,nan,0,-0.767748,0.318402,-1.85657,-10.9157,0.106126,0.122182,nan,nan,0,5.14482,-0.0935726,0.399805,-20.0306,2.36241,nan,48.9198,50.5437,1,3.73193,-0.346016,-1.73211,3.02442,1.86596,nan,78.2853,78.7629,1
1779267018730445217,0.794346,0.607465,0.8,0,0,1,1,0.183544,-0.0971319,-0.367406,0.587635,0.303978,-1.5638,2.22956,0.315717,0.0705805,-10.0855,1.51478,1.5092,nan,nan,0,1.14064,0.146594,-0.0153437,1.3431,0.620319,0.627027,nan,nan,0,-1.00117,-0.229429,0.438826,-0.170937,-0.810583,-0.81851,nan,nan,0,0.544995,0.630571,-0.371314,2.3199,0.762498,0.750757,nan,nan,0,-0.734991,-0.201527,-0.370481,1.11697,-0.577496,nan,-7.33414,-7.3335,1,0.0941889,0.335014,-4.91866,3.8208,0.0470944,nan,-7.61784,-7.40221,1,3.35444,-0.58877,0.389727,-12.0879,1.27722,1.31361,nan,nan,0,-1.4958,0.0342274,-0.383589,2.66178,-0.797901,-0.816347,nan,nan,0,-2.55238,0.300569,-2.26164,5.20146,-0.966191,-0.953779,nan,nan,0,-0.792869,0.318402,-1.85657,-10.9157,0.0935656,0.113965,nan,nan,0,5.04805,-0.0935726,0.399805,-20.0306,2.31402,nan,47.952,49.699,1,3.7118,-0.346016,-1.73211,3.02442,1.8559,nan,77.9331,78.5243,1
1779267018740316952,0.857659,0.514218,0.8,0,0,1,1,0.183544,-0.0971319,-0.367406,0.587635,0.303978,-1.5638,2.23046,0.315717,0.0705805,-10.0855,1.51523,1.51352,nan,nan,0,1.1348,0.146594,-0.0153437,1.3431,0.617399,0.623157,nan,nan,0,-0.987329,-0.229429,0.438826,-0.170937,-0.803664,-0.815667,nan,nan,0,0.555828,0.630571,-0.371314,2.3199,0.767914,0.756969,nan,nan,0,-0.736751,-0.201527,-0.370481,1.11697,-0.578376,nan,-7.35174,-7.33746,1,0.0868225,0.335014,-4.91866,3.8208,0.0434112,nan,-7.74675,-7.50132,1,3.31468,-0.58877,0.389727,-12.0879,1.25734,1.29541,nan,nan,0,-1.47204,0.0342274,-0.383589,2.66178,-0.786022,-0.806931,nan,nan,0,-2.56605,0.300569,-2.26164,5.20146,-0.973027,-0.960469,nan,nan,0,-0.820544,0.318402,-1.85657,-10.9157,0.0797278,0.103976,nan,nan,0,4.94909,-0.0935726,0.399805,-20.0306,2.26455,nan,46.9625,48.7915,1,3.69366,-0.346016,-1.73211,3.02442,1.84683,nan,77.6156,78.2329,1
1779267018750369189,0.910942,0.412535,0.8,0,0,1,1,0.183544,-0.0971319,-0.367406,0.587635,0.303978,-1.5638,2.22961,0.315717,0.0705805,-10.0855,1.5148,1.51534,nan,nan,0,1.13009,0.146594,-0.0153437,1.3431,0.615043,0.619859,nan,nan,0,-0.968932,-0.229429,0.438826,-0.170937,-0.794466,-0.810193,nan,nan,0,0.565131,0.630571,-0.371314,2.3199,0.772566,0.762983,nan,nan,0,-0.740497,-0.201527,-0.370481,1.11697,-0.580249,nan,-7.3892,-7.3426,1,0.0794191,0.335014,-4.91866,3.8208,0.0397096,nan,-7.87631,-7.62521,1,3.27809,-0.58877,0.389727,-12.0879,1.23905,1.27549,nan,nan,0,-1.44606,0.0342274,-0.383589,2.66178,-0.773028,-0.796286,nan,nan,0,-2.57932,0.300569,-2.26164,5.20146,-0.979661,-0.967162,nan,nan,0,-0.850144,0.318402,-1.85657,-10.9157,0.0649282,0.0918685,nan,nan,0,4.85084,-0.0935726,0.399805,-20.0306,2.21542,nan,45.9799,47.832,1,3.67664,-0.346016,-1.73211,3.02442,1.83832,nan,77.3179,77.91,1
1779267018760311662,0.951832,0.306621,0.8,0,0,1,1,0.183544,-0.0971319,-0.367406,0.587635,0.303978,-1.5638,2.22722,0.315717,0.0705805,-10.0855,1.51361,1.51559,nan,nan,0,1.12838,0.146594,-0.0153437,1.3431,0.614191,0.617073,nan,nan,0,-0.949991,-0.229429,0.438826,-0.170937,-0.784995,-0.802622,nan,nan,0,0.570088,0.630571,-0.371314,2.3199,0.775044,0.768401,nan,nan,0,-0.748112,-0.201527,-0.370481,1.11697,-0.584056,nan,-7.46535,-7.36073,1,0.0743079,0.335014,-4.91866,3.8208,0.0371539,nan,-7.96576,-7.75773,1,3.24588,-0.58877,0.389727,-12.0879,1.22294,1.25569,nan,nan,0,-1.41765,0.0342274,-0.383589,2.66178,-0.758826,-0.784367,nan,nan,0,-2.59244,0.300569,-2.26164,5.20146,-0.986218,-0.97386,nan,nan,0,-0.882006,0.318402,-1.85657,-10.9157,0.0489969,0.0780755,nan,nan,0,4.75426,-0.0935726,0.399805,-20.0306,2.16713,nan,45.0141,46.8472,1,3.66513,-0.346016,-1.73211,3.02442,1.83256,nan,77.1163,77.5887,1
1779267018770339619,0.980641,0.195816,0.8,0,0,1,1,0.183544,-0.0971319,-0.367406,0.587635,0.303978,-1.5638,2.22467,0.315717,0.0705805,-10.0855,1.51234,1.51487,nan,nan,0,1.12824,0.146594,-0.0153437,1.3431,0.614119,0.615116,nan,nan,0,-0.927078,-0.229429,0.438826,-0.170937,-0.773539,-0.793645,nan,nan,0,0.573169,0.630571,-0.371314,2.3199,0.776585,0.772585,nan,nan,0,-0.758047,-0.201527,-0.370481,1.11697,-0.589024,nan,-7.5647,-7.4042,1,0.0699729,0.335014,-4.91866,3.8208,0.0349865,nan,-8.04162,-7.8778,1,3.21952,-0.58877,0.389727,-12.0879,1.20976,1.23738,nan,nan,0,-1.38775,0.0342274,-0.383589,2.66178,-0.743877,-0.771212,nan,nan,0,-2.60591,0.300569,-2.26164,5.20146,-0.992955,-0.980504,nan,nan,0,-0.915173,0.318402,-1.85657,-10.9157,0.0324136,0.0630056,nan,nan,0,4.66211,-0.0935726,0.399805,-20.0306,2.12105,nan,44.0926,45.863,1,3.65609,-0.346016,-1.73211,3.02442,1.82804,nan,76.9581,77.3109,1
1779267018780277129,0.996511,0.0834593,0.8,0,0,1,1,0.183544,-0.0971319,-0.367406,0.587635,0.303978,-1.5638,2.21647,0.315717,0.0705805,-10.0855,1.50824,1.51365,nan,nan,0,1.13053,0.146594,-0.0153437,1.3431,0.615265,0.614162,nan,nan,0,-0.896343,-0.229429,0.438826,-0.170937,-0.758171,-0.783426,nan,nan,0,0.576185,0.630571,-0.371314,2.3199,0.778093,0.775322,nan,nan,0,-0.767606,-0.201527,-0.370481,1.11697,-0.593803,nan,-7.66029,-7.47752,1,0.0633544,0.335014,-4.91866,3.8208,0.0316772,nan,-8.15744,-7.9754,1,3.19173,-0.58877,0.389727,-12.0879,1.19586,1.22148,nan,nan,0,-1.35635,0.0342274,-0.383589,2.66178,-0.728173,-0.756995,nan,nan,0,-2.61839,0.300569,-2.26164,5.20146,-0.999195,-0.987148,nan,nan,0,-0.951726,0.318402,-1.85657,-10.9157,0.0141372,0.0469836,nan,nan,0,4.57185,-0.0935726,0.399805,-20.0306,2.07593,nan,43.1901,44.9024,1,3.6455,-0.346016,-1.73211,3.02442,1.82275,nan,76.7729,77.0953,1
1779267018790385820,0.999492,-0.0318861,0.8,0,0,1,1,0.183544,-0.0971319,-0.367406,0.587635,0.303978,-1.5638,2.20799,0.315717,0.0705805,-10.0855,1.50399,1.51136,nan,nan,0,1.13274,0.146594,-0.0153437,1.3431,0.61637,0.614284,nan,nan,0,-0.862578,-0.229429,0.438826,-0.170937,-0.741289,-0.771018,nan,nan,0,0.57872,0.630571,-0.371314,2.3199,0.77936,0.777105,nan,nan,0,-0.778646,-0.201527,-0.370481,1.11697,-0.599323,nan,-7.77068,-7.56976,1,0.0565905,0.335014,-4.91866,3.8208,0.0282953,nan,-8.27581,-8.06981,1,3.1676,-0.58877,0.389727,-12.0879,1.1838,1.20727,nan,nan,0,-1.32516,0.0342274,-0.383589,2.66178,-0.712579,-0.741913,nan,nan,0,-2.63003,0.300569,-2.26164,5.20146,-1.00502,-0.993676,nan,nan,0,-0.988875,0.318402,-1.85657,-10.9157,-0.00443772,0.0299011,nan,nan,0,4.48567,-0.0935726,0.399805,-20.0306,2.03284,nan,42.3283,43.9732,1,3.63588,-0.346016,-1.73211,3.02442,1.81794,nan,76.6046,76.9144,1
1779267018800310425,0.989466,-0.144765,0.8,0,0,1,1,0.183544,-0.0971319,-0.367406,0.587635,0.303978,-1.5638,2.19894,0.315717,0.0705805,-10.0855,1.49947,1.50787,nan,nan,0,1.13489,0.146594,-0.0153437,1.3431,0.617444,0.61516,nan,nan,0,-0.826108,-0.229429,0.438826,-0.170937,-0.723054,-0.756121,nan,nan,0,0.580857,0.630571,-0.371314,2.3199,0.780429,0.778442,nan,nan,0,-0.791744,-0.201527,-0.370481,1.11697,-0.605872,nan,-7.90167,-7.67313,1,0.050134,0.335014,-4.91866,3.8208,0.025067,nan,-8.3888,-8.17483,1,3.14757,-0.58877,0.389727,-12.0879,1.17378,1.19423,nan,nan,0,-1.29401,0.0342274,-0.383589,2.66178,-0.697005,-0.726348,nan,nan,0,-2.64031,0.300569,-2.26164,5.20146,-1.01016,-0.999895,nan,nan,0,-1.02596,0.318402,-1.85657,-10.9157,-0.0229808,0.0118741,nan,nan,0,4.40477,-0.0935726,0.399805,-20.0306,1.99239,nan,41.5193,43.0781,1,3.6275,-0.346016,-1.73211,3.02442,1.81375,nan,76.4579,76.7454,1
1779267018810295906,0.966556,-0.256456,0.8,0,0,1,1,0.183544,-0.0971319,-0.367406,0.587635,0.303978,-1.5638,2.18901,0.315717,0.0705805,-10.0855,1.4945,1.50362,nan,nan,0,1.13588,0.146594,-0.0153437,1.3431,0.61794,0.616321,nan,nan,0,-0.788248,-0.229429,0.438826,-0.170937,-0.704124,-0.739195,nan,nan,0,0.583637,0.630571,-0.371314,2.3199,0.781818,0.779571,nan,nan,0,-0.806249,-0.201527,-0.370481,1.11697,-0.613125,nan,-8.04672,-7.7894,1,0.0448904,0.335014,-4.91866,3.8208,0.0224452,nan,-8.48056,-8.28722,1,3.13038,-0.58877,0.389727,-12.0879,1.16519,1.18263,nan,nan,0,-1.26335,0.0342274,-0.383589,2.66178,-0.681676,-0.710659,nan,nan,0,-2.64838,0.300569,-2.26164,5.20146,-1.01419,-1.00562,nan,nan,0,-1.06271,0.318402,-1.85657,-10.9157,-0.0413531,-0.00664254,nan,nan,0,4.32907,-0.0935726,0.399805,-20.0306,1.95454,nan,40.7623,42.2251,1,3.62029,-0.346016,-1.73211,3.02442,1.81015,nan,76.3317,76.5867,1
1779267018820381658,0.930679,-0.365836,0.8,0,0,1,1,0.183544,-0.0971319,-0.367406,0.587635,0.303978,-1.5638,2.17776,0.315717,0.0705805,-10.0855,1.48888,1.49891,nan,nan,0,1.13553,0.146594,-0.0153437,1.3431,0.617763,0.617319,nan,nan,0,-0.748229,-0.229429,0.438826,-0.170937,-0.684115,-0.720901,nan,nan,0,0.586838,0.630571,-0.371314,2.3199,0.783419,0.780725,nan,nan,0,-0.821698,-0.201527,-0.370481,1.11697,-0.620849,nan,-8.20121,-7.92068,1,0.0413135,0.335014,-4.91866,3.8208,0.0206568,nan,-8.54316,-8.39472,1,3.1168,-0.58877,0.389727,-12.0879,1.1584,1.17263,nan,nan,0,-1.23339,0.0342274,-0.383589,2.66178,-0.666697,-0.695077,nan,nan,0,-2.65372,0.300569,-2.26164,5.20146,-1.01686,-1.01057,nan,nan,0,-1.09836,0.318402,-1.85657,-10.9157,-0.0591786,-0.0252346,nan,nan,0,4.25818,-0.0935726,0.399805,-20.0306,1.91909,nan,40.0534,41.4211,1,3.61438,-0.346016,-1.73211,3.02442,1.80719,nan,76.2282,76.4432,1
1779267018830374878,0.882929,-0.469507,0.8,0,0,1,1,0.183544,-0.0971319,-0.367406,0.587635,0.303978,-1.5638,2.16281,0.315717,0.0705805,-10.0855,1.4814,1.49374,nan,nan,0,1.13463,0.146594,-0.0153437,1.3431,0.617315,0.61781,nan,nan,0,-0.706078,-0.229429,0.438826,-0.170937,-0.663039,-0.701606,nan,nan,0,0.589515,0.630571,-0.371314,2.3199,0.784758,0.78207,nan,nan,0,-0.837651,-0.201527,-0.370481,1.11697,-0.628826,nan,-8.36074,-8.06549,1,0.0393361,0.335014,-4.91866,3.8208,0.019668,nan,-8.57776,-8.48371,1,3.10773,-0.58877,0.389727,-12.0879,1.15387,1.1643,nan,nan,0,-1.2039,0.0342274,-0.383589,2.66178,-0.651952,-0.679761,nan,nan,0,-2.65543,0.300569,-2.26164,5.20146,-1.01771,-1.01443,nan,nan,0,-1.13181,0.318402,-1.85657,-10.9157,-0.0759069,-0.043556,nan,nan,0,4.19337,-0.0935726,0.399805,-20.0306,1.88668,nan,39.4052,40.668,1,3.61018,-0.346016,-1.73211,3.02442,1.80509,nan,76.1548,76.3194,1
